query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	evidence_codes	intersection	intersection_genes	PC	ncopies
query_1	TRUE	0.000474750919888583	125	150	8	0.0533333333333333	0.064	GO:0032606	GO:BP	type I interferon production	16592	8879	GO:0001816	IDA IMP TAS,ISS,IMP,NAS,TAS,IDA,TAS,IDA IC	ENSG00000185507,ENSG00000140968,ENSG00000134242,ENSG00000136634,ENSG00000100413,ENSG00000135077,ENSG00000118503,ENSG00000128604	IRF7, IRF8, PTPN22, IL10, POLR3H, HAVCR2, TNFAIP3, IRF5	PC2	2
query_1	TRUE	0.000930962338148642	69	150	6	0.04	0.0869565217391304	GO:0002377	GO:BP	immunoglobulin production	16592	1039	GO:0002440	ISS,ISS,IDA,ISS,IMP,IGI NAS	ENSG00000139370,ENSG00000156127,ENSG00000160856,ENSG00000117586,ENSG00000081237,ENSG00000136634	SLC15A4, BATF, FCRL3, TNFSF4, PTPRC, IL10	PC2	2
query_1	TRUE	0.000963957017305244	102	150	7	0.0466666666666667	0.0686274509803922	GO:0062207	GO:BP	regulation of pattern recognition receptor signaling pathway	16592	18636	GO:0002221|GO:0009966	ISS,IMP ISS,TAS,IMP IBA,IDA,IDA NAS,IMP	ENSG00000185507,ENSG00000139370,ENSG00000127666,ENSG00000134242,ENSG00000160856,ENSG00000118503,ENSG00000147324	IRF7, SLC15A4, TICAM1, PTPN22, FCRL3, TNFAIP3, MFHAS1	PC2	1
query_1	TRUE	0.000983741516155808	140	150	8	0.0533333333333333	0.0571428571428571	GO:0002695	GO:BP	negative regulation of leukocyte activation	16592	1345	GO:0002683|GO:0002694|GO:0045321|GO:0050866	IMP IBA,ISS,TAS,IDA NAS,IBA,IDA IMP,ISS,IBA	ENSG00000134242,ENSG00000117586,ENSG00000081237,ENSG00000136634,ENSG00000121594,ENSG00000135077,ENSG00000118503,ENSG00000136573	PTPN22, TNFSF4, PTPRC, IL10, CD80, HAVCR2, TNFAIP3, BLK	PC2	2
query_1	TRUE	0.00117800575735752	281	150	11	0.0733333333333333	0.0391459074733096	GO:0002449	GO:BP	lymphocyte mediated immunity	16592	1104	GO:0002443	ISS,IDA IMP,ISS,IMP,ISS,ISS,IMP,ISS,NAS,IDA,IDA ISS	ENSG00000139370,ENSG00000100453,ENSG00000156127,ENSG00000172575,ENSG00000103811,ENSG00000117586,ENSG00000213047,ENSG00000081237,ENSG00000136634,ENSG00000168811,ENSG00000113302	SLC15A4, GZMB, BATF, RASGRP1, CTSH, TNFSF4, DENND1B, PTPRC, IL10, IL12A, IL12B	PC2	2
query_1	TRUE	0.00133673716026545	46	150	5	0.0333333333333333	0.108695652173913	GO:0002637	GO:BP	regulation of immunoglobulin production	16592	1290	GO:0002377|GO:0002700	ISS,IDA,ISS,IMP,IGI NAS	ENSG00000139370,ENSG00000160856,ENSG00000117586,ENSG00000081237,ENSG00000136634	SLC15A4, FCRL3, TNFSF4, PTPRC, IL10	PC2	1
query_1	TRUE	0.00138410728157568	1647	150	31	0.206666666666667	0.0188221007893139	GO:0048585	GO:BP	negative regulation of response to stimulus	16592	14942	GO:0048519|GO:0048583|GO:0050896	IMP ISS,TAS,TAS,IMP,TAS,IDA IBA,IMP IBA,IDA IMP IBA,IDA,TAS,TAS,TAS,ISS,ISS TAS,IDA IMP,IDA IMP ISS TAS NAS,IBA,IC,ISS IBA,IGI,ISS,TAS,IDA,IDA IBA,IDA,IGI,IDA IMP ISS NAS,IMP ISS,IMP,IMP IBA,IDA	ENSG00000107485,ENSG00000070031,ENSG00000177885,ENSG00000105647,ENSG00000127666,ENSG00000141965,ENSG00000105538,ENSG00000134242,ENSG00000160856,ENSG00000143226,ENSG00000203747,ENSG00000117560,ENSG00000117586,ENSG00000081237,ENSG00000169914,ENSG00000136634,ENSG00000160185,ENSG00000078098,ENSG00000115226,ENSG00000168811,ENSG00000174004,ENSG00000163513,ENSG00000163737,ENSG00000145901,ENSG00000135077,ENSG00000113302,ENSG00000118503,ENSG00000136999,ENSG00000147324,ENSG00000149212,ENSG00000065361	GATA3, SCT, SESN3, ERBB3, GRB2, PIK3R2, TICAM1, FEM1A, RASIP1, PTPN22, FCRL3, FCGR2A, FCGR3A, FASLG, TNFSF4, PTPRC, OTUD3, IL10, UBASH3A, FAP, FNDC4, IL12A, NRROS, TGFBR2, PF4, TNIP1, HAVCR2, IL12B, TNFAIP3, CCN3, MFHAS1	PC2	1
query_1	TRUE	0.00155252524575369	151	150	8	0.0533333333333333	0.0529801324503311	GO:0002224	GO:BP	toll-like receptor signaling pathway	16592	890	GO:0002221	ISS TAS,IMP,IMP ISS IBA TAS,IMP IBA,IDA,ISS,IDA NAS,IMP	ENSG00000185507,ENSG00000139370,ENSG00000127666,ENSG00000134242,ENSG00000160856,ENSG00000145901,ENSG00000118503,ENSG00000147324	IRF7, SLC15A4, TICAM1, PTPN22, FCRL3, TNIP1, TNFAIP3, MFHAS1	PC2	1
query_1	TRUE	0.00155252524575369	77	150	6	0.04	0.0779220779220779	GO:0045621	GO:BP	positive regulation of lymphocyte differentiation	16592	13395	GO:0030098|GO:0045619|GO:0051251|GO:1902107	ISS,ISS,IGI,NAS,ISS,ISS	ENSG00000107485,ENSG00000117586,ENSG00000136634,ENSG00000121594,ENSG00000163513,ENSG00000113302	GATA3, TNFSF4, IL10, CD80, TGFBR2, IL12B	PC2	2
query_1	TRUE	0.00161280315701778	113	150	7	0.0466666666666667	0.0619469026548673	GO:1903708	GO:BP	positive regulation of hemopoiesis	16592	26732	GO:0002684|GO:0030097|GO:0051094|GO:0051240|GO:1903706	ISS,ISS,IGI,NAS,ISS,IDA,IDA ISS	ENSG00000107485,ENSG00000117586,ENSG00000136634,ENSG00000121594,ENSG00000163513,ENSG00000163737,ENSG00000113302	GATA3, TNFSF4, IL10, CD80, TGFBR2, PF4, IL12B	PC2	2
query_1	TRUE	0.00161280315701778	113	150	7	0.0466666666666667	0.0619469026548673	GO:1902107	GO:BP	positive regulation of leukocyte differentiation	16592	25329	GO:0002521|GO:0045597|GO:1902105|GO:1903708	ISS,ISS,IGI,NAS,ISS,IDA,IDA ISS	ENSG00000107485,ENSG00000117586,ENSG00000136634,ENSG00000121594,ENSG00000163513,ENSG00000163737,ENSG00000113302	GATA3, TNFSF4, IL10, CD80, TGFBR2, PF4, IL12B	PC2	2
query_1	TRUE	0.0016507979019495	114	150	7	0.0466666666666667	0.0614035087719298	GO:0051250	GO:BP	negative regulation of lymphocyte activation	16592	15751	GO:0002695|GO:0046649|GO:0051249	IMP IBA,ISS,IDA NAS,IBA,IDA,ISS,IBA	ENSG00000134242,ENSG00000117586,ENSG00000136634,ENSG00000121594,ENSG00000135077,ENSG00000118503,ENSG00000136573	PTPN22, TNFSF4, IL10, CD80, HAVCR2, TNFAIP3, BLK	PC2	2
query_1	TRUE	0.00167652112991275	26	150	4	0.0266666666666667	0.153846153846154	GO:0032647	GO:BP	regulation of interferon-alpha production	16592	8920	GO:0032479|GO:0032607	IDA TAS,NAS,IDA,IC	ENSG00000185507,ENSG00000136634,ENSG00000135077,ENSG00000128604	IRF7, IL10, HAVCR2, IRF5	PC2	1
query_1	TRUE	0.00167652112991275	26	150	4	0.0266666666666667	0.153846153846154	GO:0032607	GO:BP	interferon-alpha production	16592	8880	GO:0032606	IDA TAS,NAS,IDA,IC	ENSG00000185507,ENSG00000136634,ENSG00000135077,ENSG00000128604	IRF7, IL10, HAVCR2, IRF5	PC2	1
query_1	TRUE	0.00167652112991275	26	150	4	0.0266666666666667	0.153846153846154	GO:0042092	GO:BP	type 2 immune response	16592	11567	GO:0006955	ISS,ISS,IMP,TAS	ENSG00000156127,ENSG00000117586,ENSG00000213047,ENSG00000136634	BATF, TNFSF4, DENND1B, IL10	PC2	1
query_1	TRUE	0.0017235129058992	80	150	6	0.04	0.075	GO:0032760	GO:BP	positive regulation of tumor necrosis factor production	16592	9033	GO:0032640|GO:0032680|GO:1903557	IMP,IDA,ISS,IDA,IMP,IMP	ENSG00000172575,ENSG00000116824,ENSG00000081237,ENSG00000163737,ENSG00000135077,ENSG00000113302	RASGRP1, CD2, PTPRC, PF4, HAVCR2, IL12B	PC2	2
query_1	TRUE	0.00188799765235612	158	150	8	0.0533333333333333	0.0506329113924051	GO:0050866	GO:BP	negative regulation of cell activation	16592	15431	GO:0001775|GO:0048523|GO:0050865	IMP IBA,ISS,TAS,IDA NAS,IBA,IDA IMP,ISS,IBA	ENSG00000134242,ENSG00000117586,ENSG00000081237,ENSG00000136634,ENSG00000121594,ENSG00000135077,ENSG00000118503,ENSG00000136573	PTPN22, TNFSF4, PTPRC, IL10, CD80, HAVCR2, TNFAIP3, BLK	PC2	2
query_1	TRUE	0.00204732038715724	52	150	5	0.0333333333333333	0.0961538461538462	GO:0002287	GO:BP	alpha-beta T cell activation involved in immune response	16592	951	GO:0002286|GO:0046631	ISS,ISS,NAS,IMP IBA,IDA ISS	ENSG00000156127,ENSG00000117586,ENSG00000121594,ENSG00000163508,ENSG00000113302	BATF, TNFSF4, CD80, EOMES, IL12B	PC2	2
query_1	TRUE	0.00204732038715724	52	150	5	0.0333333333333333	0.0961538461538462	GO:0002293	GO:BP	alpha-beta T cell differentiation involved in immune response	16592	957	GO:0002287|GO:0002292|GO:0046632	ISS,ISS,NAS,IMP IBA,IDA ISS	ENSG00000156127,ENSG00000117586,ENSG00000121594,ENSG00000163508,ENSG00000113302	BATF, TNFSF4, CD80, EOMES, IL12B	PC2	2
query_1	TRUE	0.00213907811682251	255	150	10	0.0666666666666667	0.0392156862745098	GO:0018108	GO:BP	peptidyl-tyrosine phosphorylation	16592	6023	GO:0006468|GO:0018212	IDA,IDA ISS IBA,TAS,IDA,IDA,IBA,IDA,ISS,IDA,IMP	ENSG00000136754,ENSG00000081237,ENSG00000162891,ENSG00000121594,ENSG00000168811,ENSG00000113263,ENSG00000113302,ENSG00000164485,ENSG00000136573,ENSG00000065361	ABI1, ERBB3, PTPRC, IL20, CD80, IL12A, ITK, IL12B, IL22RA2, BLK	PC2	2
query_1	TRUE	0.00213986711300716	84	150	6	0.04	0.0714285714285714	GO:0060333	GO:BP	interferon-gamma-mediated signaling pathway	16592	17158	GO:0019221|GO:0071346	TAS,TAS,IMP,TAS,TAS,TAS	ENSG00000185507,ENSG00000140968,ENSG00000105401,ENSG00000216490,ENSG00000159128,ENSG00000128604	IRF7, IRF8, CDC37, IFI30, IFNGR2, IRF5	PC2	2
query_1	TRUE	0.00213986711300716	84	150	6	0.04	0.0714285714285714	GO:1903557	GO:BP	positive regulation of tumor necrosis factor superfamily cytokine production	16592	26585	GO:0001819|GO:0071706|GO:1903555	IMP,IDA,ISS,IDA,IMP,IMP	ENSG00000172575,ENSG00000116824,ENSG00000081237,ENSG00000163737,ENSG00000135077,ENSG00000113302	RASGRP1, CD2, PTPRC, PF4, HAVCR2, IL12B	PC2	2
query_1	TRUE	0.00213986711300716	84	150	6	0.04	0.0714285714285714	GO:0002456	GO:BP	T cell mediated immunity	16592	1111	GO:0002449|GO:0002460	ISS,ISS,IMP,ISS,IDA,ISS	ENSG00000103811,ENSG00000117586,ENSG00000213047,ENSG00000081237,ENSG00000168811,ENSG00000113302	CTSH, TNFSF4, DENND1B, PTPRC, IL12A, IL12B	PC2	2
query_1	TRUE	0.00214470987662284	11	150	3	0.02	0.272727272727273	GO:0034163	GO:BP	regulation of toll-like receptor 9 signaling pathway	16592	9759	GO:0034121|GO:0034162	IMP,IBA,IDA	ENSG00000139370,ENSG00000134242,ENSG00000160856	SLC15A4, PTPN22, FCRL3	PC2	2
query_1	TRUE	0.00225665505426075	258	150	10	0.0666666666666667	0.0387596899224806	GO:0018212	GO:BP	peptidyl-tyrosine modification	16592	6114	GO:0018193	IDA,IDA ISS IBA,TAS,IDA,IDA,IBA,IDA,ISS,IDA,IMP	ENSG00000136754,ENSG00000081237,ENSG00000162891,ENSG00000121594,ENSG00000168811,ENSG00000113263,ENSG00000113302,ENSG00000164485,ENSG00000136573,ENSG00000065361	ABI1, ERBB3, PTPRC, IL20, CD80, IL12A, ITK, IL12B, IL22RA2, BLK	PC2	2
