query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	evidence_codes	intersection	intersection_genes	PC
query_1	TRUE	0.00152024079181416	1180	107	20	0.186915887850467	0.0169491525423729	GO:0051707	GO:BP	response to other organism	16592	16102	GO:0043207|GO:0044419	IDA TAS,ISS,IDA,IMP,IDA IMP IBA NAS,IDA TAS,IBA,IDA IEP ISS IBA NAS,IBA TAS,ISS,ISS IBA,IMP IBA IC,ISS,IDA NAS,IDA ISS,IDA ISS TAS,IBA,TAS,ISS TAS,IDA ISS IC	ENSG00000185507,ENSG00000135148,ENSG00000139370,ENSG00000172575,ENSG00000167207,ENSG00000140968,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000141655,ENSG00000127666,ENSG00000134242,ENSG00000081237,ENSG00000136634,ENSG00000113302,ENSG00000128604,ENSG00000136573,ENSG00000187796,ENSG00000096968,ENSG00000162594	IRF7, TRAFD1, SLC15A4, RASGRP1, NOD2, IRF8, CCL7, CCL2, CCL11, TNFRSF11A, TICAM1, PTPN22, PTPRC, IL10, IL23R, IL12B, IRF5, BLK, CARD9, JAK2	PC1
query_1	TRUE	0.0016031569639566	154	107	7	0.0654205607476636	0.0454545454545455	GO:0002573	GO:BP	myeloid leukocyte differentiation	16592	1226	GO:0002521|GO:0030099	TAS,TAS,IMP IBA,ISS TAS,TAS,IDA,IC	ENSG00000185507,ENSG00000123374,ENSG00000141655,ENSG00000245848,ENSG00000100985,ENSG00000113302,ENSG00000162594	IRF7, CDK2, TNFRSF11A, CEBPA, IL23R, MMP9, IL12B	PC1
query_1	TRUE	0.0016031569639566	154	107	7	0.0654205607476636	0.0454545454545455	GO:0050731	GO:BP	positive regulation of peptidyl-tyrosine phosphorylation	16592	15328	GO:0001934|GO:0018108|GO:0050730	ISS IBA,TAS,IDA,IDA,ISS,IMP,IC	ENSG00000081237,ENSG00000162891,ENSG00000100311,ENSG00000113302,ENSG00000096968,ENSG00000065361,ENSG00000162594	ERBB3, PTPRC, IL20, IL23R, PDGFB, IL12B, JAK2	PC1
query_1	TRUE	0.00169804830938117	66	107	5	0.0467289719626168	0.0757575757575758	GO:0002548	GO:BP	monocyte chemotaxis	16592	1201	GO:0030595|GO:0071674|GO:0097529	IBA IC,IDA IBA,IBA,NAS,IDA	ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000141655,ENSG00000100311	CCL7, CCL2, CCL11, TNFRSF11A, PDGFB	PC1
query_1	TRUE	0.00175905503092719	13	107	3	0.0280373831775701	0.230769230769231	GO:2001267	GO:BP	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	16592	30409	GO:0043281	IMP,ISS,IMP	ENSG00000100985,ENSG00000096968,ENSG00000116288	PARK7, MMP9, JAK2	PC1
query_1	TRUE	0.00175905503092719	157	107	7	0.0654205607476636	0.0445859872611465	GO:0097696	GO:BP	receptor signaling pathway via STAT	16592	21974	GO:0007166	TAS,IGI,IDA,TAS,IDA,ISS IBA TAS,IC	ENSG00000108691,ENSG00000081237,ENSG00000136634,ENSG00000162891,ENSG00000113302,ENSG00000096968,ENSG00000162594	CCL2, PTPRC, IL10, IL20, IL23R, IL12B, JAK2	PC1
query_1	TRUE	0.00175905503092719	13	107	3	0.0280373831775701	0.230769230769231	GO:0032725	GO:BP	positive regulation of granulocyte macrophage colony-stimulating factor production	16592	8998	GO:0001819|GO:0032604|GO:0032645|GO:0051247	IMP,IDA,IC	ENSG00000172575,ENSG00000113302,ENSG00000162594	RASGRP1, IL23R, IL12B	PC1
query_1	TRUE	0.00175905503092719	13	107	3	0.0280373831775701	0.230769230769231	GO:0032495	GO:BP	response to muramyl dipeptide	16592	8826	GO:1901652	IDA IMP IBA,IDA,IDA	ENSG00000167207,ENSG00000134242,ENSG00000128604	NOD2, PTPN22, IRF5	PC1
query_1	TRUE	0.00180088702510299	489	107	12	0.11214953271028	0.0245398773006135	GO:0033674	GO:BP	positive regulation of kinase activity	16592	9630	GO:0042327|GO:0043549|GO:0051347	IDA,IMP,ISS TAS,IMP,NAS,IDA IBA,IDA,IDA,ISS,IMP IBA,IC,IC	ENSG00000069696,ENSG00000172575,ENSG00000167207,ENSG00000141655,ENSG00000081237,ENSG00000100311,ENSG00000113302,ENSG00000181634,ENSG00000096968,ENSG00000065361,ENSG00000162594,ENSG00000116288	DRD4, ERBB3, RASGRP1, NOD2, TNFRSF11A, PTPRC, IL23R, PARK7, PDGFB, IL12B, TNFSF15, JAK2	PC1
query_1	TRUE	0.00199732973115639	36	107	4	0.0373831775700935	0.111111111111111	GO:2000273	GO:BP	positive regulation of signaling receptor activity	16592	29473	GO:0010469|GO:0044093	ISS,IDA,ISS,IMP	ENSG00000108691,ENSG00000136634,ENSG00000096968,ENSG00000116288	CCL2, IL10, PARK7, JAK2	PC1
query_1	TRUE	0.00207172908806748	112	107	6	0.0560747663551402	0.0535714285714286	GO:0050729	GO:BP	positive regulation of inflammatory response	16592	15326	GO:0006954|GO:0031349|GO:0032103|GO:0050727	ISS,ISS,IC,IC,IDA,ISS	ENSG00000141655,ENSG00000245848,ENSG00000113302,ENSG00000145623,ENSG00000104415,ENSG00000116288	TNFRSF11A, CEBPA, PARK7, IL12B, OSMR, CCN4	PC1
query_1	TRUE	0.00213128971370737	930	107	17	0.158878504672897	0.0182795698924731	GO:0098542	GO:BP	defense response to other organism	16592	22049	GO:0006952|GO:0006955|GO:0051707	IDA TAS,ISS,IDA,IMP,IDA IBA NAS,IDA TAS,IBA,IEP ISS IBA,IBA,IBA IC,ISS,IDA ISS,ISS TAS,IBA,TAS,TAS,IDA ISS IC	ENSG00000185507,ENSG00000135148,ENSG00000139370,ENSG00000172575,ENSG00000167207,ENSG00000140968,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000134242,ENSG00000081237,ENSG00000113302,ENSG00000128604,ENSG00000136573,ENSG00000187796,ENSG00000096968,ENSG00000162594	IRF7, TRAFD1, SLC15A4, RASGRP1, NOD2, IRF8, CCL7, CCL2, CCL11, PTPN22, PTPRC, IL23R, IL12B, IRF5, BLK, CARD9, JAK2	PC1
query_1	TRUE	0.00213128971370737	14	107	3	0.0280373831775701	0.214285714285714	GO:0042976	GO:BP	activation of Janus kinase activity	16592	12102	GO:0018108|GO:0032147|GO:0046427	IDA,ISS,IC	ENSG00000113302,ENSG00000096968,ENSG00000162594	IL23R, IL12B, JAK2	PC1
query_1	TRUE	0.00213128971370737	14	107	3	0.0280373831775701	0.214285714285714	GO:0030889	GO:BP	negative regulation of B cell proliferation	16592	8067	GO:0030888|GO:0042100|GO:0050672|GO:0050869	IDA,IMP,IBA	ENSG00000136634,ENSG00000163599,ENSG00000136573	IL10, CTLA4, BLK	PC1
query_1	TRUE	0.00235317189882087	72	107	5	0.0467289719626168	0.0694444444444445	GO:0002753	GO:BP	cytoplasmic pattern recognition receptor signaling pathway	16592	1397	GO:0002221|GO:0030522|GO:0035556	TAS,ISS,IDA,IDA TAS,IMP IBA	ENSG00000185507,ENSG00000139370,ENSG00000179630,ENSG00000167207,ENSG00000134242	IRF7, SLC15A4, LACC1, NOD2, PTPN22	PC1
query_1	TRUE	0.00253773527398726	15	107	3	0.0280373831775701	0.2	GO:0051767	GO:BP	nitric-oxide synthase biosynthetic process	16592	16127	GO:0009059	ISS,ISS,ISS	ENSG00000167207,ENSG00000108691,ENSG00000096968	NOD2, CCL2, JAK2	PC1
query_1	TRUE	0.00253773527398726	15	107	3	0.0280373831775701	0.2	GO:0032645	GO:BP	regulation of granulocyte macrophage colony-stimulating factor production	16592	8918	GO:0001817|GO:0032604|GO:0051246	IMP,IDA,IC	ENSG00000172575,ENSG00000113302,ENSG00000162594	RASGRP1, IL23R, IL12B	PC1
query_1	TRUE	0.00253773527398726	15	107	3	0.0280373831775701	0.2	GO:0032604	GO:BP	granulocyte macrophage colony-stimulating factor production	16592	8877	GO:0001816|GO:0019538	IMP,IDA,IC	ENSG00000172575,ENSG00000113302,ENSG00000162594	RASGRP1, IL23R, IL12B	PC1
query_1	TRUE	0.00253773527398726	15	107	3	0.0280373831775701	0.2	GO:0051769	GO:BP	regulation of nitric-oxide synthase biosynthetic process	16592	16128	GO:0010556|GO:0051767	ISS,ISS,ISS	ENSG00000167207,ENSG00000108691,ENSG00000096968	NOD2, CCL2, JAK2	PC1
query_1	TRUE	0.0025380463730969	39	107	4	0.0373831775700935	0.102564102564103	GO:0070423	GO:BP	nucleotide-binding oligomerization domain containing signaling pathway	16592	18902	GO:0002753|GO:0035872	ISS,IDA,IDA TAS,IMP IBA	ENSG00000139370,ENSG00000179630,ENSG00000167207,ENSG00000134242	SLC15A4, LACC1, NOD2, PTPN22	PC1
query_1	TRUE	0.00258668639934465	362	107	10	0.0934579439252336	0.0276243093922652	GO:0042110	GO:BP	T cell activation	16592	11574	GO:0046649	TAS,IMP,ISS,ISS,IMP ISS IBA,ISS TAS,NAS,IDA IBA TAS,IDA ISS IC,ISS IC	ENSG00000134460,ENSG00000172575,ENSG00000167207,ENSG00000108691,ENSG00000134242,ENSG00000081237,ENSG00000136634,ENSG00000163599,ENSG00000113302,ENSG00000162594	IL2RA, RASGRP1, NOD2, CCL2, PTPN22, PTPRC, IL10, IL23R, CTLA4, IL12B	PC1
query_1	TRUE	0.00270295645920328	40	107	4	0.0373831775700935	0.1	GO:0035872	GO:BP	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	16592	10729	GO:0030522	ISS,IDA,IDA TAS,IMP IBA	ENSG00000139370,ENSG00000179630,ENSG00000167207,ENSG00000134242	SLC15A4, LACC1, NOD2, PTPN22	PC1
query_1	TRUE	0.00270295645920328	3	107	2	0.0186915887850467	0.666666666666667	GO:2000110	GO:BP	negative regulation of macrophage apoptotic process	16592	29312	GO:0033033|GO:0071888|GO:2000107|GO:2000109	TAS,ISS	ENSG00000185507,ENSG00000167207	IRF7, NOD2	PC1
query_1	TRUE	0.00270295645920328	439	107	11	0.102803738317757	0.0250569476082005	GO:0032103	GO:BP	positive regulation of response to external stimulus	16592	8568	GO:0009605|GO:0032101|GO:0048584	IDA,IMP,IDA,ISS,ISS,IDA,IDA IC,IC,IDA,TAS,ISS	ENSG00000139370,ENSG00000172575,ENSG00000108688,ENSG00000141655,ENSG00000245848,ENSG00000100311,ENSG00000113302,ENSG00000145623,ENSG00000104415,ENSG00000187796,ENSG00000116288	SLC15A4, RASGRP1, CCL7, TNFRSF11A, CEBPA, PARK7, PDGFB, IL12B, OSMR, CCN4, CARD9	PC1
query_1	TRUE	0.00270295645920328	172	107	7	0.0654205607476636	0.0406976744186047	GO:0001936	GO:BP	regulation of endothelial cell proliferation	16592	675	GO:0001935|GO:0050678	IMP,IDA,ISS,ISS,IDA,IMP,IGI	ENSG00000108691,ENSG00000172156,ENSG00000174951,ENSG00000176920,ENSG00000100311,ENSG00000115232,ENSG00000113302	CCL2, CCL11, FUT1, FUT2, PDGFB, ITGA4, IL12B	PC1
query_1	TRUE	0.00276052009959253	232	107	8	0.0747663551401869	0.0344827586206897	GO:0022409	GO:BP	positive regulation of cell-cell adhesion	16592	7607	GO:0022407|GO:0045785|GO:0098609	ISS,ISS,IBA,ISS,ISS,TAS,IDA ISS IC,ISS IC	ENSG00000167207,ENSG00000108691,ENSG00000134242,ENSG00000081237,ENSG00000136634,ENSG00000163599,ENSG00000113302,ENSG00000162594	NOD2, CCL2, PTPN22, PTPRC, IL10, IL23R, CTLA4, IL12B	PC1
query_1	TRUE	0.00280785818860579	121	107	6	0.0560747663551402	0.0495867768595041	GO:0002706	GO:BP	regulation of lymphocyte mediated immunity	16592	1356	GO:0002449|GO:0002703	ISS,IMP,ISS,NAS,IDA ISS,ISS	ENSG00000139370,ENSG00000172575,ENSG00000081237,ENSG00000136634,ENSG00000113302,ENSG00000162594	SLC15A4, RASGRP1, PTPRC, IL10, IL23R, IL12B	PC1
query_1	TRUE	0.00289468154475691	41	107	4	0.0373831775700935	0.0975609756097561	GO:0046427	GO:BP	positive regulation of receptor signaling pathway via JAK-STAT	16592	14153	GO:0007259|GO:0046425|GO:1904894	IDA,IDA,ISS,IC	ENSG00000136634,ENSG00000113302,ENSG00000096968,ENSG00000162594	IL10, IL23R, IL12B, JAK2	PC1
query_1	TRUE	0.00289468154475691	77	107	5	0.0467289719626168	0.0649350649350649	GO:0042100	GO:BP	B cell proliferation	16592	11570	GO:0042113|GO:0046651	IMP,IMP ISS,IDA NAS,IMP,IBA	ENSG00000172575,ENSG00000081237,ENSG00000136634,ENSG00000163599,ENSG00000136573	RASGRP1, PTPRC, IL10, CTLA4, BLK	PC1
query_1	TRUE	0.00289468154475691	16	107	3	0.0280373831775701	0.1875	GO:0032816	GO:BP	positive regulation of natural killer cell activation	16592	9073	GO:0030101|GO:0032814|GO:0051251	IBA,IDA IC,IC	ENSG00000127666,ENSG00000113302,ENSG00000162594	TICAM1, IL23R, IL12B	PC1
query_1	TRUE	0.00290329944209782	780	107	15	0.14018691588785	0.0192307692307692	GO:0042327	GO:BP	positive regulation of phosphorylation	16592	11706	GO:0016310|GO:0042325|GO:0045937	IDA,IDA IMP,ISS TAS,IMP,IBA,ISS IBA NAS,TAS,IMP,IDA IBA,IDA,IDA,ISS,IMP IBA,IC,IMP IC	ENSG00000069696,ENSG00000172575,ENSG00000167207,ENSG00000141655,ENSG00000105550,ENSG00000081237,ENSG00000162891,ENSG00000100985,ENSG00000100311,ENSG00000113302,ENSG00000181634,ENSG00000096968,ENSG00000065361,ENSG00000162594,ENSG00000116288	DRD4, ERBB3, RASGRP1, NOD2, TNFRSF11A, FGF21, PTPRC, IL20, IL23R, PARK7, MMP9, PDGFB, IL12B, TNFSF15, JAK2	PC1
query_1	TRUE	0.00290329944209782	606	107	13	0.121495327102804	0.0214521452145215	GO:0043408	GO:BP	regulation of MAPK cascade	16592	12338	GO:0000165|GO:1902531	IDA,IMP,IDA ISS TAS,IBA,IBA,IBA,IMP,IDA,IMP IBA,ISS,IDA IMP IBA,IMP,IDA	ENSG00000069696,ENSG00000172575,ENSG00000167207,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000141655,ENSG00000105550,ENSG00000134242,ENSG00000081237,ENSG00000100311,ENSG00000213626,ENSG00000187796	DRD4, RASGRP1, NOD2, CCL7, CCL2, CCL11, TNFRSF11A, FGF21, PTPN22, PTPRC, PDGFB, LBH, CARD9	PC1
query_1	TRUE	0.0029095582843531	7735	107	69	0.644859813084112	0.00892049127343245	GO:0050896	GO:BP	response to stimulus	16592	15456	GO:0008150	IMP,TAS,IBA TAS,IMP ISS,IDA IBA,IDA IMP ISS IBA TAS NAS,ISS TAS,IDA ISS TAS,ISS,IDA IMP ISS TAS,TAS,IEP IBA TAS,IDA ISS,IDA IMP TAS,IMP TAS,TAS,IDA IMP ISS IBA TAS NAS IC,IDA TAS,IDA IBA TAS IC,IDA IMP IEP ISS IBA TAS NAS,IDA IBA TAS,IMP ISS IBA TAS NAS,TAS,ISS,IDA ISS NAS,IMP HMP ISS IBA TAS,IDA IBA,IMP IBA,IDA IBA TAS,IBA,IDA IMP IBA TAS NAS IC,IBA TAS,IDA IMP IBA TAS,IBA TAS,IDA IGI ISS TAS,IDA IMP,IMP IBA,IDA IMP IGI ISS TAS NAS,TAS NAS,TAS,IDA IMP ISS TAS,IDA,IBA,IDA IMP TAS,IBA TAS,IDA IMP ISS IBA TAS NAS,ISS IC,IGI TAS,IMP IBA TAS,IBA TAS,IDA IMP IBA TAS,IMP,TAS,IDA IGI ISS IBA TAS IC,IDA,IDA IMP IBA TAS IC,TAS,IMP,ISS,IDA ISS TAS,IDA IBA TAS,IDA IBA TAS,IDA TAS NAS,IDA IEP IBA TAS,IDA IGI ISS IBA TAS,IMP IBA,IDA IMP ISS IBA TAS NAS,IDA ISS IBA TAS IC,IDA IMP IGI ISS TAS IC	ENSG00000165806,ENSG00000136754,ENSG00000134460,ENSG00000152804,ENSG00000180176,ENSG00000069696,ENSG00000070031,ENSG00000185507,ENSG00000135148,ENSG00000139370,ENSG00000111540,ENSG00000123374,ENSG00000179630,ENSG00000170345,ENSG00000172575,ENSG00000140678,ENSG00000167207,ENSG00000140968,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000141655,ENSG00000099817,ENSG00000167468,ENSG00000245848,ENSG00000127666,ENSG00000141965,ENSG00000105538,ENSG00000105550,ENSG00000142233,ENSG00000134242,ENSG00000143226,ENSG00000173110,ENSG00000203747,ENSG00000081237,ENSG00000169914,ENSG00000178828,ENSG00000136634,ENSG00000142224,ENSG00000162891,ENSG00000100985,ENSG00000124140,ENSG00000160185,ENSG00000100385,ENSG00000278195,ENSG00000100311,ENSG00000078098,ENSG00000115232,ENSG00000163599,ENSG00000130561,ENSG00000178623,ENSG00000213626,ENSG00000164062,ENSG00000113302,ENSG00000164609,ENSG00000145623,ENSG00000164691,ENSG00000112182,ENSG00000091138,ENSG00000128604,ENSG00000136573,ENSG00000104415,ENSG00000181634,ENSG00000187796,ENSG00000096968,ENSG00000149212,ENSG00000065361,ENSG00000162594,ENSG00000116288	CASP7, ABI1, IL2RA, HHEX, TH, DRD4, SCT, IRF7, SESN3, TRAFD1, SLC15A4, ERBB3, RAB5B, CDK2, LACC1, FOS, RASGRP1, ITGAX, NOD2, IRF8, CCL7, CCL2, CCL11, TNFRSF11A, POLR2E, GPX4, CEBPA, TICAM1, FEM1A, RASIP1, FGF21, NTN5, PTPN22, FCGR2A, HSPA6, FCGR3A, PTPRC, OTUD3, RNF186, IL10, IL19, IL20, IL23R, PARK7, MMP9, SLC12A5, UBASH3A, IL2RB, SSTR3, PDGFB, FAP, ITGA4, CTLA4, SAG, GPR35, LBH, APEH, IL12B, SLU7, OSMR, TAGAP, BACH2, SLC26A3, IRF5, BLK, CCN4, TNFSF15, CARD9, JAK2	PC1
query_1	TRUE	0.0029095582843531	176	107	7	0.0654205607476636	0.0397727272727273	GO:0050870	GO:BP	positive regulation of T cell activation	16592	15435	GO:0042110|GO:0050863|GO:0051251|GO:1903039	ISS,ISS,IBA,ISS,TAS,IDA ISS IC,ISS IC	ENSG00000167207,ENSG00000108691,ENSG00000134242,ENSG00000081237,ENSG00000163599,ENSG00000113302,ENSG00000162594	NOD2, CCL2, PTPN22, PTPRC, IL23R, CTLA4, IL12B	PC1
query_1	TRUE	0.00295111242364109	1365	107	21	0.196261682242991	0.0153846153846154	GO:0044093	GO:BP	positive regulation of molecular function	16592	12675	GO:0065009	IDA,IDA IMP,IDA IMP ISS TAS,IBA,ISS IBA,IDA IBA,IDA IMP ISS IBA,IBA,NAS,ISS NAS,IDA,IDA,IDA IBA,IDA,IDA IBA,IDA,IMP,ISS,IMP IBA,IC,IDA IMP ISS TAS IC	ENSG00000069696,ENSG00000172575,ENSG00000167207,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000141655,ENSG00000127666,ENSG00000105550,ENSG00000081237,ENSG00000136634,ENSG00000100985,ENSG00000100311,ENSG00000113302,ENSG00000181634,ENSG00000160360,ENSG00000187796,ENSG00000096968,ENSG00000065361,ENSG00000162594,ENSG00000116288	DRD4, ERBB3, RASGRP1, NOD2, CCL7, CCL2, CCL11, TNFRSF11A, TICAM1, FGF21, PTPRC, IL10, IL23R, PARK7, MMP9, PDGFB, IL12B, TNFSF15, GPSM1, CARD9, JAK2	PC1
query_1	TRUE	0.00312963629130006	125	107	6	0.0560747663551402	0.048	GO:0032479	GO:BP	regulation of type I interferon production	16592	8810	GO:0001817|GO:0032606	IDA IMP TAS,ISS,TAS,IMP,NAS,IDA IC	ENSG00000185507,ENSG00000140968,ENSG00000099817,ENSG00000134242,ENSG00000136634,ENSG00000128604	IRF7, IRF8, POLR2E, PTPN22, IL10, IRF5	PC1
query_1	TRUE	0.00312963629130006	125	107	6	0.0560747663551402	0.048	GO:0032606	GO:BP	type I interferon production	16592	8879	GO:0001816	IDA IMP TAS,ISS,TAS,IMP,NAS,IDA IC	ENSG00000185507,ENSG00000140968,ENSG00000099817,ENSG00000134242,ENSG00000136634,ENSG00000128604	IRF7, IRF8, POLR2E, PTPN22, IL10, IRF5	PC1
query_1	TRUE	0.00328235737808808	80	107	5	0.0467289719626168	0.0625	GO:0032760	GO:BP	positive regulation of tumor necrosis factor production	16592	9033	GO:0032640|GO:0032680|GO:1903557	IMP,IDA IMP,ISS,IMP,ISS	ENSG00000172575,ENSG00000167207,ENSG00000081237,ENSG00000113302,ENSG00000096968	RASGRP1, NOD2, PTPRC, IL12B, JAK2	PC1
query_1	TRUE	0.0033910176301566	309	107	9	0.0841121495327103	0.029126213592233	GO:0007159	GO:BP	leukocyte cell-cell adhesion	16592	3072	GO:0098609	ISS,ISS,IMP IBA,ISS,NAS,IDA IMP,IDA IBA TAS,IDA ISS IC,ISS IC	ENSG00000167207,ENSG00000108691,ENSG00000134242,ENSG00000081237,ENSG00000136634,ENSG00000115232,ENSG00000163599,ENSG00000113302,ENSG00000162594	NOD2, CCL2, PTPN22, PTPRC, IL10, IL23R, ITGA4, CTLA4, IL12B	PC1
query_1	TRUE	0.0033910176301566	309	107	9	0.0841121495327103	0.029126213592233	GO:0031349	GO:BP	positive regulation of defense response	16592	8306	GO:0006952|GO:0031347|GO:0048584	IDA,IMP,ISS,ISS,IDA IC,IC,IDA,TAS,ISS	ENSG00000139370,ENSG00000172575,ENSG00000141655,ENSG00000245848,ENSG00000113302,ENSG00000145623,ENSG00000104415,ENSG00000187796,ENSG00000116288	SLC15A4, RASGRP1, TNFRSF11A, CEBPA, PARK7, IL12B, OSMR, CCN4, CARD9	PC1
query_1	TRUE	0.00341435268848704	1179	107	19	0.177570093457944	0.0161153519932146	GO:0042325	GO:BP	regulation of phosphorylation	16592	11704	GO:0016310|GO:0019220	IDA,IDA,IDA IMP,ISS TAS,IMP,TAS,IMP IBA,IBA,IMP,IDA ISS IBA NAS,TAS,IMP,IDA IBA,IDA,IDA,ISS,IMP IBA,IC,IMP IGI IC	ENSG00000152804,ENSG00000069696,ENSG00000172575,ENSG00000167207,ENSG00000141655,ENSG00000245848,ENSG00000105538,ENSG00000105550,ENSG00000134242,ENSG00000081237,ENSG00000162891,ENSG00000100985,ENSG00000100311,ENSG00000113302,ENSG00000181634,ENSG00000096968,ENSG00000065361,ENSG00000162594,ENSG00000116288	HHEX, DRD4, ERBB3, RASGRP1, NOD2, TNFRSF11A, CEBPA, RASIP1, FGF21, PTPN22, PTPRC, IL20, IL23R, PARK7, MMP9, PDGFB, IL12B, TNFSF15, JAK2	PC1
query_1	TRUE	0.00362823170091612	184	107	7	0.0654205607476636	0.0380434782608696	GO:0001935	GO:BP	endothelial cell proliferation	16592	674	GO:0050673	IMP,IDA,ISS,ISS,IDA,IMP,IGI	ENSG00000108691,ENSG00000172156,ENSG00000174951,ENSG00000176920,ENSG00000100311,ENSG00000115232,ENSG00000113302	CCL2, CCL11, FUT1, FUT2, PDGFB, ITGA4, IL12B	PC1
query_1	TRUE	0.00367253418086079	990	107	17	0.158878504672897	0.0171717171717172	GO:0010628	GO:BP	positive regulation of gene expression	16592	4786	GO:0010467|GO:0010468|GO:0010604	IDA IMP TAS,IDA,IMP,IMP ISS,IDA IMP ISS,TAS,ISS IBA,IBA,IMP IBA,IMP ISS,IDA IGI,IDA,IDA IMP TAS,IDA IC,ISS,IDA TAS IC,IDA TAS	ENSG00000185507,ENSG00000179630,ENSG00000172575,ENSG00000140678,ENSG00000167207,ENSG00000099817,ENSG00000127666,ENSG00000105550,ENSG00000134242,ENSG00000081237,ENSG00000136634,ENSG00000100311,ENSG00000113302,ENSG00000128604,ENSG00000096968,ENSG00000162594,ENSG00000116288	IRF7, LACC1, RASGRP1, ITGAX, NOD2, POLR2E, TICAM1, FGF21, PTPN22, PTPRC, IL10, IL23R, PARK7, PDGFB, IL12B, IRF5, JAK2	PC1
query_1	TRUE	0.00374783041105419	45	107	4	0.0373831775700935	0.0888888888888889	GO:1904894	GO:BP	positive regulation of receptor signaling pathway via STAT	16592	27799	GO:0009967|GO:0097696|GO:1904892	IDA,IDA,ISS,IC	ENSG00000136634,ENSG00000113302,ENSG00000096968,ENSG00000162594	IL10, IL23R, IL12B, JAK2	PC1
query_1	TRUE	0.00374783041105419	18	107	3	0.0280373831775701	0.166666666666667	GO:0048245	GO:BP	eosinophil chemotaxis	16592	14681	GO:0071621|GO:0072677	IDA IBA,IBA,IDA IBA	ENSG00000108688,ENSG00000108691,ENSG00000172156	CCL7, CCL2, CCL11	PC1
query_1	TRUE	0.00391965656242676	84	107	5	0.0467289719626168	0.0595238095238095	GO:1903557	GO:BP	positive regulation of tumor necrosis factor superfamily cytokine production	16592	26585	GO:0001819|GO:0071706|GO:1903555	IMP,IDA IMP,ISS,IMP,ISS	ENSG00000172575,ENSG00000167207,ENSG00000081237,ENSG00000113302,ENSG00000096968	RASGRP1, NOD2, PTPRC, IL12B, JAK2	PC1
query_1	TRUE	0.00411091208169851	133	107	6	0.0560747663551402	0.0451127819548872	GO:0002819	GO:BP	regulation of adaptive immune response	16592	1462	GO:0002250|GO:0050776	IDA,ISS,ISS,NAS,IDA ISS,IDA ISS	ENSG00000185507,ENSG00000139370,ENSG00000081237,ENSG00000136634,ENSG00000113302,ENSG00000162594	IRF7, SLC15A4, PTPRC, IL10, IL23R, IL12B	PC1
query_1	TRUE	0.00419028111232033	908	107	16	0.149532710280374	0.0176211453744493	GO:0031401	GO:BP	positive regulation of protein modification process	16592	8325	GO:0006464|GO:0031399|GO:0032270	IDA,IDA IMP,IMP ISS TAS,IMP,IBA,IMP IBA,ISS IBA NAS,TAS,IMP,IDA IBA,IDA,IDA,ISS,IMP,IC,IMP IC	ENSG00000069696,ENSG00000172575,ENSG00000167207,ENSG00000141655,ENSG00000105550,ENSG00000134242,ENSG00000081237,ENSG00000162891,ENSG00000100985,ENSG00000100311,ENSG00000113302,ENSG00000181634,ENSG00000096968,ENSG00000065361,ENSG00000162594,ENSG00000116288	DRD4, ERBB3, RASGRP1, NOD2, TNFRSF11A, FGF21, PTPN22, PTPRC, IL20, IL23R, PARK7, MMP9, PDGFB, IL12B, TNFSF15, JAK2	PC1
query_1	TRUE	0.00426291092482853	2784	107	33	0.308411214953271	0.0118534482758621	GO:0009966	GO:BP	regulation of signal transduction	16592	4279	GO:0007165|GO:0010646|GO:0023051|GO:0048583	IMP ISS,IDA,ISS,IMP ISS,TAS,IMP,IDA IMP ISS IBA TAS,IBA,ISS IBA,IBA,IMP,IMP HMP ISS IBA TAS,IMP IBA,IDA,IDA IMP IBA NAS,IGI ISS,IDA IMP,IDA IMP,IMP,IBA,IDA IMP IBA TAS,IBA TAS,IBA,IMP,IDA IGI TAS,TAS,IBA TAS,IDA IEP IBA,IGI ISS TAS,IMP IBA,IDA TAS,IC,IDA IMP IGI IC	ENSG00000152804,ENSG00000069696,ENSG00000185507,ENSG00000139370,ENSG00000123374,ENSG00000172575,ENSG00000167207,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000141655,ENSG00000127666,ENSG00000105538,ENSG00000105550,ENSG00000134242,ENSG00000081237,ENSG00000169914,ENSG00000136634,ENSG00000100985,ENSG00000160185,ENSG00000100311,ENSG00000130561,ENSG00000178623,ENSG00000213626,ENSG00000113302,ENSG00000164691,ENSG00000136573,ENSG00000187796,ENSG00000096968,ENSG00000149212,ENSG00000065361,ENSG00000162594,ENSG00000116288	HHEX, DRD4, IRF7, SESN3, SLC15A4, ERBB3, CDK2, RASGRP1, NOD2, CCL7, CCL2, CCL11, TNFRSF11A, TICAM1, RASIP1, FGF21, PTPN22, PTPRC, OTUD3, IL10, IL23R, PARK7, MMP9, UBASH3A, PDGFB, SAG, GPR35, LBH, IL12B, TAGAP, BLK, CARD9, JAK2	PC1
