query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	evidence_codes	intersection	intersection_genes	PC
query_1	TRUE	0.0081011720115808	6	107	2	0.0186915887850467	0.333333333333333	GO:0036476	GO:BP	neuron death in response to hydrogen peroxide	16592	11117	GO:0036474|GO:0036475	ISS,IDA IGI	ENSG00000136634,ENSG00000116288	IL10, PARK7	PC1
query_1	TRUE	0.0081011720115808	6	107	2	0.0186915887850467	0.333333333333333	GO:1903208	GO:BP	negative regulation of hydrogen peroxide-induced neuron death	16592	26263	GO:0036476|GO:1903204|GO:1903206|GO:1903207	ISS,IDA IGI	ENSG00000136634,ENSG00000116288	IL10, PARK7	PC1
query_1	TRUE	0.0081011720115808	6	107	2	0.0186915887850467	0.333333333333333	GO:1903207	GO:BP	regulation of hydrogen peroxide-induced neuron death	16592	26262	GO:0036476|GO:1903203|GO:1903205	ISS,IDA IGI	ENSG00000136634,ENSG00000116288	IL10, PARK7	PC1
query_1	TRUE	0.0081011720115808	6	107	2	0.0186915887850467	0.333333333333333	GO:0033033	GO:BP	negative regulation of myeloid cell apoptotic process	16592	9229	GO:0033028|GO:0033032|GO:0043066	TAS,ISS	ENSG00000185507,ENSG00000167207	IRF7, NOD2	PC1
query_1	TRUE	0.00837655685596622	294	107	8	0.0747663551401869	0.0272108843537415	GO:0050678	GO:BP	regulation of epithelial cell proliferation	16592	15309	GO:0042127|GO:0050673	ISS,IMP,IDA,ISS,ISS,IDA,IMP,IGI	ENSG00000167207,ENSG00000108691,ENSG00000172156,ENSG00000174951,ENSG00000176920,ENSG00000100311,ENSG00000115232,ENSG00000113302	NOD2, CCL2, CCL11, FUT1, FUT2, PDGFB, ITGA4, IL12B	PC1
query_1	TRUE	0.00844710549617845	61	107	4	0.0373831775700935	0.0655737704918033	GO:0048661	GO:BP	positive regulation of smooth muscle cell proliferation	16592	15007	GO:0008284|GO:0048659|GO:0048660	ISS,IMP,IDA,ISS	ENSG00000136634,ENSG00000100985,ENSG00000100311,ENSG00000104415	IL10, MMP9, PDGFB, CCN4	PC1
query_1	TRUE	0.00155252524575369	151	150	8	0.0533333333333333	0.0529801324503311	GO:0002224	GO:BP	toll-like receptor signaling pathway	16592	890	GO:0002221	ISS TAS,IMP,IMP ISS IBA TAS,IMP IBA,IDA,ISS,IDA NAS,IMP	ENSG00000185507,ENSG00000139370,ENSG00000127666,ENSG00000134242,ENSG00000160856,ENSG00000145901,ENSG00000118503,ENSG00000147324	IRF7, SLC15A4, TICAM1, PTPN22, FCRL3, TNIP1, TNFAIP3, MFHAS1	PC2
query_1	TRUE	0.00501480167126641	1170	150	23	0.153333333333333	0.0196581196581197	GO:0009968	GO:BP	negative regulation of signal transduction	16592	4281	GO:0007165|GO:0009966|GO:0010648|GO:0023057|GO:0048585	ISS,TAS,IMP,TAS,IMP IBA,IDA IMP IBA,IDA,TAS,ISS,IDA IMP,IMP,IBA,IGI,ISS,TAS,IDA,IDA IBA,IGI,IDA IMP NAS,IMP ISS,IMP,IMP IBA,IDA	ENSG00000107485,ENSG00000177885,ENSG00000105647,ENSG00000127666,ENSG00000105538,ENSG00000134242,ENSG00000160856,ENSG00000117560,ENSG00000081237,ENSG00000169914,ENSG00000136634,ENSG00000160185,ENSG00000168811,ENSG00000174004,ENSG00000163513,ENSG00000163737,ENSG00000145901,ENSG00000113302,ENSG00000118503,ENSG00000136999,ENSG00000147324,ENSG00000149212,ENSG00000065361	GATA3, SESN3, ERBB3, GRB2, PIK3R2, TICAM1, RASIP1, PTPN22, FCRL3, FASLG, PTPRC, OTUD3, IL10, UBASH3A, IL12A, NRROS, TGFBR2, PF4, TNIP1, IL12B, TNFAIP3, CCN3, MFHAS1	PC2
query_1	TRUE	0.00740415178430483	18	150	3	0.02	0.166666666666667	GO:0070269	GO:BP	pyroptosis	16592	18813	GO:0012501	IDA,IBA,IBA	ENSG00000100453,ENSG00000073605,ENSG00000167914	GZMB, GSDMB, GSDMA	PC2
query_1	TRUE	0.00740415178430483	18	150	3	0.02	0.166666666666667	GO:0034138	GO:BP	toll-like receptor 3 signaling pathway	16592	9734	GO:0002224	TAS,IMP IBA,IDA	ENSG00000127666,ENSG00000134242,ENSG00000118503	TICAM1, PTPN22, TNFAIP3	PC2
query_1	TRUE	0.00810257656332463	1219	150	23	0.153333333333333	0.0188679245283019	GO:0010648	GO:BP	negative regulation of cell communication	16592	4806	GO:0007154|GO:0010646|GO:0048523	ISS,TAS,IMP,TAS,IMP IBA,IDA IMP IBA,IDA,TAS,ISS,IDA IMP,IMP,IBA,IGI,ISS,TAS,IDA,IDA IBA,IGI,IDA IMP NAS,IMP ISS,IMP,IMP IBA,IDA	ENSG00000107485,ENSG00000177885,ENSG00000105647,ENSG00000127666,ENSG00000105538,ENSG00000134242,ENSG00000160856,ENSG00000117560,ENSG00000081237,ENSG00000169914,ENSG00000136634,ENSG00000160185,ENSG00000168811,ENSG00000174004,ENSG00000163513,ENSG00000163737,ENSG00000145901,ENSG00000113302,ENSG00000118503,ENSG00000136999,ENSG00000147324,ENSG00000149212,ENSG00000065361	GATA3, SESN3, ERBB3, GRB2, PIK3R2, TICAM1, RASIP1, PTPN22, FCRL3, FASLG, PTPRC, OTUD3, IL10, UBASH3A, IL12A, NRROS, TGFBR2, PF4, TNIP1, IL12B, TNFAIP3, CCN3, MFHAS1	PC2
query_1	TRUE	0.00836880115726332	1223	150	23	0.153333333333333	0.0188062142273099	GO:0023057	GO:BP	negative regulation of signaling	16592	7676	GO:0023051|GO:0023052|GO:0048519	ISS,TAS,IMP,TAS,IMP IBA,IDA IMP IBA,IDA,TAS,ISS,IDA IMP,IMP,IBA,IGI,ISS,TAS,IDA,IDA IBA,IGI,IDA IMP NAS,IMP ISS,IMP,IMP IBA,IDA	ENSG00000107485,ENSG00000177885,ENSG00000105647,ENSG00000127666,ENSG00000105538,ENSG00000134242,ENSG00000160856,ENSG00000117560,ENSG00000081237,ENSG00000169914,ENSG00000136634,ENSG00000160185,ENSG00000168811,ENSG00000174004,ENSG00000163513,ENSG00000163737,ENSG00000145901,ENSG00000113302,ENSG00000118503,ENSG00000136999,ENSG00000147324,ENSG00000149212,ENSG00000065361	GATA3, SESN3, ERBB3, GRB2, PIK3R2, TICAM1, RASIP1, PTPN22, FCRL3, FASLG, PTPRC, OTUD3, IL10, UBASH3A, IL12A, NRROS, TGFBR2, PF4, TNIP1, IL12B, TNFAIP3, CCN3, MFHAS1	PC2
query_1	TRUE	0.00870754955897681	77	150	5	0.0333333333333333	0.0649350649350649	GO:0002698	GO:BP	negative regulation of immune effector process	16592	1348	GO:0002252|GO:0002683|GO:0002697	IDA,ISS,ISS,IDA,IDA	ENSG00000160856,ENSG00000117586,ENSG00000081237,ENSG00000136634,ENSG00000135077	FCRL3, TNFSF4, PTPRC, IL10, HAVCR2	PC2
query_1	TRUE	0.00920044636028617	118	150	6	0.04	0.0508474576271187	GO:0051048	GO:BP	negative regulation of secretion	16592	15585	GO:0046903|GO:0051046|GO:0051051	IDA,IBA,IGI,IGI,ISS,IDA	ENSG00000069696,ENSG00000070031,ENSG00000168811,ENSG00000113302,ENSG00000136999,ENSG00000065361	DRD4, SCT, ERBB3, IL12A, IL12B, CCN3	PC2
query_1	TRUE	0.00982665838252745	5	150	2	0.0133333333333333	0.4	GO:0034136	GO:BP	negative regulation of toll-like receptor 2 signaling pathway	16592	9732	GO:0034122|GO:0034134|GO:0034135	NAS,IMP	ENSG00000118503,ENSG00000147324	TNFAIP3, MFHAS1	PC2
query_1	TRUE	0.00982665838252745	5	150	2	0.0133333333333333	0.4	GO:0032687	GO:BP	negative regulation of interferon-alpha production	16592	8960	GO:0032480|GO:0032607|GO:0032647	NAS,IDA	ENSG00000136634,ENSG00000135077	IL10, HAVCR2	PC2
query_1	TRUE	0.000383547565207775	102	92	8	0.0869565217391304	0.0784313725490196	KEGG:04620	KEGG	Toll-like receptor signaling pathway	8000	305	KEGG:00000	KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG	ENSG00000185507,ENSG00000170345,ENSG00000105647,ENSG00000127666,ENSG00000121594,ENSG00000168811,ENSG00000113302,ENSG00000128604	IRF7, FOS, PIK3R2, TICAM1, CD80, IL12A, IL12B, IRF5	PC2
query_1	TRUE	0.0049881152278312	57	92	5	0.0543478260869565	0.087719298245614	KEGG:05134	KEGG	Legionellosis	8000	409	KEGG:00000	KEGG,KEGG,KEGG,KEGG,KEGG	ENSG00000165806,ENSG00000173110,ENSG00000168811,ENSG00000163734,ENSG00000113302	CASP7, HSPA6, IL12A, CXCL3, IL12B	PC2
query_1	TRUE	0.00338132423446419	104	93	8	0.0860215053763441	0.0769230769230769	WP:WP75	WP	Toll-like Receptor Signaling Pathway	7562	622	WP:000000	WP,WP,WP,WP,WP,WP,WP,WP	ENSG00000185507,ENSG00000170345,ENSG00000105647,ENSG00000127666,ENSG00000121594,ENSG00000168811,ENSG00000113302,ENSG00000128604	IRF7, FOS, PIK3R2, TICAM1, CD80, IL12A, IL12B, IRF5	PC2
query_1	TRUE	0.00448032876088034	145	93	9	0.0967741935483871	0.0620689655172414	WP:WP1449	WP	Regulation of toll-like receptor signaling pathway	7562	126	WP:000000	WP,WP,WP,WP,WP,WP,WP,WP,WP	ENSG00000185507,ENSG00000170345,ENSG00000105647,ENSG00000127666,ENSG00000121594,ENSG00000168811,ENSG00000113302,ENSG00000118503,ENSG00000128604	IRF7, FOS, PIK3R2, TICAM1, CD80, IL12A, IL12B, TNFAIP3, IRF5	PC2
query_1	TRUE	0.0010578426139896	62	174	6	0.0344827586206897	0.0967741935483871	GO:0032757	GO:BP	positive regulation of interleukin-8 production	16592	9030	GO:0001819|GO:0032637|GO:0032677	IMP,IGI,IMP,IMP,IDA,IDA	ENSG00000167207,ENSG00000168610,ENSG00000105287,ENSG00000116824,ENSG00000122223,ENSG00000116288	NOD2, STAT3, PRKD2, CD2, CD244, PARK7	PC3
query_1	TRUE	0.00406146296408704	558	174	16	0.0919540229885057	0.028673835125448	GO:0030003	GO:BP	cellular cation homeostasis	16592	7690	GO:0006873|GO:0055080	IC,IDA,IBA,TAS,TAS,ISS,IBA,IDA,IMP ISS,IBA,IBA,IBA,IMP,IMP,ISS,TAS	ENSG00000069696,ENSG00000179630,ENSG00000140030,ENSG00000108688,ENSG00000172156,ENSG00000081237,ENSG00000124205,ENSG00000160183,ENSG00000187045,ENSG00000180251,ENSG00000163464,ENSG00000180871,ENSG00000115970,ENSG00000131507,ENSG00000091138,ENSG00000055130	DRD4, LACC1, GPR65, CCL7, CCL11, PTPRC, EDN3, TMPRSS3, TMPRSS6, SLC9A4, CXCR1, CXCR2, THADA, NDFIP1, SLC26A3, CUL1	PC3
query_1	TRUE	0.00437022667152711	13	174	3	0.0172413793103448	0.230769230769231	GO:0071350	GO:BP	cellular response to interleukin-15	16592	19435	GO:0070672|GO:0071345	TAS,TAS,IMP TAS	ENSG00000168610,ENSG00000177885,ENSG00000100385	STAT3, GRB2, IL2RB	PC3
query_1	TRUE	0.00437022667152711	13	174	3	0.0172413793103448	0.230769230769231	GO:0070672	GO:BP	response to interleukin-15	16592	19056	GO:0034097	TAS,TAS,IMP TAS	ENSG00000168610,ENSG00000177885,ENSG00000100385	STAT3, GRB2, IL2RB	PC3
query_1	TRUE	0.00437022667152711	13	174	3	0.0172413793103448	0.230769230769231	GO:0035723	GO:BP	interleukin-15-mediated signaling pathway	16592	10615	GO:0019221|GO:0071350	TAS,TAS,IMP TAS	ENSG00000168610,ENSG00000177885,ENSG00000100385	STAT3, GRB2, IL2RB	PC3
query_1	TRUE	0.00456625655891231	123	174	7	0.0402298850574713	0.0569105691056911	GO:0044344	GO:BP	cellular response to fibroblast growth factor stimulus	16592	12779	GO:0071363|GO:0071495|GO:0071774	ISS,IEP,TAS,TAS,IMP,IBA,TAS	ENSG00000107485,ENSG00000108691,ENSG00000177885,ENSG00000099817,ENSG00000105287,ENSG00000105550,ENSG00000198369	GATA3, CCL2, GRB2, POLR2E, PRKD2, FGF21, SPRED2	PC3
query_1	TRUE	0.00485122341304048	125	174	7	0.0402298850574713	0.056	GO:0071774	GO:BP	response to fibroblast growth factor	16592	19776	GO:0009719|GO:0070848	ISS,IEP,TAS,TAS,IMP,IBA,TAS	ENSG00000107485,ENSG00000108691,ENSG00000177885,ENSG00000099817,ENSG00000105287,ENSG00000105550,ENSG00000198369	GATA3, CCL2, GRB2, POLR2E, PRKD2, FGF21, SPRED2	PC3
query_1	TRUE	0.00505769545480196	33	174	4	0.0229885057471264	0.121212121212121	GO:0009712	GO:BP	catechol-containing compound metabolic process	16592	4073	GO:0018958	ISS,IDA IBA TAS NAS,ISS IC,IDA IC	ENSG00000107485,ENSG00000180176,ENSG00000069696,ENSG00000116288	GATA3, TH, DRD4, PARK7	PC3
query_1	TRUE	0.00505769545480196	33	174	4	0.0229885057471264	0.121212121212121	GO:0006584	GO:BP	catecholamine metabolic process	16592	2570	GO:0006576|GO:0009712	ISS,IDA IBA TAS NAS,ISS IC,IDA IC	ENSG00000107485,ENSG00000180176,ENSG00000069696,ENSG00000116288	GATA3, TH, DRD4, PARK7	PC3
query_1	TRUE	0.00630961492595276	1099	174	24	0.137931034482759	0.0218380345768881	GO:0071495	GO:BP	cellular response to endogenous stimulus	16592	19572	GO:0009719	IMP,ISS,IDA IMP,IDA IMP,IEP,IDA ISS IBA,IPI TAS,TAS,ISS IBA,IMP,IBA,IDA,IBA,IDA IMP,IGI,TAS,TAS,IGI,ISS TAS,IDA IMP IBA TAS IC,ISS,IDA ISS TAS,IDA,ISS IBA TAS	ENSG00000165806,ENSG00000107485,ENSG00000069696,ENSG00000167207,ENSG00000108691,ENSG00000168610,ENSG00000177885,ENSG00000099817,ENSG00000105647,ENSG00000105287,ENSG00000105550,ENSG00000134242,ENSG00000183682,ENSG00000185651,ENSG00000187045,ENSG00000278195,ENSG00000153094,ENSG00000115232,ENSG00000198369,ENSG00000163513,ENSG00000091138,ENSG00000096968,ENSG00000116288,ENSG00000087460	CASP7, GATA3, DRD4, NOD2, CCL2, STAT3, GRB2, POLR2E, PIK3R2, PRKD2, FGF21, PTPN22, BMP8A, PARK7, GNAS, UBE2L3, TMPRSS6, SSTR3, BCL2L11, ITGA4, SPRED2, TGFBR2, SLC26A3, JAK2	PC3
query_1	TRUE	0.00763588037973215	4	174	2	0.0114942528735632	0.5	GO:0034124	GO:BP	regulation of MyD88-dependent toll-like receptor signaling pathway	16592	9720	GO:0002755|GO:0034121	ISS,ISS	ENSG00000185507,ENSG00000125347	IRF7, IRF1	PC3
query_1	TRUE	0.00763588037973215	604	174	16	0.0919540229885057	0.0264900662251656	GO:0055080	GO:BP	cation homeostasis	16592	16834	GO:0050801	IC,IDA,IBA,TAS,TAS,ISS,IBA,IDA,IMP ISS IBA,IBA,IBA,IBA,IMP,IMP,ISS,TAS	ENSG00000069696,ENSG00000179630,ENSG00000140030,ENSG00000108688,ENSG00000172156,ENSG00000081237,ENSG00000124205,ENSG00000160183,ENSG00000187045,ENSG00000180251,ENSG00000163464,ENSG00000180871,ENSG00000115970,ENSG00000131507,ENSG00000091138,ENSG00000055130	DRD4, LACC1, GPR65, CCL7, CCL11, PTPRC, EDN3, TMPRSS3, TMPRSS6, SLC9A4, CXCR1, CXCR2, THADA, NDFIP1, SLC26A3, CUL1	PC3
query_1	TRUE	0.00763588037973215	4	174	2	0.0114942528735632	0.5	GO:0060585	GO:BP	positive regulation of prostaglandin-endoperoxide synthase activity	16592	17397	GO:0051353|GO:0060584	ISS,IBA	ENSG00000167207,ENSG00000124205	NOD2, EDN3	PC3
query_1	TRUE	0.00763588037973215	4	174	2	0.0114942528735632	0.5	GO:0060584	GO:BP	regulation of prostaglandin-endoperoxide synthase activity	16592	17396	GO:0051341	ISS,IBA	ENSG00000167207,ENSG00000124205	NOD2, EDN3	PC3
query_1	TRUE	0.00771633657533331	489	174	14	0.0804597701149425	0.0286298568507157	GO:0014070	GO:BP	response to organic cyclic compound	16592	5199	GO:0010033	IMP,IDA IMP ISS,IDA,IDA,IDA,IDA,IDA IBA NAS,IDA IMP,ISS,TAS,IDA,ISS,IDA,ISS IBA	ENSG00000165806,ENSG00000069696,ENSG00000108691,ENSG00000168610,ENSG00000143365,ENSG00000136634,ENSG00000019186,ENSG00000185651,ENSG00000100311,ENSG00000153094,ENSG00000163513,ENSG00000091138,ENSG00000116288,ENSG00000087460	CASP7, DRD4, CCL2, STAT3, RORC, IL10, PARK7, CYP24A1, GNAS, UBE2L3, PDGFB, BCL2L11, TGFBR2, SLC26A3	PC3
query_1	TRUE	0.0081950660834346	611	174	16	0.0919540229885057	0.0261865793780687	GO:0098771	GO:BP	inorganic ion homeostasis	16592	22147	GO:0050801	IC,IDA,IBA,TAS,TAS,ISS,IBA,IDA,IMP ISS IBA,IBA,IBA,IBA,IMP,IMP,ISS,TAS	ENSG00000069696,ENSG00000179630,ENSG00000140030,ENSG00000108688,ENSG00000172156,ENSG00000081237,ENSG00000124205,ENSG00000160183,ENSG00000187045,ENSG00000180251,ENSG00000163464,ENSG00000180871,ENSG00000115970,ENSG00000131507,ENSG00000091138,ENSG00000055130	DRD4, LACC1, GPR65, CCL7, CCL11, PTPRC, EDN3, TMPRSS3, TMPRSS6, SLC9A4, CXCR1, CXCR2, THADA, NDFIP1, SLC26A3, CUL1	PC3
query_1	TRUE	0.0085691406638305	103	174	6	0.0344827586206897	0.058252427184466	GO:0008543	GO:BP	fibroblast growth factor receptor signaling pathway	16592	3626	GO:0007169|GO:0044344	ISS,TAS,TAS,IMP,IBA,TAS	ENSG00000107485,ENSG00000177885,ENSG00000099817,ENSG00000105287,ENSG00000105550,ENSG00000198369	GATA3, GRB2, POLR2E, PRKD2, FGF21, SPRED2	PC3
query_1	TRUE	0.00851141233368723	26	119	4	0.0336134453781513	0.153846153846154	REAC:R-HSA-912526	REAC	Interleukin receptor SHC signaling	10622	1126	REAC:R-HSA-451927|REAC:R-HSA-512988	REAC,REAC,REAC,REAC	ENSG00000134460,ENSG00000105647,ENSG00000100385,ENSG00000096968	IL2RA, PIK3R2, IL2RB, JAK2	PC3
query_1	TRUE	0.00488923050782275	52	151	5	0.033112582781457	0.0961538461538462	GO:0042267	GO:BP	natural killer cell mediated cytotoxicity	16592	11676	GO:0001909|GO:0002228	IDA IMP,IMP,TAS,IDA,IDA	ENSG00000100453,ENSG00000172575,ENSG00000189430,ENSG00000168811,ENSG00000113302	GZMB, RASGRP1, NCR1, IL12A, IL12B	PC8
query_1	TRUE	0.00504805340677424	53	151	5	0.033112582781457	0.0943396226415094	GO:0002228	GO:BP	natural killer cell mediated immunity	16592	893	GO:0002449|GO:0045087	IDA IMP,IMP,TAS,IDA,IDA	ENSG00000100453,ENSG00000172575,ENSG00000189430,ENSG00000168811,ENSG00000113302	GZMB, RASGRP1, NCR1, IL12A, IL12B	PC8
query_1	TRUE	0.00602850653489448	12	151	3	0.0198675496688742	0.25	GO:0071352	GO:BP	cellular response to interleukin-2	16592	19437	GO:0070669|GO:0071345	TAS,IMP TAS,TAS	ENSG00000134460,ENSG00000100385,ENSG00000165025	IL2RA, IL2RB, SYK	PC8
query_1	TRUE	0.00602850653489448	12	151	3	0.0198675496688742	0.25	GO:0038110	GO:BP	interleukin-2-mediated signaling pathway	16592	11222	GO:0019221|GO:0071352	TAS,IMP TAS,TAS	ENSG00000134460,ENSG00000100385,ENSG00000165025	IL2RA, IL2RB, SYK	PC8
query_1	TRUE	0.006950723229428	13	151	3	0.0198675496688742	0.230769230769231	GO:0070669	GO:BP	response to interleukin-2	16592	19053	GO:0034097	TAS,IMP TAS,TAS	ENSG00000134460,ENSG00000100385,ENSG00000165025	IL2RA, IL2RB, SYK	PC8
query_1	TRUE	0.00875074209337782	138	151	7	0.0463576158940397	0.0507246376811594	GO:0070585	GO:BP	protein localization to mitochondrion	16592	18992	GO:0033365	TAS,TAS,IMP IBA,HMP,TAS,IDA IMP IBA,IBA	ENSG00000002330,ENSG00000100453,ENSG00000178828,ENSG00000185651,ENSG00000153094,ENSG00000165688,ENSG00000213221	BAD, GZMB, RNF186, UBE2L3, BCL2L11, PMPCA, DNLZ	PC8
query_1	TRUE	0.00801734660812419	191	80	8	0.1	0.0418848167539267	KEGG:05202	KEGG	Transcriptional misregulation in cancer	8000	432	KEGG:00000	KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG	ENSG00000122861,ENSG00000152804,ENSG00000100453,ENSG00000245848,ENSG00000100985,ENSG00000100385,ENSG00000163513,ENSG00000056558	PLAU, HHEX, GZMB, CEBPA, MMP9, IL2RB, TGFBR2, TRAF1	PC8
query_1	TRUE	0.00600444678830829	25	229	4	0.0174672489082969	0.16	GO:2000108	GO:BP	positive regulation of leukocyte apoptotic process	16592	29310	GO:0043065|GO:0071887|GO:2000106	IDA ISO,IDA,IBA,IDA	ENSG00000186431,ENSG00000136634,ENSG00000136573,ENSG00000120217	FCAR, IL10, BLK, CD274	PC9
query_1	TRUE	0.00798506256963151	48	229	5	0.0218340611353712	0.104166666666667	GO:0071260	GO:BP	cellular response to mechanical stimulus	16592	19348	GO:0009612|GO:0071214|GO:0071496	IEP,IDA,IEP,IEP,IEP	ENSG00000002330,ENSG00000182450,ENSG00000125735,ENSG00000109320,ENSG00000125347	BAD, KCNK4, TNFSF14, NFKB1, IRF1	PC9
query_1	TRUE	0.00560306805807282	136	133	9	0.0676691729323308	0.0661764705882353	KEGG:04210	KEGG	Apoptosis	8000	267	KEGG:00000	KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG	ENSG00000165806,ENSG00000002330,ENSG00000170345,ENSG00000103811,ENSG00000105647,ENSG00000117560,ENSG00000153094,ENSG00000109320,ENSG00000056558	CASP7, BAD, FOS, CTSH, PIK3R2, FASLG, BCL2L11, NFKB1, TRAF1	PC9
query_1	TRUE	0.000437284083004731	42	239	6	0.0251046025104603	0.142857142857143	GO:0043370	GO:BP	regulation of CD4-positive, alpha-beta T cell differentiation	16592	12309	GO:0043367|GO:0046637|GO:2000514	ISS,ISS,IBA,ISS,ISS,ISS	ENSG00000172175,ENSG00000020633,ENSG00000113520,ENSG00000113302,ENSG00000172724,ENSG00000162594	MALT1, RUNX3, IL23R, IL4, IL12B, CCL19	PC12
query_1	TRUE	0.000437284083004731	42	239	6	0.0251046025104603	0.142857142857143	GO:1902893	GO:BP	regulation of pri-miRNA transcription by RNA polymerase II	16592	25989	GO:0006357|GO:0061614	IDA,IDA,ISS,IDA,IDA,IDA	ENSG00000107485,ENSG00000134954,ENSG00000170345,ENSG00000168610,ENSG00000136634,ENSG00000100311	GATA3, ETS1, FOS, STAT3, IL10, PDGFB	PC12
query_1	TRUE	0.000500309917490246	43	239	6	0.0251046025104603	0.13953488372093	GO:0061614	GO:BP	pri-miRNA transcription by RNA polymerase II	16592	18336	GO:0006366	IDA,IDA,ISS,IDA,IDA,IDA	ENSG00000107485,ENSG00000134954,ENSG00000170345,ENSG00000168610,ENSG00000136634,ENSG00000100311	GATA3, ETS1, FOS, STAT3, IL10, PDGFB	PC12
query_1	TRUE	0.000994455846180587	522	239	20	0.0836820083682008	0.0383141762452107	GO:0032102	GO:BP	negative regulation of response to external stimulus	16592	8567	GO:0009605|GO:0032101|GO:0048585	IMP,ISS,IDA,TAS,TAS,TAS,IDA TAS NAS,IDA,IC,ISS IBA,IMP,IGI IBA IC,IGI,IMP ISS,ISS,IMP,IMP,TAS,IC,TAS	ENSG00000107485,ENSG00000135148,ENSG00000108691,ENSG00000143226,ENSG00000203747,ENSG00000081237,ENSG00000136634,ENSG00000100311,ENSG00000078098,ENSG00000115226,ENSG00000181751,ENSG00000113520,ENSG00000169194,ENSG00000118503,ENSG00000120436,ENSG00000165215,ENSG00000147324,ENSG00000165025,ENSG00000177628,ENSG00000087460	GATA3, TRAFD1, CCL2, GBA, FCGR2A, FCGR3A, PTPRC, IL10, GNAS, PDGFB, FAP, FNDC4, MACIR, IL4, IL13, TNFAIP3, GPR31, CLDN3, MFHAS1, SYK	PC12
query_1	TRUE	0.00129718942865005	7	239	3	0.0125523012552301	0.428571428571429	GO:0010536	GO:BP	positive regulation of activation of Janus kinase activity	16592	4710	GO:0010533|GO:0042976|GO:0045860|GO:0050731	IDA ISO IBA,IDA,IC	ENSG00000160712,ENSG00000113302,ENSG00000162594	IL6R, IL23R, IL12B	PC12
