#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PTPN22	TNIP1	9606.ENSP00000352833	9606.ENSP00000317891	0	0	0	0	0	0	0	0.518	0.518
PTPN22	PTPRC	9606.ENSP00000352833	9606.ENSP00000411355	0	0	0	0.637	0.550	0.163	0	0.401	0.661
PTPN22	TNFAIP3	9606.ENSP00000352833	9606.ENSP00000481570	0	0	0	0	0.104	0	0	0.688	0.708
PTPRC	TICAM1	9606.ENSP00000411355	9606.ENSP00000248244	0	0	0	0	0	0	0	0.175	0.175
PTPRC	TNFSF4	9606.ENSP00000411355	9606.ENSP00000281834	0	0	0	0	0.062	0	0	0.467	0.479
PTPRC	UBASH3A	9606.ENSP00000411355	9606.ENSP00000317327	0	0	0	0	0.213	0	0	0.113	0.272
PTPRC	TGFBR2	9606.ENSP00000411355	9606.ENSP00000351905	0	0	0	0	0.083	0.078	0	0.391	0.440
PTPRC	TNFAIP3	9606.ENSP00000411355	9606.ENSP00000481570	0	0	0	0	0.134	0	0	0.283	0.352
SLC15A4	TNFSF4	9606.ENSP00000266771	9606.ENSP00000281834	0	0	0	0	0	0	0	0.280	0.280
SLC15A4	TNFAIP3	9606.ENSP00000266771	9606.ENSP00000481570	0	0	0	0	0	0	0	0.391	0.390
SLC15A4	TNIP1	9606.ENSP00000266771	9606.ENSP00000317891	0	0	0	0	0.062	0	0	0.470	0.481
TGFBR2	TNFAIP3	9606.ENSP00000351905	9606.ENSP00000481570	0	0	0	0	0.096	0.071	0	0.117	0.194
TICAM1	TNIP1	9606.ENSP00000248244	9606.ENSP00000317891	0	0	0	0	0.152	0	0	0.067	0.174
TICAM1	TNFAIP3	9606.ENSP00000248244	9606.ENSP00000481570	0	0	0	0	0.139	0.270	0	0.252	0.488
TNFAIP3	TNFSF4	9606.ENSP00000481570	9606.ENSP00000281834	0	0	0	0	0.062	0	0	0.459	0.470
TNFAIP3	UBASH3A	9606.ENSP00000481570	9606.ENSP00000317327	0	0	0	0	0.096	0	0	0.253	0.296
TNFAIP3	TNIP1	9606.ENSP00000481570	9606.ENSP00000317891	0	0	0	0	0.159	0.884	0.600	0.985	0.999
TNFSF4	TNIP1	9606.ENSP00000281834	9606.ENSP00000317891	0	0	0	0	0	0	0	0.467	0.467
