#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABI3	IL2RB	9606.ENSP00000225941	9606.ENSP00000216223	0	0	0	0	0.152	0	0	0	0.151
ABI3	UBE2E2	9606.ENSP00000225941	9606.ENSP00000379931	0	0	0	0	0.153	0	0	0	0.152
ABI3	CDK2	9606.ENSP00000225941	9606.ENSP00000266970	0	0	0	0	0.087	0.114	0	0	0.156
ABI3	SP140	9606.ENSP00000225941	9606.ENSP00000375899	0	0	0	0	0.163	0	0	0	0.163
ABI3	PTPN22	9606.ENSP00000225941	9606.ENSP00000352833	0	0	0	0	0.103	0.107	0	0	0.165
ABI3	TGFBR1	9606.ENSP00000225941	9606.ENSP00000364133	0	0	0	0	0.062	0.143	0	0.045	0.165
ABI3	IL16	9606.ENSP00000225941	9606.ENSP00000302935	0	0	0	0	0.167	0	0	0	0.167
ABI3	TGFBR2	9606.ENSP00000225941	9606.ENSP00000351905	0	0	0	0	0	0.143	0	0.079	0.177
ABI3	BLK	9606.ENSP00000225941	9606.ENSP00000259089	0	0	0	0	0.077	0.143	0	0.045	0.178
ABI3	ITGAX	9606.ENSP00000225941	9606.ENSP00000454623	0	0	0	0	0.142	0.060	0	0.065	0.180
ABI3	TAGAP	9606.ENSP00000225941	9606.ENSP00000356033	0	0	0	0	0.182	0	0	0	0.181
ABI3	IKZF1	9606.ENSP00000225941	9606.ENSP00000331614	0	0	0	0	0.185	0	0	0	0.185
ABI3	CD244	9606.ENSP00000225941	9606.ENSP00000357012	0	0	0	0	0.186	0	0	0	0.186
ABI3	SPRED2	9606.ENSP00000225941	9606.ENSP00000348753	0	0	0	0	0.065	0.145	0	0.067	0.188
ABI3	NRROS	9606.ENSP00000225941	9606.ENSP00000328625	0	0	0	0	0.170	0	0	0.066	0.192
ABI3	FCGR3A	9606.ENSP00000225941	9606.ENSP00000356946	0	0	0	0	0.212	0	0	0	0.212
ABI3	CD2	9606.ENSP00000225941	9606.ENSP00000358490	0	0	0	0	0.213	0	0	0	0.213
ABI3	CLNK	9606.ENSP00000225941	9606.ENSP00000226951	0	0	0	0	0	0	0	0.261	0.261
ABI3	PTPRC	9606.ENSP00000225941	9606.ENSP00000411355	0	0	0	0	0.198	0.120	0	0	0.264
ABI3	IRF8	9606.ENSP00000225941	9606.ENSP00000268638	0	0	0	0	0.278	0	0	0	0.278
ABI3	PHOSPHO1	9606.ENSP00000225941	9606.ENSP00000406909	0	0	0	0	0.165	0	0	0.173	0.281
ABI3	RASAL3	9606.ENSP00000225941	9606.ENSP00000341905	0	0	0	0	0.299	0	0	0	0.299
ABI3	SYK	9606.ENSP00000225941	9606.ENSP00000364907	0	0	0	0	0.112	0.143	0	0.153	0.299
ABI3	SAMSN1	9606.ENSP00000225941	9606.ENSP00000285670	0	0	0	0	0.155	0	0	0.237	0.327
ABI3	GNGT2	9606.ENSP00000225941	9606.ENSP00000426022	0	0	0	0	0.356	0	0	0.384	0.586
AJAP1	SOX8	9606.ENSP00000367433	9606.ENSP00000293894	0	0	0	0	0.101	0	0	0.170	0.221
AJAP1	HORMAD2	9606.ENSP00000367433	9606.ENSP00000336984	0	0	0	0	0	0	0	0.164	0.163
AJAP1	EDN3	9606.ENSP00000367433	9606.ENSP00000337128	0	0	0	0	0	0	0	0.162	0.161
AJAP1	PTPN22	9606.ENSP00000367433	9606.ENSP00000352833	0	0	0	0	0.049	0	0	0.165	0.172
AJAP1	PADI4	9606.ENSP00000367433	9606.ENSP00000364597	0	0	0	0	0	0	0	0.222	0.222
AJAP1	PADI6	9606.ENSP00000367433	9606.ENSP00000483125	0	0	0	0	0	0	0	0.151	0.150
AJAP1	P4HA2	9606.ENSP00000367433	9606.ENSP00000384999	0	0	0	0	0	0	0	0.182	0.181
AKAP8	KEAP1	9606.ENSP00000269701	9606.ENSP00000171111	0	0	0	0	0	0	0	0.278	0.278
AKAP8	WIZ	9606.ENSP00000269701	9606.ENSP00000263381	0	0	0	0	0.053	0.056	0	0.261	0.281
AKAP8	RAVER1	9606.ENSP00000269701	9606.ENSP00000293677	0	0	0	0	0.100	0	0	0.101	0.156
AKAP8	CBX3	9606.ENSP00000269701	9606.ENSP00000336687	0	0	0	0	0.121	0	0	0.090	0.166
AKAP8	KSR1	9606.ENSP00000269701	9606.ENSP00000381958	0	0	0	0	0	0.064	0	0.166	0.186
AKAP8	PTPN22	9606.ENSP00000269701	9606.ENSP00000352833	0	0	0	0	0	0	0	0.256	0.256
AKAP8	FEM1A	9606.ENSP00000269701	9606.ENSP00000269856	0	0	0	0	0	0.056	0	0.289	0.300
AKAP8	MXD3	9606.ENSP00000269701	9606.ENSP00000401867	0	0	0	0	0	0	0	0.323	0.323
AKAP8	AKAP8L	9606.ENSP00000269701	9606.ENSP00000380557	0	0	0	0.767	0.076	0.270	0	0.817	0.429
AKAP8L	WIZ	9606.ENSP00000380557	9606.ENSP00000263381	0	0	0	0	0.089	0.056	0	0.190	0.242
AKAP8L	SNAPC4	9606.ENSP00000380557	9606.ENSP00000298532	0	0	0	0	0.165	0	0	0	0.165
AKAP8L	ZBTB38	9606.ENSP00000380557	9606.ENSP00000426387	0	0	0	0	0	0.281	0	0	0.281
AKAP8L	DDX6	9606.ENSP00000380557	9606.ENSP00000478754	0	0	0	0	0.062	0	0	0.290	0.306
AP1S3	GALC	9606.ENSP00000379891	9606.ENSP00000261304	0	0	0	0	0	0	0	0.258	0.258
AP1S3	PARP12	9606.ENSP00000379891	9606.ENSP00000263549	0	0	0	0	0	0	0	0.292	0.292
AP1S3	TNIP1	9606.ENSP00000379891	9606.ENSP00000317891	0	0	0	0	0	0	0	0.160	0.159
AP1S3	CCL20	9606.ENSP00000379891	9606.ENSP00000351671	0	0	0	0	0	0	0	0.197	0.197
AP1S3	UBE2E2	9606.ENSP00000379891	9606.ENSP00000379931	0	0	0	0	0.062	0.149	0	0.043	0.169
AP1S3	LACC1	9606.ENSP00000379891	9606.ENSP00000391747	0	0	0	0	0	0	0	0.208	0.208
AP1S3	TPD52	9606.ENSP00000379891	9606.ENSP00000429309	0	0	0	0	0	0	0.600	0	0.600
AP1S3	RAB5C	9606.ENSP00000379891	9606.ENSP00000447053	0	0	0	0	0.053	0	0.600	0.082	0.621
APLF	PARP12	9606.ENSP00000307004	9606.ENSP00000263549	0	0	0	0	0	0	0	0.606	0.606
APLF	SLX4	9606.ENSP00000307004	9606.ENSP00000294008	0	0	0	0	0	0	0	0.230	0.229
APLF	SLU7	9606.ENSP00000307004	9606.ENSP00000297151	0	0	0	0	0	0.236	0	0	0.236
APLF	NAB2	9606.ENSP00000307004	9606.ENSP00000300131	0	0	0	0	0	0	0	0.327	0.327
APLF	FEN1	9606.ENSP00000307004	9606.ENSP00000305480	0	0	0	0	0	0	0	0.299	0.299
APLF	FBXO48	9606.ENSP00000307004	9606.ENSP00000367193	0	0	0	0	0	0	0	0.642	0.642
ATXN2	PLIN3	9606.ENSP00000366843	9606.ENSP00000221957	0	0	0	0	0	0	0	0.176	0.176
ATXN2	RASIP1	9606.ENSP00000366843	9606.ENSP00000222145	0	0	0	0	0.086	0	0	0.142	0.182
ATXN2	BACH2	9606.ENSP00000366843	9606.ENSP00000257749	0	0	0	0	0	0	0	0.193	0.193
ATXN2	IKZF4	9606.ENSP00000366843	9606.ENSP00000262032	0	0	0	0	0	0.056	0	0.139	0.152
ATXN2	CAMK4	9606.ENSP00000366843	9606.ENSP00000282356	0	0	0	0	0	0	0	0.152	0.152
ATXN2	RAVER1	9606.ENSP00000366843	9606.ENSP00000293677	0	0	0	0	0.062	0.213	0	0.095	0.274
ATXN2	GBA	9606.ENSP00000366843	9606.ENSP00000314508	0	0	0	0	0	0	0	0.345	0.345
ATXN2	CAMK2G	9606.ENSP00000366843	9606.ENSP00000319060	0	0	0	0	0.042	0.155	0	0.072	0.183
ATXN2	PPIL2	9606.ENSP00000366843	9606.ENSP00000334553	0	0	0	0	0.079	0.149	0	0.066	0.204
ATXN2	TRIM46	9606.ENSP00000366843	9606.ENSP00000334657	0	0	0	0	0	0	0	0.285	0.284
ATXN2	PTPN22	9606.ENSP00000366843	9606.ENSP00000352833	0	0	0	0	0.052	0	0	0.225	0.233
ATXN2	SPTA1	9606.ENSP00000366843	9606.ENSP00000357129	0	0	0	0	0	0	0	0.261	0.261
ATXN2	CASP7	9606.ENSP00000366843	9606.ENSP00000358327	0	0	0	0	0	0	0	0.236	0.236
ATXN2	JAK2	9606.ENSP00000366843	9606.ENSP00000371067	0	0	0	0	0.063	0.104	0	0.072	0.153
ATXN2	TMEM258	9606.ENSP00000366843	9606.ENSP00000443216	0	0	0	0	0	0	0	0.156	0.156
ATXN2	CEBPA	9606.ENSP00000366843	9606.ENSP00000427514	0	0	0	0	0	0.167	0	0.042	0.167
ATXN2	DOK6	9606.ENSP00000366843	9606.ENSP00000372160	0	0	0	0	0	0	0	0.177	0.177
ATXN2	UBE2L3	9606.ENSP00000366843	9606.ENSP00000400906	0	0	0	0	0.062	0	0	0.167	0.185
ATXN2	UBE2E2	9606.ENSP00000366843	9606.ENSP00000379931	0	0	0	0	0.081	0	0	0.152	0.188
ATXN2	WDR36	9606.ENSP00000366843	9606.ENSP00000423067	0	0	0	0	0	0	0	0.238	0.238
ATXN2	PARK7	9606.ENSP00000366843	9606.ENSP00000418770	0	0	0	0	0	0	0	0.405	0.405
ATXN2	GPSM1	9606.ENSP00000366843	9606.ENSP00000392828	0	0	0	0	0	0	0	0.420	0.420
ATXN2	RBM17	9606.ENSP00000366843	9606.ENSP00000388638	0	0	0	0	0.046	0	0	0.423	0.426
ATXN2	DDX6	9606.ENSP00000366843	9606.ENSP00000478754	0	0	0	0	0.122	0.895	0	0.936	0.993
B4GALNT1	RAB3A	9606.ENSP00000341562	9606.ENSP00000222256	0	0	0	0	0.198	0	0	0.071	0.223
B4GALNT1	GALC	9606.ENSP00000341562	9606.ENSP00000261304	0	0	0	0	0	0	0	0.386	0.386
B4GALNT1	MARS2	9606.ENSP00000341562	9606.ENSP00000282276	0	0	0	0	0	0	0	0.270	0.270
B4GALNT1	GALNT10	9606.ENSP00000341562	9606.ENSP00000297107	0	0	0	0	0	0	0	0.390	0.390
B4GALNT1	STAT6	9606.ENSP00000341562	9606.ENSP00000300134	0	0	0	0	0	0	0	0.296	0.296
B4GALNT1	PRELID1	9606.ENSP00000341562	9606.ENSP00000302114	0	0	0	0	0	0	0	0.155	0.154
B4GALNT1	FUT1	9606.ENSP00000341562	9606.ENSP00000312021	0	0	0	0	0	0	0	0.277	0.277
B4GALNT1	GBA	9606.ENSP00000341562	9606.ENSP00000314508	0	0	0	0	0	0	0	0.211	0.211
B4GALNT1	OS9	9606.ENSP00000341562	9606.ENSP00000318165	0	0	0	0	0.062	0	0	0.748	0.754
B4GALNT1	FUT2	9606.ENSP00000341562	9606.ENSP00000387498	0	0	0	0	0	0	0	0.168	0.168
B4GALNT1	ORMDL3	9606.ENSP00000341562	9606.ENSP00000377724	0	0	0	0	0	0	0	0.233	0.233
B4GALNT1	TH	9606.ENSP00000341562	9606.ENSP00000370571	0	0	0	0	0.063	0	0	0.218	0.236
B4GALNT1	PHOSPHO1	9606.ENSP00000341562	9606.ENSP00000406909	0	0	0	0	0	0	0	0.257	0.257
B4GALNT1	DNASE1	9606.ENSP00000341562	9606.ENSP00000385905	0	0	0	0	0	0	0	0.317	0.317
B4GALNT1	EXTL2	9606.ENSP00000341562	9606.ENSP00000359132	0	0	0	0	0	0	0	0.325	0.325
BACH2	NFE2L3	9606.ENSP00000257749	9606.ENSP00000056233	0	0	0	0.560	0	0.271	0	0.713	0.495
BACH2	KEAP1	9606.ENSP00000257749	9606.ENSP00000171111	0	0	0	0	0	0.147	0	0.326	0.401
BACH2	HMOX1	9606.ENSP00000257749	9606.ENSP00000216117	0	0	0	0	0	0	0	0.317	0.317
BACH2	IL2RB	9606.ENSP00000257749	9606.ENSP00000216223	0	0	0	0	0	0	0	0.217	0.217
BACH2	CTSH	9606.ENSP00000257749	9606.ENSP00000220166	0	0	0	0	0	0	0	0.488	0.487
BACH2	KAT2A	9606.ENSP00000257749	9606.ENSP00000225916	0	0	0	0	0	0.117	0	0.078	0.151
BACH2	CLNK	9606.ENSP00000257749	9606.ENSP00000226951	0	0	0	0	0	0	0	0.325	0.325
BACH2	IL4	9606.ENSP00000257749	9606.ENSP00000231449	0	0	0	0	0	0	0	0.342	0.342
BACH2	IL1RL1	9606.ENSP00000257749	9606.ENSP00000233954	0	0	0	0	0	0	0	0.193	0.193
BACH2	BATF3	9606.ENSP00000257749	9606.ENSP00000243440	0	0	0	0	0	0.489	0	0.237	0.593
BACH2	IRF1	9606.ENSP00000257749	9606.ENSP00000245414	0	0	0	0	0	0	0	0.186	0.186
BACH2	CCR7	9606.ENSP00000257749	9606.ENSP00000246657	0	0	0	0	0.062	0	0	0.323	0.337
BACH2	NDFIP1	9606.ENSP00000257749	9606.ENSP00000253814	0	0	0	0	0	0	0	0.218	0.218
BACH2	CUL2	9606.ENSP00000257749	9606.ENSP00000444856	0	0	0	0	0	0.056	0	0.139	0.152
BACH2	IRF5	9606.ENSP00000257749	9606.ENSP00000349770	0	0	0	0	0	0	0	0.154	0.153
BACH2	CASP7	9606.ENSP00000257749	9606.ENSP00000358327	0	0	0	0	0	0	0	0.155	0.154
BACH2	PLCL1	9606.ENSP00000257749	9606.ENSP00000402861	0	0	0	0	0	0.056	0	0.142	0.155
BACH2	IL21	9606.ENSP00000257749	9606.ENSP00000264497	0	0	0	0	0	0	0	0.161	0.161
BACH2	NOD2	9606.ENSP00000257749	9606.ENSP00000300589	0	0	0	0	0	0	0	0.161	0.161
BACH2	ITGA4	9606.ENSP00000257749	9606.ENSP00000380227	0	0	0	0	0	0	0	0.167	0.167
BACH2	CTRB2	9606.ENSP00000257749	9606.ENSP00000303963	0	0	0	0	0	0	0	0.167	0.167
BACH2	IL13	9606.ENSP00000257749	9606.ENSP00000304915	0	0	0	0	0	0	0	0.175	0.175
BACH2	TNFRSF14	9606.ENSP00000257749	9606.ENSP00000347948	0	0	0	0	0	0	0	0.181	0.181
BACH2	GPR65	9606.ENSP00000257749	9606.ENSP00000267549	0	0	0	0	0	0	0	0.183	0.183
BACH2	JAK2	9606.ENSP00000257749	9606.ENSP00000371067	0	0	0	0	0	0.101	0	0.146	0.199
BACH2	ZPBP2	9606.ENSP00000257749	9606.ENSP00000335384	0	0	0	0	0	0	0	0.204	0.204
BACH2	KIF21B	9606.ENSP00000257749	9606.ENSP00000411831	0	0	0	0	0	0	0	0.208	0.208
BACH2	KIAA1109	9606.ENSP00000257749	9606.ENSP00000264501	0	0	0	0	0	0	0	0.210	0.210
BACH2	DDX6	9606.ENSP00000257749	9606.ENSP00000478754	0	0	0	0	0.064	0	0	0.193	0.212
BACH2	CD226	9606.ENSP00000257749	9606.ENSP00000280200	0	0	0	0	0	0	0	0.213	0.213
BACH2	BLK	9606.ENSP00000257749	9606.ENSP00000259089	0	0	0	0	0	0.101	0	0.170	0.221
BACH2	SYK	9606.ENSP00000257749	9606.ENSP00000364907	0	0	0	0	0	0.101	0	0.171	0.223
BACH2	IL12RB2	9606.ENSP00000257749	9606.ENSP00000262345	0	0	0	0	0	0	0	0.229	0.228
BACH2	NKX2-3	9606.ENSP00000257749	9606.ENSP00000342828	0	0	0	0	0	0.103	0	0.176	0.229
BACH2	FUT2	9606.ENSP00000257749	9606.ENSP00000387498	0	0	0	0	0	0	0	0.230	0.230
BACH2	GSDMA	9606.ENSP00000257749	9606.ENSP00000301659	0	0	0	0	0	0	0	0.242	0.241
BACH2	CAMK2G	9606.ENSP00000257749	9606.ENSP00000319060	0	0	0	0	0	0	0	0.254	0.254
BACH2	DENND1B	9606.ENSP00000257749	9606.ENSP00000479816	0	0	0	0	0	0	0	0.254	0.254
BACH2	STAT6	9606.ENSP00000257749	9606.ENSP00000300134	0	0	0	0	0	0.057	0	0.243	0.255
BACH2	IL23R	9606.ENSP00000257749	9606.ENSP00000321345	0	0	0	0	0	0	0	0.260	0.260
BACH2	ZFP36L1	9606.ENSP00000257749	9606.ENSP00000388402	0	0	0	0	0.052	0.068	0	0.236	0.266
BACH2	BCL2L11	9606.ENSP00000257749	9606.ENSP00000376943	0	0	0	0	0	0	0	0.279	0.279
BACH2	STAT3	9606.ENSP00000257749	9606.ENSP00000264657	0	0	0	0	0	0.057	0	0.267	0.279
BACH2	FCRL3	9606.ENSP00000257749	9606.ENSP00000357167	0	0	0	0	0	0	0	0.299	0.299
BACH2	GSDMB	9606.ENSP00000257749	9606.ENSP00000415049	0	0	0	0	0	0	0	0.302	0.302
BACH2	ERBB3	9606.ENSP00000257749	9606.ENSP00000267101	0	0	0	0	0	0	0	0.306	0.306
BACH2	IL10	9606.ENSP00000257749	9606.ENSP00000412237	0	0	0	0	0	0	0	0.312	0.312
BACH2	EOMES	9606.ENSP00000257749	9606.ENSP00000388620	0	0	0	0	0	0	0	0.321	0.321
BACH2	HORMAD2	9606.ENSP00000257749	9606.ENSP00000336984	0	0	0	0	0	0	0	0.323	0.323
BACH2	ORMDL3	9606.ENSP00000257749	9606.ENSP00000377724	0	0	0	0	0	0	0	0.325	0.325
BACH2	FOS	9606.ENSP00000257749	9606.ENSP00000306245	0	0	0	0	0	0.056	0	0.318	0.329
BACH2	PTPRC	9606.ENSP00000257749	9606.ENSP00000411355	0	0	0	0	0	0	0	0.334	0.334
BACH2	ETS1	9606.ENSP00000257749	9606.ENSP00000376436	0	0	0	0	0	0	0	0.334	0.334
BACH2	THADA	9606.ENSP00000257749	9606.ENSP00000385995	0	0	0	0	0	0	0	0.359	0.359
BACH2	RGS1	9606.ENSP00000257749	9606.ENSP00000356429	0	0	0	0	0	0	0	0.360	0.360
BACH2	SSTR3	9606.ENSP00000257749	9606.ENSP00000480971	0	0	0	0	0	0	0	0.386	0.386
BACH2	IL7R	9606.ENSP00000257749	9606.ENSP00000306157	0	0	0	0	0	0	0	0.386	0.386
BACH2	IRGM	9606.ENSP00000257749	9606.ENSP00000428220	0	0	0	0	0	0	0	0.388	0.388
BACH2	IKZF3	9606.ENSP00000257749	9606.ENSP00000344544	0	0	0	0	0.062	0.056	0	0.365	0.388
BACH2	IL18R1	9606.ENSP00000257749	9606.ENSP00000387211	0	0	0	0	0	0	0	0.391	0.390
BACH2	IL18RAP	9606.ENSP00000257749	9606.ENSP00000264260	0	0	0	0	0	0	0	0.391	0.390
BACH2	CXCR5	9606.ENSP00000257749	9606.ENSP00000292174	0	0	0	0	0	0	0	0.392	0.392
BACH2	IL19	9606.ENSP00000257749	9606.ENSP00000343000	0	0	0	0	0	0	0	0.398	0.398
BACH2	IKZF4	9606.ENSP00000257749	9606.ENSP00000262032	0	0	0	0	0	0.056	0	0.390	0.399
BACH2	TCF7	9606.ENSP00000257749	9606.ENSP00000340347	0	0	0	0	0.062	0	0	0.389	0.402
BACH2	GATA3	9606.ENSP00000257749	9606.ENSP00000368632	0	0	0	0	0	0.060	0	0.396	0.408
BACH2	TAGAP	9606.ENSP00000257749	9606.ENSP00000356033	0	0	0	0	0	0	0	0.432	0.432
BACH2	CTLA4	9606.ENSP00000257749	9606.ENSP00000303939	0	0	0	0	0	0	0	0.456	0.456
BACH2	IKZF1	9606.ENSP00000257749	9606.ENSP00000331614	0	0	0	0	0.062	0.056	0	0.455	0.475
BACH2	IRF8	9606.ENSP00000257749	9606.ENSP00000268638	0	0	0	0	0	0	0	0.502	0.502
BACH2	IL2RA	9606.ENSP00000257749	9606.ENSP00000369293	0	0	0	0	0	0	0	0.504	0.504
BACH2	THEMIS	9606.ENSP00000257749	9606.ENSP00000357231	0	0	0	0	0.062	0	0	0.495	0.506
BACH2	PTPN22	9606.ENSP00000257749	9606.ENSP00000352833	0	0	0	0	0	0	0	0.530	0.530
BACH2	FOSL2	9606.ENSP00000257749	9606.ENSP00000264716	0	0	0	0	0	0.315	0	0.357	0.541
BACH2	BATF	9606.ENSP00000257749	9606.ENSP00000286639	0	0	0	0	0	0.056	0	0.714	0.719
BAD	DHODH	9606.ENSP00000378040	9606.ENSP00000219240	0	0	0	0	0	0	0	0.437	0.437
BAD	RPS6KB1	9606.ENSP00000378040	9606.ENSP00000225577	0	0	0	0	0	0	0	0.325	0.325
BAD	STAT3	9606.ENSP00000378040	9606.ENSP00000264657	0	0	0	0	0	0	0	0.218	0.218
BAD	CDK2	9606.ENSP00000378040	9606.ENSP00000266970	0	0	0	0	0	0	0	0.153	0.153
BAD	FOS	9606.ENSP00000378040	9606.ENSP00000306245	0	0	0	0	0	0	0	0.162	0.161
BAD	GPX4	9606.ENSP00000378040	9606.ENSP00000346103	0	0	0	0	0.107	0	0	0.132	0.193
BAD	FASLG	9606.ENSP00000378040	9606.ENSP00000356694	0	0	0	0	0	0	0	0.297	0.297
BAD	FCRL3	9606.ENSP00000378040	9606.ENSP00000357167	0	0	0	0	0	0	0	0.249	0.249
BAD	CASP7	9606.ENSP00000378040	9606.ENSP00000358327	0	0	0	0	0	0	0	0.297	0.297
BAD	MMP9	9606.ENSP00000378040	9606.ENSP00000361405	0	0	0	0	0	0	0	0.171	0.171
BAD	SYK	9606.ENSP00000378040	9606.ENSP00000364907	0	0	0	0	0	0.071	0	0.205	0.230
BAD	GRB2	9606.ENSP00000378040	9606.ENSP00000376345	0	0	0	0	0	0.131	0	0.255	0.325
BAD	BCL2L11	9606.ENSP00000378040	9606.ENSP00000376943	0	0	0	0	0	0.270	0.900	0.559	0.964
BAD	KSR1	9606.ENSP00000378040	9606.ENSP00000381958	0	0	0	0	0	0.071	0	0.123	0.150
BAD	POLR2E	9606.ENSP00000378040	9606.ENSP00000478303	0	0	0	0	0.117	0	0	0.134	0.203
BATF	IL2RB	9606.ENSP00000286639	9606.ENSP00000216223	0	0	0	0	0.155	0	0	0.324	0.404
BATF	CCL22	9606.ENSP00000286639	9606.ENSP00000219235	0	0	0	0	0.083	0	0	0.147	0.185
BATF	KAT2A	9606.ENSP00000286639	9606.ENSP00000225916	0	0	0	0	0	0.056	0	0.186	0.199
BATF	IL4	9606.ENSP00000286639	9606.ENSP00000231449	0	0	0	0	0	0	0	0.521	0.521
BATF	IL1RL1	9606.ENSP00000286639	9606.ENSP00000233954	0	0	0	0	0	0	0	0.273	0.273
BATF	BATF3	9606.ENSP00000286639	9606.ENSP00000243440	0	0	0	0.890	0.062	0.271	0.800	0.730	0.863
BATF	IRF1	9606.ENSP00000286639	9606.ENSP00000245414	0	0	0	0	0.117	0	0	0.442	0.487
BATF	CCR7	9606.ENSP00000286639	9606.ENSP00000246657	0	0	0	0	0.231	0	0	0.403	0.521
BATF	IKZF4	9606.ENSP00000286639	9606.ENSP00000262032	0	0	0	0	0	0.062	0	0.199	0.217
BATF	IL12RB2	9606.ENSP00000286639	9606.ENSP00000262345	0	0	0	0	0	0	0	0.260	0.260
BATF	IL18RAP	9606.ENSP00000286639	9606.ENSP00000264260	0	0	0	0	0.133	0.071	0	0.143	0.249
BATF	IL21	9606.ENSP00000286639	9606.ENSP00000264497	0	0	0	0	0	0.182	0	0.437	0.520
BATF	STAT3	9606.ENSP00000286639	9606.ENSP00000264657	0	0	0	0	0	0.281	0.900	0.757	0.981
BATF	FOSL2	9606.ENSP00000286639	9606.ENSP00000264716	0	0	0	0.746	0	0	0	0.662	0.199
BATF	GPR65	9606.ENSP00000286639	9606.ENSP00000267549	0	0	0	0	0.131	0	0	0.076	0.163
BATF	IRF8	9606.ENSP00000286639	9606.ENSP00000268638	0	0	0	0	0.230	0	0	0.852	0.881
BATF	FCGR2A	9606.ENSP00000286639	9606.ENSP00000271450	0	0	0	0	0.109	0	0	0.096	0.160
BATF	SAMSN1	9606.ENSP00000286639	9606.ENSP00000285670	0	0	0	0	0.231	0	0	0.143	0.314
BATF	JAK2	9606.ENSP00000286639	9606.ENSP00000371067	0	0	0	0	0	0.064	0	0.139	0.160
BATF	CBX3	9606.ENSP00000286639	9606.ENSP00000336687	0	0	0	0	0	0.155	0	0.048	0.161
BATF	NRROS	9606.ENSP00000286639	9606.ENSP00000328625	0	0	0	0	0.151	0.056	0	0	0.164
BATF	MMP9	9606.ENSP00000286639	9606.ENSP00000361405	0	0	0	0	0.123	0	0	0.098	0.175
BATF	FASLG	9606.ENSP00000286639	9606.ENSP00000356694	0	0	0	0	0.067	0	0	0.155	0.177
BATF	TNFRSF14	9606.ENSP00000286639	9606.ENSP00000347948	0	0	0	0	0.152	0	0	0.073	0.180
BATF	SOX8	9606.ENSP00000286639	9606.ENSP00000293894	0	0	0	0	0	0.124	0	0.104	0.181
BATF	BCL2L11	9606.ENSP00000286639	9606.ENSP00000376943	0	0	0	0	0	0	0	0.187	0.187
BATF	ITGA4	9606.ENSP00000286639	9606.ENSP00000380227	0	0	0	0	0.065	0	0	0.167	0.188
BATF	FCRL3	9606.ENSP00000286639	9606.ENSP00000357167	0	0	0	0	0.068	0	0	0.169	0.192
BATF	TSLP	9606.ENSP00000286639	9606.ENSP00000339804	0	0	0	0	0	0	0	0.194	0.194
BATF	TNFSF15	9606.ENSP00000286639	9606.ENSP00000363157	0	0	0	0	0	0	0	0.194	0.194
BATF	SP140	9606.ENSP00000286639	9606.ENSP00000375899	0	0	0	0	0.141	0	0	0.113	0.205
BATF	IRF7	9606.ENSP00000286639	9606.ENSP00000380697	0	0	0	0	0.118	0	0	0.140	0.209
BATF	RASAL3	9606.ENSP00000286639	9606.ENSP00000341905	0	0	0	0	0.214	0	0	0	0.214
BATF	PTPN22	9606.ENSP00000286639	9606.ENSP00000352833	0	0	0	0	0.132	0	0	0.136	0.218
