#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CEBPA	MMP9	9606.ENSP00000427514	9606.ENSP00000361405	0	0	0	0	0.154	0	0	0.320	0.400
CEBPA	PLAU	9606.ENSP00000427514	9606.ENSP00000361850	0	0	0	0	0	0.056	0	0.167	0.180
CEBPA	SYK	9606.ENSP00000427514	9606.ENSP00000364907	0	0	0	0	0.098	0.058	0	0.149	0.214
GZMB	IL2RB	9606.ENSP00000216341	9606.ENSP00000216223	0	0	0	0	0.496	0	0	0.606	0.793
GZMB	RASGRP1	9606.ENSP00000216341	9606.ENSP00000310244	0	0	0	0	0.065	0	0	0.159	0.180
GZMB	TRAF1	9606.ENSP00000216341	9606.ENSP00000362994	0	0	0	0	0.099	0	0	0.151	0.203
GZMB	PLAU	9606.ENSP00000216341	9606.ENSP00000361850	0	0	0.447	0.713	0	0	0	0.286	0.219
GZMB	TGFBR2	9606.ENSP00000216341	9606.ENSP00000351905	0	0	0	0	0	0.056	0	0.285	0.296
GZMB	MMP9	9606.ENSP00000216341	9606.ENSP00000361405	0	0	0	0	0.114	0	0	0.325	0.376
GZMB	SYK	9606.ENSP00000216341	9606.ENSP00000364907	0	0	0	0	0.136	0.056	0	0.364	0.435
GZMB	IL2RA	9606.ENSP00000216341	9606.ENSP00000369293	0	0	0	0	0.167	0	0	0.565	0.622
GZMB	NCR1	9606.ENSP00000216341	9606.ENSP00000291890	0	0	0	0	0.062	0	0	0.703	0.709
IL12A	IL2RB	9606.ENSP00000303231	9606.ENSP00000216223	0	0	0	0	0	0	0.600	0.091	0.620
IL12A	IL12B	9606.ENSP00000303231	9606.ENSP00000231228	0	0	0	0	0	0.951	0.900	0.669	0.998
IL12A	IL2RA	9606.ENSP00000303231	9606.ENSP00000369293	0	0	0	0	0	0	0.600	0.189	0.661
IL12B	IL2RB	9606.ENSP00000231228	9606.ENSP00000216223	0	0	0	0	0	0	0.600	0	0.600
IL12B	IL2RA	9606.ENSP00000231228	9606.ENSP00000369293	0	0	0	0	0	0	0.600	0.080	0.616
IL2RA	IL2RB	9606.ENSP00000369293	9606.ENSP00000216223	0	0	0	0	0.089	0.463	0.900	0.986	0.999
IL2RA	NCR1	9606.ENSP00000369293	9606.ENSP00000291890	0	0	0	0	0	0	0	0.445	0.445
IL2RA	RASGRP1	9606.ENSP00000369293	9606.ENSP00000310244	0	0	0	0	0	0	0	0.187	0.187
IL2RA	TGFBR2	9606.ENSP00000369293	9606.ENSP00000351905	0	0	0	0	0	0	0	0.257	0.256
IL2RA	MMP9	9606.ENSP00000369293	9606.ENSP00000361405	0	0	0	0	0.065	0	0	0.240	0.259
IL2RA	PLAU	9606.ENSP00000369293	9606.ENSP00000361850	0	0	0	0	0	0	0	0.308	0.308
IL2RA	TRAF1	9606.ENSP00000369293	9606.ENSP00000362994	0	0	0	0	0.088	0	0	0.391	0.420
IL2RA	SYK	9606.ENSP00000369293	9606.ENSP00000364907	0	0	0	0	0.079	0	0.900	0.685	0.968
IL2RB	MMP9	9606.ENSP00000216223	9606.ENSP00000361405	0	0	0	0	0.076	0	0	0.120	0.152
IL2RB	TGFBR2	9606.ENSP00000216223	9606.ENSP00000351905	0	0	0	0	0	0	0	0.193	0.193
IL2RB	RASGRP1	9606.ENSP00000216223	9606.ENSP00000310244	0	0	0	0	0.076	0	0	0.244	0.271
IL2RB	TRAF1	9606.ENSP00000216223	9606.ENSP00000362994	0	0	0	0	0.151	0	0	0.324	0.402
IL2RB	NCR1	9606.ENSP00000216223	9606.ENSP00000291890	0	0	0	0	0.064	0	0	0.647	0.655
IL2RB	SYK	9606.ENSP00000216223	9606.ENSP00000364907	0	0	0	0	0.205	0.213	0.900	0.188	0.942
MMP9	NCR1	9606.ENSP00000361405	9606.ENSP00000291890	0	0	0	0	0	0	0	0.170	0.169
MMP9	TGFBR2	9606.ENSP00000361405	9606.ENSP00000351905	0	0	0	0	0.062	0	0	0.460	0.471
MMP9	SYK	9606.ENSP00000361405	9606.ENSP00000364907	0	0	0	0	0.102	0	0	0.330	0.372
MMP9	TRAF1	9606.ENSP00000361405	9606.ENSP00000362994	0	0	0	0	0.098	0	0	0.370	0.407
MMP9	PLAU	9606.ENSP00000361405	9606.ENSP00000361850	0	0	0	0	0.076	0	0	0.728	0.738
NCR1	TGFBR2	9606.ENSP00000291890	9606.ENSP00000351905	0	0	0	0	0	0	0	0.151	0.150
NCR1	SYK	9606.ENSP00000291890	9606.ENSP00000364907	0	0	0	0	0.052	0	0	0.392	0.398
PLAU	TGFBR2	9606.ENSP00000361850	9606.ENSP00000351905	0	0	0	0	0.095	0.056	0	0.275	0.326
PLAU	SYK	9606.ENSP00000361850	9606.ENSP00000364907	0	0	0	0	0	0.056	0	0.160	0.173
PLAU	TRAF1	9606.ENSP00000361850	9606.ENSP00000362994	0	0	0	0	0	0	0	0.195	0.195
RASGRP1	SYK	9606.ENSP00000310244	9606.ENSP00000364907	0	0	0	0	0.062	0.100	0	0.462	0.507
SYK	TGFBR2	9606.ENSP00000364907	9606.ENSP00000351905	0	0	0	0	0.062	0	0	0.188	0.205
SYK	TRAF1	9606.ENSP00000364907	9606.ENSP00000362994	0	0	0	0	0.088	0.099	0	0.213	0.297
TGFBR2	TRAF1	9606.ENSP00000351905	9606.ENSP00000362994	0	0	0	0	0.091	0.099	0	0.140	0.234
TRAF1	UBE2L3	9606.ENSP00000362994	9606.ENSP00000400906	0	0	0	0	0.056	0.173	0	0.397	0.488
