#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABI3	PTPN22	9606.ENSP00000225941	9606.ENSP00000352833	0	0	0	0	0.103	0.107	0	0	0.165
ABI3	BLK	9606.ENSP00000225941	9606.ENSP00000259089	0	0	0	0	0.077	0.143	0	0.045	0.178
ABI3	RASGRP1	9606.ENSP00000225941	9606.ENSP00000310244	0	0	0	0	0.062	0.105	0	0.101	0.179
ABI3	ITGAX	9606.ENSP00000225941	9606.ENSP00000454623	0	0	0	0	0.142	0.060	0	0.065	0.180
ABI3	IKZF1	9606.ENSP00000225941	9606.ENSP00000331614	0	0	0	0	0.185	0	0	0	0.185
ABI3	SPRED2	9606.ENSP00000225941	9606.ENSP00000348753	0	0	0	0	0.065	0.145	0	0.067	0.188
ABI3	NRROS	9606.ENSP00000225941	9606.ENSP00000328625	0	0	0	0	0.170	0	0	0.066	0.192
ABI3	FCGR3A	9606.ENSP00000225941	9606.ENSP00000356946	0	0	0	0	0.212	0	0	0	0.212
ABI3	CD2	9606.ENSP00000225941	9606.ENSP00000358490	0	0	0	0	0.213	0	0	0	0.213
ABI3	PTPRC	9606.ENSP00000225941	9606.ENSP00000411355	0	0	0	0	0.198	0.120	0	0	0.264
ABI3	IRF8	9606.ENSP00000225941	9606.ENSP00000268638	0	0	0	0	0.278	0	0	0	0.278
ABI3	PHOSPHO1	9606.ENSP00000225941	9606.ENSP00000406909	0	0	0	0	0.165	0	0	0.173	0.281
ABI3	SYK	9606.ENSP00000225941	9606.ENSP00000364907	0	0	0	0	0.112	0.143	0	0.153	0.299
BAD	STAT3	9606.ENSP00000378040	9606.ENSP00000264657	0	0	0	0	0	0	0	0.218	0.218
BAD	CDK2	9606.ENSP00000378040	9606.ENSP00000266970	0	0	0	0	0	0	0	0.153	0.153
BAD	FOS	9606.ENSP00000378040	9606.ENSP00000306245	0	0	0	0	0	0	0	0.162	0.161
BAD	FASLG	9606.ENSP00000378040	9606.ENSP00000356694	0	0	0	0	0	0	0	0.297	0.297
BAD	MMP9	9606.ENSP00000378040	9606.ENSP00000361405	0	0	0	0	0	0	0	0.171	0.171
BAD	SYK	9606.ENSP00000378040	9606.ENSP00000364907	0	0	0	0	0	0.071	0	0.205	0.230
BAD	GRB2	9606.ENSP00000378040	9606.ENSP00000376345	0	0	0	0	0	0.131	0	0.255	0.325
BAD	BCL2L11	9606.ENSP00000378040	9606.ENSP00000376943	0	0	0	0	0	0.270	0.900	0.559	0.964
BAD	KSR1	9606.ENSP00000378040	9606.ENSP00000381958	0	0	0	0	0	0.071	0	0.123	0.150
BATF	IL4	9606.ENSP00000286639	9606.ENSP00000231449	0	0	0	0	0	0	0	0.521	0.521
BATF	BATF3	9606.ENSP00000286639	9606.ENSP00000243440	0	0	0	0.890	0.062	0.271	0.800	0.730	0.863
BATF	IRF1	9606.ENSP00000286639	9606.ENSP00000245414	0	0	0	0	0.117	0	0	0.442	0.487
BATF	IL12RB2	9606.ENSP00000286639	9606.ENSP00000262345	0	0	0	0	0	0	0	0.260	0.260
BATF	STAT3	9606.ENSP00000286639	9606.ENSP00000264657	0	0	0	0	0	0.281	0.900	0.757	0.981
BATF	GPR65	9606.ENSP00000286639	9606.ENSP00000267549	0	0	0	0	0.131	0	0	0.076	0.163
BATF	IRF8	9606.ENSP00000286639	9606.ENSP00000268638	0	0	0	0	0.230	0	0	0.852	0.881
BATF	FCGR2A	9606.ENSP00000286639	9606.ENSP00000271450	0	0	0	0	0.109	0	0	0.096	0.160
BATF	JAK2	9606.ENSP00000286639	9606.ENSP00000371067	0	0	0	0	0	0.064	0	0.139	0.160
BATF	NRROS	9606.ENSP00000286639	9606.ENSP00000328625	0	0	0	0	0.151	0.056	0	0	0.164
BATF	MMP9	9606.ENSP00000286639	9606.ENSP00000361405	0	0	0	0	0.123	0	0	0.098	0.175
BATF	CLECL1	9606.ENSP00000286639	9606.ENSP00000483624	0	0	0	0	0.177	0	0	0	0.177
BATF	FASLG	9606.ENSP00000286639	9606.ENSP00000356694	0	0	0	0	0.067	0	0	0.155	0.177
BATF	TNFAIP3	9606.ENSP00000286639	9606.ENSP00000481570	0	0	0	0	0.117	0	0	0.108	0.179
BATF	TNFRSF14	9606.ENSP00000286639	9606.ENSP00000347948	0	0	0	0	0.152	0	0	0.073	0.180
BATF	SOX8	9606.ENSP00000286639	9606.ENSP00000293894	0	0	0	0	0	0.124	0	0.104	0.181
BATF	BCL2L11	9606.ENSP00000286639	9606.ENSP00000376943	0	0	0	0	0	0	0	0.187	0.187
BATF	NAB1	9606.ENSP00000286639	9606.ENSP00000336894	0	0	0	0	0	0	0	0.188	0.188
BATF	TSLP	9606.ENSP00000286639	9606.ENSP00000339804	0	0	0	0	0	0	0	0.194	0.194
BATF	PTPN22	9606.ENSP00000286639	9606.ENSP00000352833	0	0	0	0	0.132	0	0	0.136	0.218
BATF	SYK	9606.ENSP00000286639	9606.ENSP00000364907	0	0	0	0	0.155	0.064	0	0.117	0.241
BATF	CD2	9606.ENSP00000286639	9606.ENSP00000358490	0	0	0	0	0.169	0	0	0.155	0.267
BATF	IL6R	9606.ENSP00000286639	9606.ENSP00000357470	0	0	0	0	0.069	0	0	0.277	0.299
BATF	CCL20	9606.ENSP00000286639	9606.ENSP00000351671	0	0	0	0	0.076	0	0	0.282	0.308
BATF	ITK	9606.ENSP00000286639	9606.ENSP00000398655	0	0	0	0	0.062	0.064	0	0.276	0.309
BATF	ITGAX	9606.ENSP00000286639	9606.ENSP00000454623	0	0	0	0	0.123	0	0	0.263	0.326
BATF	IL13	9606.ENSP00000286639	9606.ENSP00000304915	0	0	0	0	0	0	0	0.348	0.347
BATF	FCGR3A	9606.ENSP00000286639	9606.ENSP00000356946	0	0	0	0	0.120	0	0	0.322	0.378
BATF	ETS1	9606.ENSP00000286639	9606.ENSP00000376436	0	0	0	0	0	0	0	0.392	0.392
BATF	IKZF3	9606.ENSP00000286639	9606.ENSP00000344544	0	0	0	0	0.096	0.062	0	0.364	0.414
BATF	IL2RA	9606.ENSP00000286639	9606.ENSP00000369293	0	0	0	0	0.111	0	0	0.406	0.449
BATF	HAVCR2	9606.ENSP00000286639	9606.ENSP00000312002	0	0	0	0	0.099	0	0	0.421	0.456
BATF	PTPRC	9606.ENSP00000286639	9606.ENSP00000411355	0	0	0	0	0.189	0	0	0.365	0.463
BATF	GPR29	9606.ENSP00000286639	9606.ENSP00000343952	0	0	0	0	0.062	0	0	0.468	0.480
BATF	IKZF1	9606.ENSP00000286639	9606.ENSP00000331614	0	0	0	0	0.202	0.062	0	0.376	0.492
BATF	ENSP00000383715	9606.ENSP00000286639	9606.ENSP00000383715	0	0	0	0	0.085	0	0	0.468	0.493
BATF	TCF7	9606.ENSP00000286639	9606.ENSP00000340347	0	0	0	0	0.062	0.134	0	0.430	0.497
BATF	IL23R	9606.ENSP00000286639	9606.ENSP00000321345	0	0	0	0	0	0	0	0.526	0.526
BATF	CCRL2	9606.ENSP00000286639	9606.ENSP00000349967	0	0	0	0	0.177	0	0	0.459	0.535
BATF	RUNX3	9606.ENSP00000286639	9606.ENSP00000382800	0	0	0	0	0.111	0	0	0.503	0.539
BATF	CEBPA	9606.ENSP00000286639	9606.ENSP00000427514	0	0	0	0	0.076	0.478	0	0.130	0.544
BATF	IL10	9606.ENSP00000286639	9606.ENSP00000412237	0	0	0	0	0.081	0.182	0	0.459	0.558
BATF	EOMES	9606.ENSP00000286639	9606.ENSP00000388620	0	0	0	0	0	0.143	0	0.535	0.585
BATF	GATA3	9606.ENSP00000286639	9606.ENSP00000368632	0	0	0	0	0.085	0.066	0	0.614	0.641
BATF	FOS	9606.ENSP00000286639	9606.ENSP00000306245	0	0	0	0.748	0	0.213	0.900	0.503	0.927
BATF	RORC	9606.ENSP00000286639	9606.ENSP00000327025	0	0	0	0	0	0.182	0.900	0.640	0.968
BATF3	CCL2	9606.ENSP00000243440	9606.ENSP00000225831	0	0	0	0	0.062	0	0	0.234	0.250
BATF3	IL4	9606.ENSP00000243440	9606.ENSP00000231449	0	0	0	0	0	0	0	0.391	0.390
BATF3	IKZF3	9606.ENSP00000243440	9606.ENSP00000344544	0	0	0	0	0	0.062	0	0.136	0.155
BATF3	IL23R	9606.ENSP00000243440	9606.ENSP00000321345	0	0	0	0	0.062	0	0	0.154	0.172
BATF3	TCF7	9606.ENSP00000243440	9606.ENSP00000340347	0	0	0	0	0	0.134	0	0.084	0.173
BATF3	IL2RA	9606.ENSP00000243440	9606.ENSP00000369293	0	0	0	0	0	0	0	0.179	0.179
BATF3	CCL20	9606.ENSP00000243440	9606.ENSP00000351671	0	0	0	0	0	0	0	0.182	0.181
BATF3	JAK2	9606.ENSP00000243440	9606.ENSP00000371067	0	0	0	0	0	0.064	0	0.162	0.182
BATF3	ENSP00000383715	9606.ENSP00000243440	9606.ENSP00000383715	0	0	0	0	0.062	0	0	0.171	0.189
BATF3	GPR29	9606.ENSP00000243440	9606.ENSP00000343952	0	0	0	0	0.062	0	0	0.171	0.189
BATF3	NCR1	9606.ENSP00000243440	9606.ENSP00000291890	0	0	0	0	0	0	0	0.193	0.193
BATF3	FCGR2A	9606.ENSP00000243440	9606.ENSP00000271450	0	0	0	0	0.065	0	0	0.181	0.201
BATF3	CCRL2	9606.ENSP00000243440	9606.ENSP00000349967	0	0	0	0	0.065	0	0	0.181	0.201
BATF3	CCL21	9606.ENSP00000243440	9606.ENSP00000259607	0	0	0	0	0	0	0	0.208	0.208
BATF3	TSLP	9606.ENSP00000243440	9606.ENSP00000339804	0	0	0	0	0	0	0	0.210	0.210
BATF3	CCL19	9606.ENSP00000243440	9606.ENSP00000308815	0	0	0	0	0	0	0	0.217	0.217
BATF3	IL13	9606.ENSP00000243440	9606.ENSP00000304915	0	0	0	0	0	0	0	0.244	0.243
BATF3	RORC	9606.ENSP00000243440	9606.ENSP00000327025	0	0	0	0	0	0.077	0	0.233	0.261
BATF3	EOMES	9606.ENSP00000243440	9606.ENSP00000388620	0	0	0	0	0	0.143	0	0.183	0.269
BATF3	RUNX3	9606.ENSP00000243440	9606.ENSP00000382800	0	0	0	0	0.065	0	0	0.251	0.269
BATF3	IRF1	9606.ENSP00000243440	9606.ENSP00000245414	0	0	0	0	0.064	0	0	0.279	0.296
BATF3	GATA3	9606.ENSP00000243440	9606.ENSP00000368632	0	0	0	0	0.062	0.066	0	0.264	0.299
BATF3	IKZF1	9606.ENSP00000243440	9606.ENSP00000331614	0	0	0	0	0	0.062	0	0.285	0.300
BATF3	HAVCR2	9606.ENSP00000243440	9606.ENSP00000312002	0	0	0	0	0.063	0	0	0.323	0.338
BATF3	FCGR3A	9606.ENSP00000243440	9606.ENSP00000356946	0	0	0	0	0.067	0	0	0.324	0.342
BATF3	STAT3	9606.ENSP00000243440	9606.ENSP00000264657	0	0	0	0	0	0.182	0	0.264	0.372
BATF3	CEBPA	9606.ENSP00000243440	9606.ENSP00000427514	0	0	0	0	0	0.299	0	0.177	0.399
BATF3	IL10	9606.ENSP00000243440	9606.ENSP00000412237	0	0	0	0	0.062	0.105	0	0.390	0.443
BATF3	PTPRC	9606.ENSP00000243440	9606.ENSP00000411355	0	0	0	0	0.081	0	0	0.476	0.497
BATF3	ITGAX	9606.ENSP00000243440	9606.ENSP00000454623	0	0	0	0	0.062	0	0	0.681	0.688
BATF3	IRF8	9606.ENSP00000243440	9606.ENSP00000268638	0	0	0	0	0.090	0	0	0.798	0.808
BATF3	FOS	9606.ENSP00000243440	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.385	0.935
BCL2L11	PIK3R2	9606.ENSP00000376943	9606.ENSP00000222254	0	0	0	0	0	0	0	0.224	0.224
BCL2L11	CCL2	9606.ENSP00000376943	9606.ENSP00000225831	0	0	0	0	0	0	0	0.283	0.282
BCL2L11	IL4	9606.ENSP00000376943	9606.ENSP00000231449	0	0	0	0	0	0	0	0.386	0.386
BCL2L11	IRF1	9606.ENSP00000376943	9606.ENSP00000245414	0	0	0	0	0.062	0	0	0.231	0.247
BCL2L11	WISP1	9606.ENSP00000376943	9606.ENSP00000250160	0	0	0	0	0	0	0	0.269	0.269
BCL2L11	BLK	9606.ENSP00000376943	9606.ENSP00000259089	0	0	0	0	0	0.057	0	0.195	0.208
BCL2L11	STAT3	9606.ENSP00000376943	9606.ENSP00000264657	0	0	0	0	0	0	0	0.597	0.597
BCL2L11	CDK2	9606.ENSP00000376943	9606.ENSP00000266970	0	0	0	0	0	0	0	0.523	0.523
BCL2L11	ERBB3	9606.ENSP00000376943	9606.ENSP00000267101	0	0	0	0	0	0	0	0.375	0.375
BCL2L11	NCR1	9606.ENSP00000376943	9606.ENSP00000291890	0	0	0	0	0	0	0	0.294	0.294
BCL2L11	IL13	9606.ENSP00000376943	9606.ENSP00000304915	0	0	0	0	0	0	0	0.201	0.201
BCL2L11	FOS	9606.ENSP00000376943	9606.ENSP00000306245	0	0	0	0	0	0	0	0.414	0.414
BCL2L11	RASGRP1	9606.ENSP00000376943	9606.ENSP00000310244	0	0	0	0	0	0	0	0.260	0.260
BCL2L11	HAVCR2	9606.ENSP00000376943	9606.ENSP00000312002	0	0	0	0	0	0	0	0.234	0.234
BCL2L11	MALT1	9606.ENSP00000376943	9606.ENSP00000319279	0	0	0	0	0	0	0	0.160	0.159
BCL2L11	CUL1	9606.ENSP00000376943	9606.ENSP00000326804	0	0	0	0	0	0	0	0.481	0.481
BCL2L11	RORC	9606.ENSP00000376943	9606.ENSP00000327025	0	0	0	0	0	0	0	0.194	0.194
BCL2L11	IKZF1	9606.ENSP00000376943	9606.ENSP00000331614	0	0	0	0	0	0	0	0.260	0.260
BCL2L11	TSLP	9606.ENSP00000376943	9606.ENSP00000339804	0	0	0	0	0	0	0	0.296	0.296
BCL2L11	TCF7	9606.ENSP00000376943	9606.ENSP00000340347	0	0	0	0	0	0	0	0.208	0.208
BCL2L11	IKZF3	9606.ENSP00000376943	9606.ENSP00000344544	0	0	0	0	0	0	0	0.329	0.329
BCL2L11	PTPN22	9606.ENSP00000376943	9606.ENSP00000352833	0	0	0	0	0	0	0	0.195	0.195
BCL2L11	FASLG	9606.ENSP00000376943	9606.ENSP00000356694	0	0	0	0	0	0.385	0	0.681	0.795
BCL2L11	FCGR3A	9606.ENSP00000376943	9606.ENSP00000356946	0	0	0	0	0	0	0	0.170	0.169
BCL2L11	IL6R	9606.ENSP00000376943	9606.ENSP00000357470	0	0	0	0	0	0	0	0.164	0.163
BCL2L11	CD2	9606.ENSP00000376943	9606.ENSP00000358490	0	0	0	0	0	0	0	0.180	0.179
BCL2L11	MMP9	9606.ENSP00000376943	9606.ENSP00000361405	0	0	0	0	0	0	0	0.391	0.390
BCL2L11	SYK	9606.ENSP00000376943	9606.ENSP00000364907	0	0	0	0	0.062	0.057	0	0.324	0.349
BCL2L11	GATA3	9606.ENSP00000376943	9606.ENSP00000368632	0	0	0	0	0	0	0	0.297	0.297
BCL2L11	IL2RA	9606.ENSP00000376943	9606.ENSP00000369293	0	0	0	0	0	0	0	0.318	0.318
BCL2L11	JAK2	9606.ENSP00000376943	9606.ENSP00000371067	0	0	0	0	0	0.057	0.900	0.391	0.937
BCL2L11	GRB2	9606.ENSP00000376943	9606.ENSP00000376345	0	0	0	0	0	0	0	0.325	0.325
BCL2L11	ETS1	9606.ENSP00000376943	9606.ENSP00000376436	0	0	0	0	0	0	0	0.267	0.267
BCL2L11	PARK7	9606.ENSP00000376943	9606.ENSP00000418770	0	0	0	0	0	0	0	0.153	0.153
BCL2L11	ITK	9606.ENSP00000376943	9606.ENSP00000398655	0	0	0	0	0	0.057	0	0.144	0.158
BCL2L11	ITGAX	9606.ENSP00000376943	9606.ENSP00000454623	0	0	0	0	0	0	0	0.242	0.241
BCL2L11	TNFAIP3	9606.ENSP00000376943	9606.ENSP00000481570	0	0	0	0	0.063	0	0	0.233	0.250
BCL2L11	CEBPA	9606.ENSP00000376943	9606.ENSP00000427514	0	0	0	0	0	0	0	0.298	0.298
BCL2L11	EOMES	9606.ENSP00000376943	9606.ENSP00000388620	0	0	0	0	0	0	0	0.302	0.302
BCL2L11	IL10	9606.ENSP00000376943	9606.ENSP00000412237	0	0	0	0	0	0	0	0.402	0.403
BCL2L11	PTPRC	9606.ENSP00000376943	9606.ENSP00000411355	0	0	0	0	0.062	0	0	0.460	0.471
BCL2L11	KSR1	9606.ENSP00000376943	9606.ENSP00000381958	0	0	0	0	0	0.057	0.600	0.181	0.664
BCL2L11	RUNX3	9606.ENSP00000376943	9606.ENSP00000382800	0	0	0	0	0	0	0.900	0.455	0.943
BLK	CDC37	9606.ENSP00000259089	9606.ENSP00000222005	0	0	0	0	0	0.154	0	0	0.154
BLK	PIK3R2	9606.ENSP00000259089	9606.ENSP00000222254	0	0	0	0	0	0.123	0	0.073	0.153
BLK	IL4	9606.ENSP00000259089	9606.ENSP00000231449	0	0	0	0	0	0	0	0.183	0.183
BLK	MMP9	9606.ENSP00000259089	9606.ENSP00000361405	0	0	0	0	0.063	0	0	0.131	0.151
BLK	CLECL1	9606.ENSP00000259089	9606.ENSP00000483624	0	0	0	0	0.140	0.058	0	0	0.155
BLK	CEBPA	9606.ENSP00000259089	9606.ENSP00000427514	0	0	0	0	0	0.058	0	0.140	0.156
BLK	GNAS	9606.ENSP00000259089	9606.ENSP00000360141	0	0	0	0	0	0.159	0	0	0.158
BLK	CDK2	9606.ENSP00000259089	9606.ENSP00000266970	0	0	0.288	0.664	0.062	0.061	0	0.090	0.175
BLK	RORC	9606.ENSP00000259089	9606.ENSP00000327025	0	0	0	0	0	0	0	0.177	0.177
BLK	NRROS	9606.ENSP00000259089	9606.ENSP00000328625	0	0	0	0	0.136	0.089	0	0	0.179
BLK	PKIA	9606.ENSP00000259089	9606.ENSP00000379696	0	0	0	0	0	0	0	0.191	0.191
BLK	FCGR3A	9606.ENSP00000259089	9606.ENSP00000356946	0	0	0	0	0	0.056	0	0.181	0.193
BLK	ITGAX	9606.ENSP00000259089	9606.ENSP00000454623	0	0	0	0	0.067	0.075	0	0.150	0.202
BLK	RUNX3	9606.ENSP00000259089	9606.ENSP00000382800	0	0	0	0	0.098	0	0	0.154	0.204
BLK	IL12RB2	9606.ENSP00000259089	9606.ENSP00000262345	0	0	0	0	0	0.057	0	0.193	0.206
BLK	CCL21	9606.ENSP00000259089	9606.ENSP00000259607	0	0	0	0	0	0	0	0.207	0.207
BLK	TCF7	9606.ENSP00000259089	9606.ENSP00000340347	0	0	0	0	0.108	0.071	0	0.119	0.207
BLK	GRB2	9606.ENSP00000259089	9606.ENSP00000376345	0	0	0	0.713	0	0.156	0	0.292	0.219
BLK	GATA3	9606.ENSP00000259089	9606.ENSP00000368632	0	0	0	0	0.065	0.139	0	0.110	0.221
BLK	CD2	9606.ENSP00000259089	9606.ENSP00000358490	0	0	0	0	0.120	0	0	0.164	0.233
BLK	IL23R	9606.ENSP00000259089	9606.ENSP00000321345	0	0	0	0	0	0	0	0.242	0.241
BLK	CCRL2	9606.ENSP00000259089	9606.ENSP00000349967	0	0	0	0	0	0.056	0	0.235	0.246
BLK	IL2RA	9606.ENSP00000259089	9606.ENSP00000369293	0	0	0	0	0.063	0	0	0.234	0.251
BLK	ERBB3	9606.ENSP00000259089	9606.ENSP00000267101	0	0	0	0.677	0	0.242	0	0.117	0.261
BLK	IL10	9606.ENSP00000259089	9606.ENSP00000412237	0	0	0	0	0	0.060	0	0.247	0.261
BLK	MFHAS1	9606.ENSP00000259089	9606.ENSP00000276282	0	0	0	0	0	0.089	0	0.225	0.263
BLK	GPR29	9606.ENSP00000259089	9606.ENSP00000343952	0	0	0	0	0.065	0.056	0	0.235	0.265
BLK	FOS	9606.ENSP00000259089	9606.ENSP00000306245	0	0	0	0	0	0.064	0	0.249	0.267
BLK	TNFRSF14	9606.ENSP00000259089	9606.ENSP00000347948	0	0	0	0	0.126	0	0	0.197	0.268
BLK	GPR65	9606.ENSP00000259089	9606.ENSP00000267549	0	0	0	0	0.261	0.056	0	0	0.273
BLK	RASGRP1	9606.ENSP00000259089	9606.ENSP00000310244	0	0	0	0	0.062	0.100	0	0.221	0.284
BLK	ENSP00000383715	9606.ENSP00000259089	9606.ENSP00000383715	0	0	0	0	0.108	0.056	0	0.235	0.300
BLK	SPRED2	9606.ENSP00000259089	9606.ENSP00000348753	0	0	0	0	0	0.132	0	0.242	0.313
BLK	MALT1	9606.ENSP00000259089	9606.ENSP00000319279	0.047	0	0	0	0	0.056	0	0.315	0.330
BLK	FNDC4	9606.ENSP00000259089	9606.ENSP00000264703	0	0	0	0	0	0	0	0.351	0.351
BLK	ETS1	9606.ENSP00000259089	9606.ENSP00000376436	0	0	0	0	0.088	0.060	0	0.340	0.384
BLK	PTPRC	9606.ENSP00000259089	9606.ENSP00000411355	0	0	0	0	0.235	0.078	0	0.205	0.390
BLK	IRF8	9606.ENSP00000259089	9606.ENSP00000268638	0	0	0	0	0.138	0	0	0.324	0.392
BLK	IKZF3	9606.ENSP00000259089	9606.ENSP00000344544	0	0	0	0	0.154	0.089	0	0.387	0.486
BLK	UBE2L3	9606.ENSP00000259089	9606.ENSP00000400906	0	0	0	0	0.062	0.067	0	0.502	0.526
BLK	SLC15A4	9606.ENSP00000259089	9606.ENSP00000266771	0	0	0	0	0	0.056	0	0.556	0.563
BLK	TNFAIP3	9606.ENSP00000259089	9606.ENSP00000481570	0	0	0	0	0.083	0.071	0	0.566	0.597
BLK	FCGR2A	9606.ENSP00000259089	9606.ENSP00000271450	0	0	0	0	0	0.213	0	0.517	0.603
BLK	IKZF1	9606.ENSP00000259089	9606.ENSP00000331614	0	0	0	0	0.550	0.067	0	0.390	0.721
BLK	PTPN22	9606.ENSP00000259089	9606.ENSP00000352833	0	0	0	0	0.260	0.078	0	0.634	0.729
BLK	PDGFB	9606.ENSP00000259089	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.067	0.902
BLK	ITK	9606.ENSP00000259089	9606.ENSP00000398655	0	0	0	0.854	0.116	0	0.900	0.549	0.914
BLK	SYK	9606.ENSP00000259089	9606.ENSP00000364907	0	0	0	0.733	0.097	0	0.900	0.640	0.921
BLK	STAT3	9606.ENSP00000259089	9606.ENSP00000264657	0	0	0	0	0	0.716	0.900	0.207	0.975
BSN	RAB3A	9606.ENSP00000296452	9606.ENSP00000222256	0	0	0	0	0.374	0.353	0	0.476	0.769
BSN	FOS	9606.ENSP00000296452	9606.ENSP00000306245	0	0	0	0	0	0	0	0.153	0.152
BSN	TRIM46	9606.ENSP00000296452	9606.ENSP00000334657	0	0	0	0	0.093	0	0	0.134	0.181
BSN	TH	9606.ENSP00000296452	9606.ENSP00000370571	0	0	0	0	0.062	0	0	0.242	0.258
BSN	SLC12A5	9606.ENSP00000296452	9606.ENSP00000387694	0	0	0	0	0.315	0	0	0.112	0.366
CARD9	CCL2	9606.ENSP00000360797	9606.ENSP00000225831	0	0	0	0	0	0	0	0.234	0.234
CARD9	IL12B	9606.ENSP00000360797	9606.ENSP00000231228	0	0	0	0	0	0	0	0.200	0.200
CARD9	IL4	9606.ENSP00000360797	9606.ENSP00000231449	0	0	0	0	0	0	0	0.324	0.323
CARD9	IRF1	9606.ENSP00000360797	9606.ENSP00000245414	0	0	0	0	0.062	0	0	0.248	0.264
CARD9	STAT3	9606.ENSP00000360797	9606.ENSP00000264657	0	0	0	0	0	0	0	0.504	0.504
CARD9	GPR65	9606.ENSP00000360797	9606.ENSP00000267549	0	0	0	0	0.063	0	0	0.243	0.260
CARD9	IRF8	9606.ENSP00000360797	9606.ENSP00000268638	0	0	0	0	0.107	0	0	0.277	0.328
CARD9	FCGR2A	9606.ENSP00000360797	9606.ENSP00000271450	0	0	0	0	0.068	0	0	0.240	0.261
CARD9	CCL11	9606.ENSP00000360797	9606.ENSP00000302234	0	0	0	0	0	0	0	0.164	0.164
CARD9	IL12A	9606.ENSP00000360797	9606.ENSP00000303231	0	0	0	0	0	0	0	0.152	0.151
CARD9	IL13	9606.ENSP00000360797	9606.ENSP00000304915	0	0	0	0	0	0	0	0.246	0.245
CARD9	FOS	9606.ENSP00000360797	9606.ENSP00000306245	0	0	0	0	0	0	0	0.155	0.154
CARD9	CCL19	9606.ENSP00000360797	9606.ENSP00000308815	0	0	0	0	0	0	0	0.209	0.209
CARD9	HAVCR2	9606.ENSP00000360797	9606.ENSP00000312002	0	0	0	0	0.054	0	0	0.165	0.176
CARD9	MALT1	9606.ENSP00000360797	9606.ENSP00000319279	0	0	0	0	0	0.270	0.800	0.985	0.997
CARD9	CXCR2	9606.ENSP00000360797	9606.ENSP00000319635	0	0	0	0	0	0	0	0.246	0.246
CARD9	IL23R	9606.ENSP00000360797	9606.ENSP00000321345	0	0	0	0	0	0	0	0.608	0.608
CARD9	RORC	9606.ENSP00000360797	9606.ENSP00000327025	0	0	0	0	0	0	0	0.205	0.205
CARD9	PDGFB	9606.ENSP00000360797	9606.ENSP00000330382	0	0	0	0	0	0	0	0.296	0.296
CARD9	IKZF1	9606.ENSP00000360797	9606.ENSP00000331614	0	0	0	0	0.109	0	0	0.090	0.155
CARD9	RPS6KA4	9606.ENSP00000360797	9606.ENSP00000333896	0	0	0	0	0.155	0	0	0	0.154
CARD9	GPR29	9606.ENSP00000360797	9606.ENSP00000343952	0	0	0	0	0	0	0	0.271	0.271
CARD9	TNFRSF14	9606.ENSP00000360797	9606.ENSP00000347948	0	0	0	0	0.102	0	0	0.096	0.153
CARD9	CCRL2	9606.ENSP00000360797	9606.ENSP00000349967	0	0	0	0	0.076	0	0	0.270	0.296
