T1	T2	bhat.dist
Hyperthyroidism/Thyrotoxicosis	Psoriasis	35.6976936033594
Hyperthyroidism/Thyrotoxicosis	Arthropathic psoriasis	18.632938984329
Hyperthyroidism/Thyrotoxicosis	Rosacea	26.3299901308971
Hyperthyroidism/Thyrotoxicosis	Vitiligo	9.86497474811042
Hyperthyroidism/Thyrotoxicosis	Ankylosing spondylitis	36.4875615750264
Hyperthyroidism/Thyrotoxicosis	Palindromic rheumatism	8.78368110254804
Hyperthyroidism/Thyrotoxicosis	Polymyalgia rheumatica	15.2873046175681
Hyperthyroidism/Thyrotoxicosis	Rheumatoid arthritis	13.929034364614
Hyperthyroidism/Thyrotoxicosis	Systemic lupus erythematosus	21.8540734460221
Hyperthyroidism/Thyrotoxicosis	Wegener granulomatosis	9.24408064247247
Hyperthyroidism/Thyrotoxicosis	Early-onset Myastenia Gravis	11.9260893240804
Hyperthyroidism/Thyrotoxicosis	Late-onset Myastenia Gravis	9.81317682751746
Hyperthyroidism/Thyrotoxicosis	Myastenia Gravis	7.74066249687574
Hyperthyroidism/Thyrotoxicosis	IIM (Miller)	8.50110256584158
Hyperthyroidism/Thyrotoxicosis	Glomerulonephritis	14.9110272010509
Hyperthyroidism/Thyrotoxicosis	IgG+ Neuromyelitis Optica	12.485390003734
Hyperthyroidism/Thyrotoxicosis	Polymyositis (Miller)	7.9552756516639
Hyperthyroidism/Thyrotoxicosis	Polymyositis (Rothwell)	11.6454814512849
Hyperthyroidism/Thyrotoxicosis	Sjögren's syndrome	36.3269875256552
Hyperthyroidism/Thyrotoxicosis	Systemic Sclerosis	37.6079683013176
Hyperthyroidism/Thyrotoxicosis	Inflammation of eyelids	31.7998185427784
Hyperthyroidism/Thyrotoxicosis	Asthma	69.8284220413672
Hayfever/Allergic Rhinitis	Emphysema/Chronic Bronchitis	20.8014547617573
Hayfever/Allergic Rhinitis	Hyperthyroidism/Thyrotoxicosis	78.5329518876998
Hayfever/Allergic Rhinitis	Hayfever/Allergic Rhinitis	0
Hayfever/Allergic Rhinitis	Autoimmune Addison's disease	66.0785045382368
Hayfever/Allergic Rhinitis	MPO+ AAV	37.0177041706626
Hayfever/Allergic Rhinitis	PR3+ AAV	20.8022067910518
Hayfever/Allergic Rhinitis	Adult-onset Asthma	9.64018672452619
Hayfever/Allergic Rhinitis	Childhood-onset Asthma	77.4406732503745
Hayfever/Allergic Rhinitis	Atopic Dermatitis	12.0174285966636
Hayfever/Allergic Rhinitis	Primary biliary cholangitis	38.8038687999643
Hayfever/Allergic Rhinitis	CR(E)ST syndrome	20.4075497265684
Hayfever/Allergic Rhinitis	Idiopathic thrombocytopenic purpura	19.2670617225715
Hayfever/Allergic Rhinitis	Sarcoidosis	34.1620766476843
Hayfever/Allergic Rhinitis	Dermatomyositis (Miller)	21.1451798823802
Hayfever/Allergic Rhinitis	Dermatomyositis (Rothwell)	26.9683125097622
Hayfever/Allergic Rhinitis	Type 1 diabetes	193.617083370625
Hayfever/Allergic Rhinitis	Hypothyroidism, strict autoimmune	255.246536472029
Hayfever/Allergic Rhinitis	ANCA negative EGPA	29.159648456409
Hayfever/Allergic Rhinitis	MPO+ EGPA	20.7078146226818
Hayfever/Allergic Rhinitis	Eosinophilic Granulomatosis with Polyangiitis	32.2733218075762
Hayfever/Allergic Rhinitis	Eosinophilic Esophagitis	12.8450405777451
Hayfever/Allergic Rhinitis	Felty syndrome	22.5489734037232
Hayfever/Allergic Rhinitis	Multiple Sclerosis	55.4638607511842
Hayfever/Allergic Rhinitis	Gout	35.2778622664397
Hayfever/Allergic Rhinitis	IgA deficiency	36.5145294604497
Hayfever/Allergic Rhinitis	IIM (Rothwell)	61.6209505528637
Hayfever/Allergic Rhinitis	Nasal polyp	37.9497801844248
Hayfever/Allergic Rhinitis	Juvenile Dermatomyositis (Miller)	19.864598646674
Hayfever/Allergic Rhinitis	Juvenile Dermatomyositis (Rothwell)	22.0439901278552
Hayfever/Allergic Rhinitis	Juvenile Idiopathic Arthritis	85.1054926402582
Hayfever/Allergic Rhinitis	Jo1+ Myositis (Rothwell)	26.1046235784166
Hayfever/Allergic Rhinitis	Primary sclerosing cholangitis	18.1306653772437
Hayfever/Allergic Rhinitis	Coeliac disease	69.7566599987916
Hayfever/Allergic Rhinitis	Crohn disease	88.2810768262822
Hayfever/Allergic Rhinitis	Inflammatory bowel disease	174.379261817828
Hayfever/Allergic Rhinitis	Ulcerative colitis	160.641192195198
Hayfever/Allergic Rhinitis	Erythema nodosum	19.7877421418343
Hayfever/Allergic Rhinitis	Lichen planus	37.3315619680399
Hayfever/Allergic Rhinitis	Lichen sclerosus et atrophicus	17.6063461521102
Hayfever/Allergic Rhinitis	Localized scleroderma [morphea]	18.2812687553635
Hayfever/Allergic Rhinitis	Psoriasis	50.1242663384939
Hayfever/Allergic Rhinitis	Arthropathic psoriasis	28.8688480346587
Hayfever/Allergic Rhinitis	Rosacea	22.3988857411536
Hayfever/Allergic Rhinitis	Vitiligo	26.2242953640156
Hayfever/Allergic Rhinitis	Ankylosing spondylitis	22.5683388359833
Hayfever/Allergic Rhinitis	Palindromic rheumatism	20.6061985821943
Hayfever/Allergic Rhinitis	Polymyalgia rheumatica	21.7527151070991
Hayfever/Allergic Rhinitis	Rheumatoid arthritis	150.208989634587
Hayfever/Allergic Rhinitis	Systemic lupus erythematosus	52.8973528018874
Hayfever/Allergic Rhinitis	Wegener granulomatosis	19.1420209661239
Hayfever/Allergic Rhinitis	Early-onset Myastenia Gravis	28.5274418796218
Hayfever/Allergic Rhinitis	Late-onset Myastenia Gravis	34.3582237680512
Hayfever/Allergic Rhinitis	Myastenia Gravis	52.5587737102761
Hayfever/Allergic Rhinitis	IIM (Miller)	31.9563742223867
Hayfever/Allergic Rhinitis	Glomerulonephritis	20.4226197208582
Hayfever/Allergic Rhinitis	IgG+ Neuromyelitis Optica	22.6730164264283
Hayfever/Allergic Rhinitis	Polymyositis (Miller)	22.2855242198687
Hayfever/Allergic Rhinitis	Polymyositis (Rothwell)	29.657867908468
Hayfever/Allergic Rhinitis	Sjögren's syndrome	86.6275202031125
Hayfever/Allergic Rhinitis	Systemic Sclerosis	92.622497494816
Hayfever/Allergic Rhinitis	Inflammation of eyelids	26.5751878435952
Hayfever/Allergic Rhinitis	Asthma	16.1544553801082
Autoimmune Addison's disease	Emphysema/Chronic Bronchitis	39.3901974280825
Autoimmune Addison's disease	Hyperthyroidism/Thyrotoxicosis	12.068395170092
Autoimmune Addison's disease	Hayfever/Allergic Rhinitis	66.0785045382368
Autoimmune Addison's disease	Autoimmune Addison's disease	0
Autoimmune Addison's disease	MPO+ AAV	8.33832749296066
Autoimmune Addison's disease	PR3+ AAV	23.5619218739757
Autoimmune Addison's disease	Adult-onset Asthma	60.7608055910728
Autoimmune Addison's disease	Childhood-onset Asthma	85.7867418969002
Autoimmune Addison's disease	Atopic Dermatitis	54.9448508117691
Autoimmune Addison's disease	Primary biliary cholangitis	16.3993594608911
Autoimmune Addison's disease	CR(E)ST syndrome	13.8636190524809
Autoimmune Addison's disease	Idiopathic thrombocytopenic purpura	15.6218169980417
Autoimmune Addison's disease	Sarcoidosis	23.5744590156308
Autoimmune Addison's disease	Dermatomyositis (Miller)	12.22222553581
Autoimmune Addison's disease	Dermatomyositis (Rothwell)	11.9255177305125
Autoimmune Addison's disease	Type 1 diabetes	15.8266138391575
Autoimmune Addison's disease	Hypothyroidism, strict autoimmune	21.5579087830982
Autoimmune Addison's disease	ANCA negative EGPA	29.0809636743849
Autoimmune Addison's disease	MPO+ EGPA	11.3790956601921
Autoimmune Addison's disease	Eosinophilic Granulomatosis with Polyangiitis	29.429019332295
Autoimmune Addison's disease	Eosinophilic Esophagitis	50.0054703047705
Autoimmune Addison's disease	Felty syndrome	8.31692678032263
Autoimmune Addison's disease	Multiple Sclerosis	39.9318479678353
Autoimmune Addison's disease	Gout	38.6848947694764
Autoimmune Addison's disease	IgA deficiency	16.0794968612821
Autoimmune Addison's disease	IIM (Rothwell)	21.7174583303422
Autoimmune Addison's disease	Nasal polyp	49.8257852674437
Autoimmune Addison's disease	Juvenile Dermatomyositis (Miller)	8.86617447663963
Autoimmune Addison's disease	Juvenile Dermatomyositis (Rothwell)	14.6629235516655
Autoimmune Addison's disease	Juvenile Idiopathic Arthritis	15.1103345723509
Autoimmune Addison's disease	Jo1+ Myositis (Rothwell)	12.9373599998568
Autoimmune Addison's disease	Primary sclerosing cholangitis	22.6794056466459
Autoimmune Addison's disease	Coeliac disease	35.0591796916626
Autoimmune Addison's disease	Crohn disease	57.8954128657911
Autoimmune Addison's disease	Inflammatory bowel disease	65.0478115411411
Autoimmune Addison's disease	Ulcerative colitis	64.4123290962847
Autoimmune Addison's disease	Erythema nodosum	16.8380995529612
Autoimmune Addison's disease	Lichen planus	21.641932435997
Autoimmune Addison's disease	Lichen sclerosus et atrophicus	23.6419787263803
Autoimmune Addison's disease	Localized scleroderma [morphea]	10.7644858985795
Autoimmune Addison's disease	Psoriasis	35.6565249550886
Autoimmune Addison's disease	Arthropathic psoriasis	24.639476510345
Autoimmune Addison's disease	Rosacea	32.3202282525561
Autoimmune Addison's disease	Vitiligo	3.74524538179623
Autoimmune Addison's disease	Ankylosing spondylitis	41.2913926714725
Autoimmune Addison's disease	Palindromic rheumatism	9.49688314732937
Autoimmune Addison's disease	Polymyalgia rheumatica	26.5987561504293
Autoimmune Addison's disease	Rheumatoid arthritis	27.9122430143922
Autoimmune Addison's disease	Systemic lupus erythematosus	18.7220988798759
Autoimmune Addison's disease	Wegener granulomatosis	9.20568480008795
Autoimmune Addison's disease	Early-onset Myastenia Gravis	6.84639339625539
Autoimmune Addison's disease	Late-onset Myastenia Gravis	8.30274330865337
Autoimmune Addison's disease	Myastenia Gravis	9.5816869725117
Autoimmune Addison's disease	IIM (Miller)	15.9846789959352
Autoimmune Addison's disease	Glomerulonephritis	22.6958857393246
Autoimmune Addison's disease	IgG+ Neuromyelitis Optica	8.57471615285353
Autoimmune Addison's disease	Polymyositis (Miller)	10.9541111182316
Autoimmune Addison's disease	Polymyositis (Rothwell)	17.198648223725
Autoimmune Addison's disease	Sjögren's syndrome	30.3134310876519
Autoimmune Addison's disease	Systemic Sclerosis	31.4430520105409
Autoimmune Addison's disease	Inflammation of eyelids	38.3862049556216
Autoimmune Addison's disease	Asthma	60.9789022871173
MPO+ AAV	Emphysema/Chronic Bronchitis	22.1405845308393
MPO+ AAV	Hyperthyroidism/Thyrotoxicosis	8.03708980640527
MPO+ AAV	Hayfever/Allergic Rhinitis	37.0177041706626
MPO+ AAV	Autoimmune Addison's disease	8.33832749296066
MPO+ AAV	MPO+ AAV	0
MPO+ AAV	PR3+ AAV	11.4766105705701
MPO+ AAV	Adult-onset Asthma	34.9700227714032
MPO+ AAV	Childhood-onset Asthma	51.7262754309837
MPO+ AAV	Atopic Dermatitis	30.8231137335801
MPO+ AAV	Primary biliary cholangitis	9.41093936023149
MPO+ AAV	CR(E)ST syndrome	7.33511692871961
MPO+ AAV	Idiopathic thrombocytopenic purpura	9.60047333097016
MPO+ AAV	Sarcoidosis	15.6718095098331
MPO+ AAV	Dermatomyositis (Miller)	2.90063746569451
MPO+ AAV	Dermatomyositis (Rothwell)	2.93937152841335
MPO+ AAV	Type 1 diabetes	22.2550670517404
MPO+ AAV	Hypothyroidism, strict autoimmune	16.9506909363961
MPO+ AAV	ANCA negative EGPA	21.4956244678445
MPO+ AAV	MPO+ EGPA	9.9317523523609
MPO+ AAV	Eosinophilic Granulomatosis with Polyangiitis	21.6801370715722
MPO+ AAV	Eosinophilic Esophagitis	30.6700379147333
MPO+ AAV	Felty syndrome	5.40703429995371
MPO+ AAV	Multiple Sclerosis	19.5991448355126
MPO+ AAV	Gout	21.984894043271
MPO+ AAV	IgA deficiency	17.8137109548894
MPO+ AAV	IIM (Rothwell)	6.84695546766036
MPO+ AAV	Nasal polyp	32.9400558577976
MPO+ AAV	Juvenile Dermatomyositis (Miller)	4.47040853937814
MPO+ AAV	Juvenile Dermatomyositis (Rothwell)	5.69992304293494
MPO+ AAV	Juvenile Idiopathic Arthritis	8.23967339814977
MPO+ AAV	Jo1+ Myositis (Rothwell)	5.68385908349741
MPO+ AAV	Primary sclerosing cholangitis	14.0396591197772
MPO+ AAV	Coeliac disease	22.0750183235944
MPO+ AAV	Crohn disease	38.1936094386495
MPO+ AAV	Inflammatory bowel disease	39.4784306081741
MPO+ AAV	Ulcerative colitis	38.5661020538431
MPO+ AAV	Erythema nodosum	10.8965826062463
MPO+ AAV	Lichen planus	17.4240517195747
MPO+ AAV	Lichen sclerosus et atrophicus	17.0843741312132
MPO+ AAV	Localized scleroderma [morphea]	8.63206293702536
MPO+ AAV	Psoriasis	19.8045114498762
MPO+ AAV	Arthropathic psoriasis	12.8395471638688
MPO+ AAV	Rosacea	19.2784227205294
MPO+ AAV	Vitiligo	6.78228130136129
MPO+ AAV	Ankylosing spondylitis	21.7991824577288
MPO+ AAV	Palindromic rheumatism	8.37448399256236
MPO+ AAV	Polymyalgia rheumatica	12.6955405295316
MPO+ AAV	Rheumatoid arthritis	10.7328878644836
MPO+ AAV	Systemic lupus erythematosus	9.86472642671001
MPO+ AAV	Wegener granulomatosis	7.79219599442839
MPO+ AAV	Early-onset Myastenia Gravis	4.87785303968152
MPO+ AAV	Late-onset Myastenia Gravis	6.09931118525056
MPO+ AAV	Myastenia Gravis	7.27290264717469
MPO+ AAV	IIM (Miller)	4.18155209938528
MPO+ AAV	Glomerulonephritis	12.1397031158356
MPO+ AAV	IgG+ Neuromyelitis Optica	4.65186558800229
MPO+ AAV	Polymyositis (Miller)	3.91418747009784
MPO+ AAV	Polymyositis (Rothwell)	6.15361501527169
MPO+ AAV	Sjögren's syndrome	11.1956328543703
MPO+ AAV	Systemic Sclerosis	9.32392777462588
MPO+ AAV	Inflammation of eyelids	22.0442202982771
MPO+ AAV	Asthma	35.4128102647533
PR3+ AAV	Emphysema/Chronic Bronchitis	11.3080056278901
PR3+ AAV	Hyperthyroidism/Thyrotoxicosis	15.3415677414006
PR3+ AAV	Hayfever/Allergic Rhinitis	20.8022067910518
PR3+ AAV	Autoimmune Addison's disease	23.5619218739757
PR3+ AAV	MPO+ AAV	11.4766105705702
PR3+ AAV	PR3+ AAV	0
PR3+ AAV	Adult-onset Asthma	18.8991536230966
PR3+ AAV	Childhood-onset Asthma	35.2939146188808
PR3+ AAV	Atopic Dermatitis	17.2230672063986
PR3+ AAV	Primary biliary cholangitis	18.5753895320275
PR3+ AAV	CR(E)ST syndrome	8.17558569401705
PR3+ AAV	Idiopathic thrombocytopenic purpura	4.9293742992356
PR3+ AAV	Sarcoidosis	10.6176402427943
PR3+ AAV	Dermatomyositis (Miller)	5.38000109214238
PR3+ AAV	Dermatomyositis (Rothwell)	5.72192258292699
PR3+ AAV	Type 1 diabetes	34.1778964675149
PR3+ AAV	Hypothyroidism, strict autoimmune	22.341154963233
PR3+ AAV	ANCA negative EGPA	20.0553397360251
PR3+ AAV	MPO+ EGPA	10.9485099783451
PR3+ AAV	Eosinophilic Granulomatosis with Polyangiitis	20.6604750482138
PR3+ AAV	Eosinophilic Esophagitis	13.7602504124398
PR3+ AAV	Felty syndrome	10.8840855846303
PR3+ AAV	Multiple Sclerosis	31.2005911294253
PR3+ AAV	Gout	12.6814552457589
PR3+ AAV	IgA deficiency	17.3056273773504
PR3+ AAV	IIM (Rothwell)	10.3334308471594
PR3+ AAV	Nasal polyp	16.2862935531252
PR3+ AAV	Juvenile Dermatomyositis (Miller)	6.28291945572984
PR3+ AAV	Juvenile Dermatomyositis (Rothwell)	7.17781559106104
PR3+ AAV	Juvenile Idiopathic Arthritis	19.4786664270583
PR3+ AAV	Jo1+ Myositis (Rothwell)	7.77009886382136
PR3+ AAV	Primary sclerosing cholangitis	4.96026321364216
PR3+ AAV	Coeliac disease	18.3154839400755
PR3+ AAV	Crohn disease	27.7421760505267
PR3+ AAV	Inflammatory bowel disease	31.412002318697
PR3+ AAV	Ulcerative colitis	32.223314067231
PR3+ AAV	Erythema nodosum	6.4415756134214
PR3+ AAV	Lichen planus	13.1705403794344
PR3+ AAV	Lichen sclerosus et atrophicus	6.59783223730349
PR3+ AAV	Localized scleroderma [morphea]	7.89372224634522
PR3+ AAV	Psoriasis	12.8812509838251
PR3+ AAV	Arthropathic psoriasis	9.82562979896228
PR3+ AAV	Rosacea	10.0510582900643
PR3+ AAV	Vitiligo	10.971960815432
PR3+ AAV	Ankylosing spondylitis	10.6494059263263
PR3+ AAV	Palindromic rheumatism	6.75076939890584
PR3+ AAV	Polymyalgia rheumatica	8.30082429880689
PR3+ AAV	Rheumatoid arthritis	13.2816910180834
PR3+ AAV	Systemic lupus erythematosus	21.0977516148576
PR3+ AAV	Wegener granulomatosis	5.48058445541415
PR3+ AAV	Early-onset Myastenia Gravis	12.5642551411905
PR3+ AAV	Late-onset Myastenia Gravis	13.2379843388406
PR3+ AAV	Myastenia Gravis	15.4298442077326
PR3+ AAV	IIM (Miller)	7.22171716160191
PR3+ AAV	Glomerulonephritis	2.95862094380348
PR3+ AAV	IgG+ Neuromyelitis Optica	9.51770092357063
PR3+ AAV	Polymyositis (Miller)	6.90953377120374
PR3+ AAV	Polymyositis (Rothwell)	6.5805552944963
PR3+ AAV	Sjögren's syndrome	19.4318201247304
PR3+ AAV	Systemic Sclerosis	21.852565005088
PR3+ AAV	Inflammation of eyelids	10.1009049107125
PR3+ AAV	Asthma	18.5034583153862
Adult-onset Asthma	Emphysema/Chronic Bronchitis	22.3686183508634
Adult-onset Asthma	Hyperthyroidism/Thyrotoxicosis	69.5574734469019
Adult-onset Asthma	Hayfever/Allergic Rhinitis	9.64018672452619
Adult-onset Asthma	Autoimmune Addison's disease	60.7608055910728
Adult-onset Asthma	MPO+ AAV	34.9700227714032
Adult-onset Asthma	PR3+ AAV	18.8991536230966
Adult-onset Asthma	Adult-onset Asthma	0
Adult-onset Asthma	Childhood-onset Asthma	74.1184859451902
Adult-onset Asthma	Atopic Dermatitis	22.9224830246987
Adult-onset Asthma	Primary biliary cholangitis	39.0656787891634
Adult-onset Asthma	CR(E)ST syndrome	21.4924112625006
Adult-onset Asthma	Idiopathic thrombocytopenic purpura	19.5381507942674
Adult-onset Asthma	Sarcoidosis	33.6723715754599
Adult-onset Asthma	Dermatomyositis (Miller)	21.0346924526835
Adult-onset Asthma	Dermatomyositis (Rothwell)	26.5377189815939
Adult-onset Asthma	Type 1 diabetes	184.127649207811
Adult-onset Asthma	Hypothyroidism, strict autoimmune	264.485290696939
Adult-onset Asthma	ANCA negative EGPA	26.8031672282694
Adult-onset Asthma	MPO+ EGPA	19.93874411076
Adult-onset Asthma	Eosinophilic Granulomatosis with Polyangiitis	28.4078934839085
Adult-onset Asthma	Eosinophilic Esophagitis	14.3358426663199
Adult-onset Asthma	Felty syndrome	22.0548586310352
Adult-onset Asthma	Multiple Sclerosis	58.4222032994767
Adult-onset Asthma	Gout	43.0782948071958
Adult-onset Asthma	IgA deficiency	36.6426600546113
Adult-onset Asthma	IIM (Rothwell)	60.3723665647039
Adult-onset Asthma	Nasal polyp	24.1997642811168
Adult-onset Asthma	Juvenile Dermatomyositis (Miller)	20.3954908069954
Adult-onset Asthma	Juvenile Dermatomyositis (Rothwell)	23.5424046337893
Adult-onset Asthma	Juvenile Idiopathic Arthritis	83.6160762620972
Adult-onset Asthma	Jo1+ Myositis (Rothwell)	25.5298060012282
Adult-onset Asthma	Primary sclerosing cholangitis	17.2595136810109
Adult-onset Asthma	Coeliac disease	74.0400867778672
Adult-onset Asthma	Crohn disease	96.0506243493927
Adult-onset Asthma	Inflammatory bowel disease	196.693661110846
Adult-onset Asthma	Ulcerative colitis	177.395290868161
Adult-onset Asthma	Erythema nodosum	21.0533757043349
Adult-onset Asthma	Lichen planus	37.3783125188903
Adult-onset Asthma	Lichen sclerosus et atrophicus	17.2297154603243
