T1	T2	bhat.dist
Hyperthyroidism/Thyrotoxicosis	Nasal polyp	37.5285917548539
Hyperthyroidism/Thyrotoxicosis	Juvenile Dermatomyositis (Miller)	4.18218588783719
Hyperthyroidism/Thyrotoxicosis	Juvenile Dermatomyositis (Rothwell)	9.4640145330023
Hyperthyroidism/Thyrotoxicosis	Juvenile Idiopathic Arthritis	11.7599049521469
Hyperthyroidism/Thyrotoxicosis	Jo1+ Myositis (Rothwell)	8.56014905579773
Hyperthyroidism/Thyrotoxicosis	Primary sclerosing cholangitis	16.5152644958664
Hyperthyroidism/Thyrotoxicosis	Coeliac disease	14.0729306098319
Hyperthyroidism/Thyrotoxicosis	Erythema nodosum	9.44842284379072
Hyperthyroidism/Thyrotoxicosis	Lichen planus	14.9638770649621
Hyperthyroidism/Thyrotoxicosis	Lichen sclerosus et atrophicus	12.8122042847386
Hyperthyroidism/Thyrotoxicosis	Localized scleroderma [morphea]	7.2102425954082
Hyperthyroidism/Thyrotoxicosis	Psoriasis	31.7015198411396
Hyperthyroidism/Thyrotoxicosis	Arthropathic psoriasis	14.7922741650083
Hyperthyroidism/Thyrotoxicosis	Rosacea	25.5816877249604
Hyperthyroidism/Thyrotoxicosis	Vitiligo	4.72511684088033
Hyperthyroidism/Thyrotoxicosis	Ankylosing spondylitis	33.6799762602586
Hyperthyroidism/Thyrotoxicosis	Juvenile rheuma	4.05289763969287
Hyperthyroidism/Thyrotoxicosis	Palindromic rheumatism	3.28385183598343
Hyperthyroidism/Thyrotoxicosis	Polymyalgia rheumatica	14.0821321395869
Hyperthyroidism/Thyrotoxicosis	Wegener granulomatosis	5.28376428667621
Hyperthyroidism/Thyrotoxicosis	Early-onset Myastenia Gravis	5.73124165525374
Hyperthyroidism/Thyrotoxicosis	Late-onset Myastenia Gravis	5.82495579088471
Hyperthyroidism/Thyrotoxicosis	Myastenia Gravis	4.67693916534812
Hyperthyroidism/Thyrotoxicosis	IIM (Miller)	6.55396149838956
Hyperthyroidism/Thyrotoxicosis	Glomerulonephritis	12.4260800397921
Hyperthyroidism/Thyrotoxicosis	IgG+ Neuromyelitis Optica	8.41760298382984
Hyperthyroidism/Thyrotoxicosis	Polymyositis (Miller)	5.90785120114436
Hyperthyroidism/Thyrotoxicosis	Polymyositis (Rothwell)	9.75081320397251
Hyperthyroidism/Thyrotoxicosis	Rheumatoid Arthritis	36.2441263861049
Hyperthyroidism/Thyrotoxicosis	Biological medication for rheuma	11.5845767518352
Hyperthyroidism/Thyrotoxicosis	Sjögren's syndrome	32.3496955629411
Hyperthyroidism/Thyrotoxicosis	Systemic Lupus Erythematosus	176.93474052663
Hyperthyroidism/Thyrotoxicosis	Systemic Sclerosis	33.290523575005
Hyperthyroidism/Thyrotoxicosis	Type 1 Diabetes	40.5405033569154
Hyperthyroidism/Thyrotoxicosis	Ulcerative Colitis	139.663880884258
Hyperthyroidism/Thyrotoxicosis	Inflammation of eyelids	29.321486169751
Hyperthyroidism/Thyrotoxicosis	Asthma	59.7995267442512
Hayfever/Allergic Rhinitis	Hyperthyroidism/Thyrotoxicosis	71.4117395911266
Hayfever/Allergic Rhinitis	Hayfever/Allergic Rhinitis	0
Hayfever/Allergic Rhinitis	Autoimmune Addison's disease	54.0132730276113
Hayfever/Allergic Rhinitis	MPO+ AAV	26.6376588625579
Hayfever/Allergic Rhinitis	PR3+ AAV	13.1266689201434
Hayfever/Allergic Rhinitis	Autoimmune Thyroid disease	288.948205310217
Hayfever/Allergic Rhinitis	Anaphylactic shock due to adverse effect of correct drug or medicament properly administered	9.3873704598199
Hayfever/Allergic Rhinitis	Adult-onset Asthma	6.57118793077598
Hayfever/Allergic Rhinitis	Childhood-onset Asthma	59.8823990892689
Hayfever/Allergic Rhinitis	Atopic Dermatitis	5.35479023175408
Hayfever/Allergic Rhinitis	Crohn's Disease	348.981770003009
Hayfever/Allergic Rhinitis	Primary biliary cholangitis	23.5319995570235
Hayfever/Allergic Rhinitis	CR(E)ST syndrome	13.3856320408957
Hayfever/Allergic Rhinitis	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	64.4046954976802
Hayfever/Allergic Rhinitis	Other and unspecified disorders involving the immune mechanism, not elsewhere classified	10.1951636106459
Hayfever/Allergic Rhinitis	Certain disorders involving the immune mechanism	27.5916530730497
Hayfever/Allergic Rhinitis	Idiopathic thrombocytopenic purpura	13.4904439463127
Hayfever/Allergic Rhinitis	Sarcoidosis	26.5523944996841
Hayfever/Allergic Rhinitis	Dermatomyositis (Miller)	15.2596371217954
Hayfever/Allergic Rhinitis	Dermatomyositis (Rothwell)	19.3269597669313
Hayfever/Allergic Rhinitis	Diabetic nephropathy	43.4998988742129
Hayfever/Allergic Rhinitis	Peripheral atherosclerosis	32.5110277834326
Hayfever/Allergic Rhinitis	Diabetic retinopathy	62.1420313204093
Hayfever/Allergic Rhinitis	Type 2 diabetes	85.4078936489825
Hayfever/Allergic Rhinitis	Autoimmune thyroiditis	28.5541218864098
Hayfever/Allergic Rhinitis	ANCA negative EGPA	18.051647462741
Hayfever/Allergic Rhinitis	MPO+ EGPA	11.5204457590091
Hayfever/Allergic Rhinitis	Eosinophilic Granulomatosis with Polyangiitis	19.7693601298248
Hayfever/Allergic Rhinitis	Eosinophilic Esophagitis	4.63861637222505
Hayfever/Allergic Rhinitis	Felty syndrome	13.7518011766613
Hayfever/Allergic Rhinitis	Diabethic neuropathy	32.3179217282477
Hayfever/Allergic Rhinitis	Multiple Sclerosis	35.0891508604513
Hayfever/Allergic Rhinitis	Gout	25.6392251886632
Hayfever/Allergic Rhinitis	Hypothyroidism (congenital or acquired)	163.547200192001
Hayfever/Allergic Rhinitis	Inflammatory Bowel Disease	406.808828646501
Hayfever/Allergic Rhinitis	IgA deficiency	25.1451481497403
Hayfever/Allergic Rhinitis	IIM (Rothwell)	51.6473244534108
Hayfever/Allergic Rhinitis	Nasal polyp	20.6400937732698
Hayfever/Allergic Rhinitis	Juvenile Dermatomyositis (Miller)	13.5018742459809
Hayfever/Allergic Rhinitis	Juvenile Dermatomyositis (Rothwell)	15.3734950120495
Hayfever/Allergic Rhinitis	Juvenile Idiopathic Arthritis	71.9204073723494
Hayfever/Allergic Rhinitis	Jo1+ Myositis (Rothwell)	18.8313538096696
Hayfever/Allergic Rhinitis	Primary sclerosing cholangitis	11.4150403978926
Hayfever/Allergic Rhinitis	Coeliac disease	25.5940469614371
Hayfever/Allergic Rhinitis	Erythema nodosum	13.6610845318055
Hayfever/Allergic Rhinitis	Lichen planus	25.1890652384394
Hayfever/Allergic Rhinitis	Lichen sclerosus et atrophicus	10.4399958473671
Hayfever/Allergic Rhinitis	Localized scleroderma [morphea]	10.8521119468395
Hayfever/Allergic Rhinitis	Psoriasis	30.9088659294027
Hayfever/Allergic Rhinitis	Arthropathic psoriasis	18.9947508442422
Hayfever/Allergic Rhinitis	Rosacea	16.7038954429539
Hayfever/Allergic Rhinitis	Vitiligo	18.6317406307864
Hayfever/Allergic Rhinitis	Ankylosing spondylitis	10.1731588290682
Hayfever/Allergic Rhinitis	Juvenile rheuma	16.5614850927588
Hayfever/Allergic Rhinitis	Palindromic rheumatism	12.934882159286
Hayfever/Allergic Rhinitis	Polymyalgia rheumatica	17.0264441524349
Hayfever/Allergic Rhinitis	Wegener granulomatosis	11.8919443384707
Hayfever/Allergic Rhinitis	Early-onset Myastenia Gravis	17.6848290438308
Hayfever/Allergic Rhinitis	Late-onset Myastenia Gravis	24.0954287681185
Hayfever/Allergic Rhinitis	Myastenia Gravis	40.7135876448013
Hayfever/Allergic Rhinitis	IIM (Miller)	25.3705878358631
Hayfever/Allergic Rhinitis	Glomerulonephritis	14.5683906362582
Hayfever/Allergic Rhinitis	IgG+ Neuromyelitis Optica	15.1908271767922
Hayfever/Allergic Rhinitis	Polymyositis (Miller)	16.24142859602
Hayfever/Allergic Rhinitis	Polymyositis (Rothwell)	22.6059401920315
Hayfever/Allergic Rhinitis	Rheumatoid Arthritis	427.954201613164
Hayfever/Allergic Rhinitis	Biological medication for rheuma	49.3226653258344
Hayfever/Allergic Rhinitis	Sjögren's syndrome	72.5043933924967
Hayfever/Allergic Rhinitis	Systemic Lupus Erythematosus	397.293878047964
Hayfever/Allergic Rhinitis	Systemic Sclerosis	70.6865126569682
Hayfever/Allergic Rhinitis	Type 1 Diabetes	424.151219296905
Hayfever/Allergic Rhinitis	Ulcerative Colitis	228.002133973298
Hayfever/Allergic Rhinitis	Inflammation of eyelids	22.7875381180432
Hayfever/Allergic Rhinitis	Asthma	10.1577500700021
Autoimmune Addison's disease	Hyperthyroidism/Thyrotoxicosis	8.24991028643984
Autoimmune Addison's disease	Hayfever/Allergic Rhinitis	54.0132730276113
Autoimmune Addison's disease	Autoimmune Addison's disease	0
Autoimmune Addison's disease	MPO+ AAV	6.95813087093292
Autoimmune Addison's disease	PR3+ AAV	19.5869133557375
Autoimmune Addison's disease	Autoimmune Thyroid disease	10.8355844169029
Autoimmune Addison's disease	Anaphylactic shock due to adverse effect of correct drug or medicament properly administered	13.4369589870976
Autoimmune Addison's disease	Adult-onset Asthma	48.9687589018913
Autoimmune Addison's disease	Childhood-onset Asthma	67.2550188746539
Autoimmune Addison's disease	Atopic Dermatitis	46.7520295676494
Autoimmune Addison's disease	Crohn's Disease	122.842756901129
Autoimmune Addison's disease	Primary biliary cholangitis	11.6322561691392
Autoimmune Addison's disease	CR(E)ST syndrome	12.804749476159
Autoimmune Addison's disease	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	35.3016379000229
Autoimmune Addison's disease	Other and unspecified disorders involving the immune mechanism, not elsewhere classified	15.5757167858407
Autoimmune Addison's disease	Certain disorders involving the immune mechanism	24.2072133679199
Autoimmune Addison's disease	Idiopathic thrombocytopenic purpura	14.6545854491037
Autoimmune Addison's disease	Sarcoidosis	20.5796810140673
Autoimmune Addison's disease	Dermatomyositis (Miller)	9.02359368809379
Autoimmune Addison's disease	Dermatomyositis (Rothwell)	11.3603805271587
Autoimmune Addison's disease	Diabetic nephropathy	12.0538058257191
Autoimmune Addison's disease	Peripheral atherosclerosis	35.3863135044381
Autoimmune Addison's disease	Diabetic retinopathy	25.8317812586104
Autoimmune Addison's disease	Type 2 diabetes	38.1069728556744
Autoimmune Addison's disease	Autoimmune thyroiditis	1.50504935814604
Autoimmune Addison's disease	ANCA negative EGPA	19.454490958716
Autoimmune Addison's disease	MPO+ EGPA	6.96118356301451
Autoimmune Addison's disease	Eosinophilic Granulomatosis with Polyangiitis	19.1067450601595
Autoimmune Addison's disease	Eosinophilic Esophagitis	39.6937849076122
Autoimmune Addison's disease	Felty syndrome	5.59408271477975
Autoimmune Addison's disease	Diabethic neuropathy	11.9968391244415
Autoimmune Addison's disease	Multiple Sclerosis	35.8484377809405
Autoimmune Addison's disease	Gout	33.6629385855015
Autoimmune Addison's disease	Hypothyroidism (congenital or acquired)	15.1090656214514
Autoimmune Addison's disease	Inflammatory Bowel Disease	103.553251436893
Autoimmune Addison's disease	IgA deficiency	6.08515828545517
Autoimmune Addison's disease	IIM (Rothwell)	19.372479344909
Autoimmune Addison's disease	Nasal polyp	37.3587913654443
Autoimmune Addison's disease	Juvenile Dermatomyositis (Miller)	5.03314800189059
Autoimmune Addison's disease	Juvenile Dermatomyositis (Rothwell)	12.0787728381071
Autoimmune Addison's disease	Juvenile Idiopathic Arthritis	12.7119365103841
Autoimmune Addison's disease	Jo1+ Myositis (Rothwell)	10.5440165442373
Autoimmune Addison's disease	Primary sclerosing cholangitis	19.9981608739989
Autoimmune Addison's disease	Coeliac disease	20.1603875439343
Autoimmune Addison's disease	Erythema nodosum	13.6418789557289
Autoimmune Addison's disease	Lichen planus	17.492052107857
Autoimmune Addison's disease	Lichen sclerosus et atrophicus	19.4813581598801
Autoimmune Addison's disease	Localized scleroderma [morphea]	8.84306331380148
Autoimmune Addison's disease	Psoriasis	30.6085093026125
Autoimmune Addison's disease	Arthropathic psoriasis	20.4305797452935
Autoimmune Addison's disease	Rosacea	29.474132129722
Autoimmune Addison's disease	Vitiligo	1.33344012808561
Autoimmune Addison's disease	Ankylosing spondylitis	37.4652617653066
Autoimmune Addison's disease	Juvenile rheuma	7.1464562292318
Autoimmune Addison's disease	Palindromic rheumatism	4.73568357896959
Autoimmune Addison's disease	Polymyalgia rheumatica	21.535389568664
Autoimmune Addison's disease	Wegener granulomatosis	7.16000134630579
Autoimmune Addison's disease	Early-onset Myastenia Gravis	4.19965001241986
Autoimmune Addison's disease	Late-onset Myastenia Gravis	6.6271578885479
Autoimmune Addison's disease	Myastenia Gravis	7.17355382500843
Autoimmune Addison's disease	IIM (Miller)	11.9160056810138
Autoimmune Addison's disease	Glomerulonephritis	18.3302202370579
Autoimmune Addison's disease	IgG+ Neuromyelitis Optica	6.54564284377
Autoimmune Addison's disease	Polymyositis (Miller)	8.64350530131602
Autoimmune Addison's disease	Polymyositis (Rothwell)	14.8072279199219
Autoimmune Addison's disease	Rheumatoid Arthritis	30.313055576167
Autoimmune Addison's disease	Biological medication for rheuma	19.7021683044902
Autoimmune Addison's disease	Sjögren's syndrome	27.9321056258965
Autoimmune Addison's disease	Systemic Lupus Erythematosus	81.993742004331
Autoimmune Addison's disease	Systemic Sclerosis	29.3614798611196
Autoimmune Addison's disease	Type 1 Diabetes	6.71883849497528
Autoimmune Addison's disease	Ulcerative Colitis	79.6138116452981
Autoimmune Addison's disease	Inflammation of eyelids	33.0368140435975
Autoimmune Addison's disease	Asthma	48.3344552296599
MPO+ AAV	Hyperthyroidism/Thyrotoxicosis	5.03893999380381
MPO+ AAV	Hayfever/Allergic Rhinitis	26.6376588625579
MPO+ AAV	Autoimmune Addison's disease	6.95813087093292
MPO+ AAV	MPO+ AAV	0
MPO+ AAV	PR3+ AAV	7.5931304440139
MPO+ AAV	Autoimmune Thyroid disease	9.72849461190932
MPO+ AAV	Anaphylactic shock due to adverse effect of correct drug or medicament properly administered	8.3760967942035
MPO+ AAV	Adult-onset Asthma	24.2295492977327
MPO+ AAV	Childhood-onset Asthma	35.8306088242321
MPO+ AAV	Atopic Dermatitis	22.2188431196007
MPO+ AAV	Crohn's Disease	87.2326878438515
MPO+ AAV	Primary biliary cholangitis	5.48344594482051
MPO+ AAV	CR(E)ST syndrome	6.77660811289284
MPO+ AAV	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	17.7959451559547
MPO+ AAV	Other and unspecified disorders involving the immune mechanism, not elsewhere classified	8.08446449976129
MPO+ AAV	Certain disorders involving the immune mechanism	13.3257674708486
MPO+ AAV	Idiopathic thrombocytopenic purpura	8.32443056872865
MPO+ AAV	Sarcoidosis	11.7250808397441
MPO+ AAV	Dermatomyositis (Miller)	1.1491490130505
MPO+ AAV	Dermatomyositis (Rothwell)	2.05969447113413
MPO+ AAV	Diabetic nephropathy	9.91091937074241
MPO+ AAV	Peripheral atherosclerosis	15.3116250906938
MPO+ AAV	Diabetic retinopathy	15.4012876436161
MPO+ AAV	Type 2 diabetes	19.1438809447376
MPO+ AAV	Autoimmune thyroiditis	3.08451565697106
MPO+ AAV	ANCA negative EGPA	12.8136972472439
MPO+ AAV	MPO+ EGPA	6.24894246169981
MPO+ AAV	Eosinophilic Granulomatosis with Polyangiitis	12.7159215726593
MPO+ AAV	Eosinophilic Esophagitis	21.2565307994723
MPO+ AAV	Felty syndrome	2.54054601075038
MPO+ AAV	Diabethic neuropathy	8.30755909320076
MPO+ AAV	Multiple Sclerosis	17.6790566647502
MPO+ AAV	Gout	17.1558643827361
MPO+ AAV	Hypothyroidism (congenital or acquired)	10.6082384899609
MPO+ AAV	Inflammatory Bowel Disease	73.7328655542038
MPO+ AAV	IgA deficiency	9.33396646146435
MPO+ AAV	IIM (Rothwell)	4.78077213636031
MPO+ AAV	Nasal polyp	21.1730368120969
MPO+ AAV	Juvenile Dermatomyositis (Miller)	0.963516988230285
MPO+ AAV	Juvenile Dermatomyositis (Rothwell)	4.07002274959234
MPO+ AAV	Juvenile Idiopathic Arthritis	5.61272230666764
MPO+ AAV	Jo1+ Myositis (Rothwell)	4.59619742378628
MPO+ AAV	Primary sclerosing cholangitis	11.5757519262752
MPO+ AAV	Coeliac disease	12.327009301359
MPO+ AAV	Erythema nodosum	8.18626167664375
MPO+ AAV	Lichen planus	13.554954191196
MPO+ AAV	Lichen sclerosus et atrophicus	11.9047002453829
MPO+ AAV	Localized scleroderma [morphea]	7.47344251294017
MPO+ AAV	Psoriasis	15.3256877098664
MPO+ AAV	Arthropathic psoriasis	8.71849670289824
MPO+ AAV	Rosacea	16.4489158721541
MPO+ AAV	Vitiligo	3.52748305823972
MPO+ AAV	Ankylosing spondylitis	19.8361430522023
MPO+ AAV	Juvenile rheuma	4.72397748744964
MPO+ AAV	Palindromic rheumatism	3.47118232935584
MPO+ AAV	Polymyalgia rheumatica	8.77951984089064
MPO+ AAV	Wegener granulomatosis	4.58274737834887
MPO+ AAV	Early-onset Myastenia Gravis	2.15891457122923
MPO+ AAV	Late-onset Myastenia Gravis	4.81382042751503
MPO+ AAV	Myastenia Gravis	4.75087516707278
MPO+ AAV	IIM (Miller)	1.69119147422727
MPO+ AAV	Glomerulonephritis	9.18586548462028
MPO+ AAV	IgG+ Neuromyelitis Optica	3.0971960296421
MPO+ AAV	Polymyositis (Miller)	2.64190839427675
MPO+ AAV	Polymyositis (Rothwell)	4.81575974282478
MPO+ AAV	Rheumatoid Arthritis	7.73963592841764
MPO+ AAV	Biological medication for rheuma	8.11214380734339
MPO+ AAV	Sjögren's syndrome	8.15703291152076
MPO+ AAV	Systemic Lupus Erythematosus	49.4421165681337
MPO+ AAV	Systemic Sclerosis	7.55977699712755
MPO+ AAV	Type 1 Diabetes	23.0069206017171
MPO+ AAV	Ulcerative Colitis	60.3684516269464
MPO+ AAV	Inflammation of eyelids	16.7166106907077
MPO+ AAV	Asthma	24.0003864538727
PR3+ AAV	Hyperthyroidism/Thyrotoxicosis	11.0452269725894
PR3+ AAV	Hayfever/Allergic Rhinitis	13.1266689201434
PR3+ AAV	Autoimmune Addison's disease	19.5869133557375
PR3+ AAV	MPO+ AAV	7.5931304440139
PR3+ AAV	PR3+ AAV	0
PR3+ AAV	Autoimmune Thyroid disease	17.1177979800068
PR3+ AAV	Anaphylactic shock due to adverse effect of correct drug or medicament properly administered	2.72819268252155
PR3+ AAV	Adult-onset Asthma	11.733139272585
PR3+ AAV	Childhood-onset Asthma	24.9572407556546
PR3+ AAV	Atopic Dermatitis	10.3555192865747
PR3+ AAV	Crohn's Disease	86.3829990337567
PR3+ AAV	Primary biliary cholangitis	6.92645721983105
PR3+ AAV	CR(E)ST syndrome	5.32441847102495
PR3+ AAV	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	9.14501133546445
PR3+ AAV	Other and unspecified disorders involving the immune mechanism, not elsewhere classified	2.31599276729352
PR3+ AAV	Certain disorders involving the immune mechanism	4.76636241747165
PR3+ AAV	Idiopathic thrombocytopenic purpura	1.95028630195204
PR3+ AAV	Sarcoidosis	4.90749864573985
PR3+ AAV	Dermatomyositis (Miller)	3.99496755468937
PR3+ AAV	Dermatomyositis (Rothwell)	4.11839362638069
PR3+ AAV	Diabetic nephropathy	9.57130868261074
PR3+ AAV	Peripheral atherosclerosis	9.18805580010861
PR3+ AAV	Diabetic retinopathy	10.312450028964
PR3+ AAV	Type 2 diabetes	13.2958777234898
PR3+ AAV	Autoimmune thyroiditis	10.9114619077196
PR3+ AAV	ANCA negative EGPA	12.8208923424846
PR3+ AAV	MPO+ EGPA	6.17491331335381
PR3+ AAV	Eosinophilic Granulomatosis with Polyangiitis	12.6474921096314
PR3+ AAV	Eosinophilic Esophagitis	7.9268595354458
PR3+ AAV	Felty syndrome	6.43175480148855
PR3+ AAV	Diabethic neuropathy	7.58039110092718
PR3+ AAV	Multiple Sclerosis	21.3527335243528
PR3+ AAV	Gout	7.15117721830253
PR3+ AAV	Hypothyroidism (congenital or acquired)	11.8476267893435
PR3+ AAV	Inflammatory Bowel Disease	65.2497190166323
PR3+ AAV	IgA deficiency	10.3794754822124
PR3+ AAV	IIM (Rothwell)	6.73812669627289
PR3+ AAV	Nasal polyp	10.6424253586672
PR3+ AAV	Juvenile Dermatomyositis (Miller)	3.76759204010774
PR3+ AAV	Juvenile Dermatomyositis (Rothwell)	5.48162784312089
PR3+ AAV	Juvenile Idiopathic Arthritis	12.0941325544439
PR3+ AAV	Jo1+ Myositis (Rothwell)	5.84328124376561
PR3+ AAV	Primary sclerosing cholangitis	2.49645278453704
PR3+ AAV	Coeliac disease	5.97883356539525
PR3+ AAV	Erythema nodosum	3.05896893586496
PR3+ AAV	Lichen planus	9.01645221578187
PR3+ AAV	Lichen sclerosus et atrophicus	3.82485061682638
PR3+ AAV	Localized scleroderma [morphea]	4.11641870028172
PR3+ AAV	Psoriasis	7.0228591587482
PR3+ AAV	Arthropathic psoriasis	3.73547048510055
PR3+ AAV	Rosacea	5.78199524731355
PR3+ AAV	Vitiligo	7.90175727723685
PR3+ AAV	Ankylosing spondylitis	6.33805485989579
PR3+ AAV	Juvenile rheuma	3.06164029333917
PR3+ AAV	Palindromic rheumatism	3.92170369321956
PR3+ AAV	Polymyalgia rheumatica	4.12779047299224
PR3+ AAV	Wegener granulomatosis	2.47084829405819
PR3+ AAV	Early-onset Myastenia Gravis	6.10188807023857
PR3+ AAV	Late-onset Myastenia Gravis	7.22671989856564
PR3+ AAV	Myastenia Gravis	8.33264634087725
PR3+ AAV	IIM (Miller)	4.46511318155248
PR3+ AAV	Glomerulonephritis	1.29834638970665
PR3+ AAV	IgG+ Neuromyelitis Optica	7.03066070251543
PR3+ AAV	Polymyositis (Miller)	4.19022566303694
PR3+ AAV	Polymyositis (Rothwell)	3.64728926003629
PR3+ AAV	Rheumatoid Arthritis	21.9124931954585
PR3+ AAV	Biological medication for rheuma	2.87866051988871
PR3+ AAV	Sjögren's syndrome	14.7250045811533
PR3+ AAV	Systemic Lupus Erythematosus	105.942548065654
PR3+ AAV	Systemic Sclerosis	15.1179291010984
PR3+ AAV	Type 1 Diabetes	50.1805049580364
PR3+ AAV	Ulcerative Colitis	46.4014708121347
PR3+ AAV	Inflammation of eyelids	6.1756152254287
PR3+ AAV	Asthma	11.1137167866157
Autoimmune Thyroid disease	Hyperthyroidism/Thyrotoxicosis	6.22970254139555
Autoimmune Thyroid disease	Hayfever/Allergic Rhinitis	288.948205310217
Autoimmune Thyroid disease	Autoimmune Addison's disease	10.8355844169029
Autoimmune Thyroid disease	MPO+ AAV	9.72849461190932
Autoimmune Thyroid disease	PR3+ AAV	17.1177979800068
Autoimmune Thyroid disease	Autoimmune Thyroid disease	0
Autoimmune Thyroid disease	Anaphylactic shock due to adverse effect of correct drug or medicament properly administered	13.7143394235082
Autoimmune Thyroid disease	Adult-onset Asthma	282.816005189859
Autoimmune Thyroid disease	Childhood-onset Asthma	390.665181782096
Autoimmune Thyroid disease	Atopic Dermatitis	119.427383156216
Autoimmune Thyroid disease	Crohn's Disease	412.690605877272
Autoimmune Thyroid disease	Primary biliary cholangitis	14.1253583589984
Autoimmune Thyroid disease	CR(E)ST syndrome	13.9220182160756
Autoimmune Thyroid disease	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	147.813795719411
Autoimmune Thyroid disease	Other and unspecified disorders involving the immune mechanism, not elsewhere classified	16.0243432848694
Autoimmune Thyroid disease	Certain disorders involving the immune mechanism	35.1105966359647
Autoimmune Thyroid disease	Idiopathic thrombocytopenic purpura	13.9116612746444
Autoimmune Thyroid disease	Sarcoidosis	22.5083487741159
Autoimmune Thyroid disease	Dermatomyositis (Miller)	9.24595315672707
Autoimmune Thyroid disease	Dermatomyositis (Rothwell)	9.81309496287743
Autoimmune Thyroid disease	Diabetic nephropathy	9.74178209176003
Autoimmune Thyroid disease	Peripheral atherosclerosis	90.9920493480438
Autoimmune Thyroid disease	Diabetic retinopathy	59.0787634550646
Autoimmune Thyroid disease	Type 2 diabetes	194.580028564133
Autoimmune Thyroid disease	Autoimmune thyroiditis	8.30780441757232
Autoimmune Thyroid disease	ANCA negative EGPA	24.2415357600864
Autoimmune Thyroid disease	MPO+ EGPA	11.3975384533737
Autoimmune Thyroid disease	Eosinophilic Granulomatosis with Polyangiitis	25.2704573442223
Autoimmune Thyroid disease	Eosinophilic Esophagitis	52.6417781307641
Autoimmune Thyroid disease	Felty syndrome	10.5394736507333
Autoimmune Thyroid disease	Diabethic neuropathy	7.7530380726005
Autoimmune Thyroid disease	Multiple Sclerosis	59.5342400084308
Autoimmune Thyroid disease	Gout	71.6845598076564
