query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	evidence_codes	intersection	intersection_genes	PC	ncopies
query_1	TRUE	1.85092666225054e-07	2216	229	65	0.283842794759825	0.0293321299638989	GO:0071310	GO:BP	cellular response to organic substance	16592	19397	GO:0010033|GO:0070887	IMP,IEP ISS TAS,IMP,IDA,IDA ISS,IDA TAS,IEP,TAS,IDA TAS,IMP ISS IBA TAS,TAS,ISS IBA,TAS,IDA NAS,IMP IGI,ISS IBA,IBA,IDA ISO,TAS,TAS,IDA IMP,IBA,TAS,IDA TAS NAS,TAS,TAS,TAS,IBA,IBA TAS,TAS,NAS,IBA TAS,IDA,IDA IMP,IDA IMP TAS,TAS,IDA IBA TAS,TAS,IDA,IBA TAS,ISS TAS,ISS,IMP IEP TAS,TAS,IBA,IBA,IBA,IDA IBA,IDA TAS,IDA ISS TAS,IDA,IGI IBA TAS,IBA TAS,ISS,TAS,IBA TAS,ISS IBA,IBA TAS,IDA ISS IBA TAS,IBA,IBA,IBA TAS,IDA,ISS IBA TAS,IDA IBA TAS	ENSG00000165806,ENSG00000107485,ENSG00000162302,ENSG00000182450,ENSG00000185650,ENSG00000170345,ENSG00000103811,ENSG00000140678,ENSG00000140968,ENSG00000141655,ENSG00000099817,ENSG00000105647,ENSG00000216490,ENSG00000245848,ENSG00000105287,ENSG00000127666,ENSG00000105550,ENSG00000186431,ENSG00000125735,ENSG00000162694,ENSG00000134242,ENSG00000173110,ENSG00000117560,ENSG00000136634,ENSG00000142224,ENSG00000162891,ENSG00000157873,ENSG00000183682,ENSG00000081985,ENSG00000100985,ENSG00000019186,ENSG00000159128,ENSG00000180509,ENSG00000185651,ENSG00000100385,ENSG00000278195,ENSG00000115607,ENSG00000153094,ENSG00000180871,ENSG00000115009,ENSG00000198369,ENSG00000174004,ENSG00000109320,ENSG00000138684,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000081059,ENSG00000113302,ENSG00000164485,ENSG00000091138,ENSG00000055130,ENSG00000056558,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000120217,ENSG00000149212,ENSG00000162594,ENSG00000116288,ENSG00000087460,ENSG00000115604	CASP7, GATA3, RPS6KA4, KCNK4, SESN3, ZFP36L1, FOS, CTSH, ITGAX, IRF8, TNFRSF11A, POLR2E, PIK3R2, IFI30, CEBPA, PRKD2, TICAM1, FGF21, FCAR, TNFSF14, EXTL2, PTPN22, HSPA6, FASLG, IL10, IL19, IL20, TNFRSF14, BMP8A, IL12RB2, IL23R, PARK7, MMP9, CYP24A1, GNAS, IFNGR2, KCNE1, UBE2L3, IL2RB, SSTR3, IL18R1, IL18RAP, BCL2L11, CXCR2, CCL20, SPRED2, NRROS, NFKB1, IL21, CXCL3, CXCL5, PPBP, PF4, TSLP, IRF1, TCF7, IL12B, IL22RA2, SLC26A3, CUL1, TRAF1, CCL21, CCL19, JAK2, CD274	PC9	4
query_1	TRUE	2.85476101947997e-07	173	229	16	0.0698689956331878	0.092485549132948	GO:0050670	GO:BP	regulation of lymphocyte proliferation	16592	15301	GO:0032944|GO:0046651|GO:0051249	ISS,IDA,ISS,IDA IBA,IDA,IDA NAS,IBA,IMP,IMP,IDA,ISS,IDA,IBA,ISS,IDA IMP IBA TAS,IC	ENSG00000168071,ENSG00000184293,ENSG00000161405,ENSG00000134242,ENSG00000160856,ENSG00000136634,ENSG00000157873,ENSG00000198026,ENSG00000163599,ENSG00000138684,ENSG00000125347,ENSG00000113302,ENSG00000136573,ENSG00000172724,ENSG00000120217,ENSG00000162594	CCDC88B, CLECL1, IKZF3, PTPN22, FCRL3, IL10, TNFRSF14, IL23R, ZNF335, CTLA4, IL21, IRF1, IL12B, BLK, CCL19, CD274	PC9	4
query_1	TRUE	2.85476101947997e-07	440	229	25	0.109170305676856	0.0568181818181818	GO:0050900	GO:BP	leukocyte migration	16592	15459	GO:0002376|GO:0016477	IDA,IDA TAS,TAS,NAS,TAS,TAS,IDA,TAS,TAS,TAS,IBA,IDA,TAS,IBA TAS,IDA IBA TAS,IDA ISS IBA,ISS IBA,IBA,IBA,IDA IBA,ISS IBA TAS,IDA,IDA ISS IBA,IDA IBA,IBA	ENSG00000107485,ENSG00000005844,ENSG00000140678,ENSG00000141655,ENSG00000105647,ENSG00000130876,ENSG00000125735,ENSG00000116824,ENSG00000122223,ENSG00000136634,ENSG00000157873,ENSG00000124205,ENSG00000138448,ENSG00000163464,ENSG00000180871,ENSG00000115009,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000112486,ENSG00000122592,ENSG00000137077,ENSG00000172724,ENSG00000213927	GATA3, ITGAL, ITGAX, TNFRSF11A, PIK3R2, SLC7A10, TNFSF14, CD2, CD244, IL10, TNFRSF14, EDN3, ITGAV, CXCR1, CXCR2, CCL20, CXCL3, CXCL5, PPBP, PF4, CCR6, HOXA7, CCL21, CCL19, CCL27	PC9	3
query_1	TRUE	2.85476101947997e-07	341	229	22	0.0960698689956332	0.0645161290322581	GO:0002696	GO:BP	positive regulation of leukocyte activation	16592	1346	GO:0002684|GO:0002694|GO:0045321|GO:0050867	ISS,IBA,ISS,IDA,ISS,IBA,IDA,IBA,NAS,IDA,IGI,IDA TAS,IMP,TAS,IDA,IMP,IDA ISS IC,ISS,ISS,IDA IBA TAS,IDA IBA,ISS IC	ENSG00000107485,ENSG00000110448,ENSG00000168071,ENSG00000184293,ENSG00000245848,ENSG00000127666,ENSG00000125735,ENSG00000134242,ENSG00000116824,ENSG00000160856,ENSG00000136634,ENSG00000157873,ENSG00000198026,ENSG00000163599,ENSG00000138684,ENSG00000145777,ENSG00000113302,ENSG00000137077,ENSG00000172724,ENSG00000120217,ENSG00000150637,ENSG00000162594	GATA3, CD5, CCDC88B, CLECL1, CD226, CEBPA, TICAM1, TNFSF14, PTPN22, CD2, FCRL3, IL10, TNFRSF14, IL23R, ZNF335, CTLA4, IL21, TSLP, IL12B, CCL21, CCL19, CD274	PC9	4
query_1	TRUE	3.08096771038072e-07	740	229	33	0.14410480349345	0.0445945945945946	GO:0001816	GO:BP	cytokine production	16592	594	GO:0010467|GO:0032501	IDA IMP ISS,TAS,ISS,IDA,IDA,IMP,ISS,TAS,IMP ISS,ISS IBA,IMP IBA,IDA IMP,IDA,IDA TAS NAS,IBA,IDA,IDA,ISS,TAS,IDA NAS,IDA,IBA,IDA IMP,IMP ISS,IDA IMP TAS,IDA,ISS,ISS,IDA IMP,IBA,IDA IMP TAS IC,IDA,IDA IBA	ENSG00000107485,ENSG00000162302,ENSG00000168071,ENSG00000184293,ENSG00000179630,ENSG00000172575,ENSG00000140968,ENSG00000099817,ENSG00000105287,ENSG00000127666,ENSG00000134242,ENSG00000116824,ENSG00000122223,ENSG00000136634,ENSG00000157873,ENSG00000081985,ENSG00000138448,ENSG00000174004,ENSG00000109320,ENSG00000138684,ENSG00000163737,ENSG00000181751,ENSG00000145777,ENSG00000125347,ENSG00000113302,ENSG00000104415,ENSG00000172724,ENSG00000096968,ENSG00000120217,ENSG00000150637,ENSG00000162594,ENSG00000116288,ENSG00000115604	GATA3, RPS6KA4, CCDC88B, CLECL1, LACC1, RASGRP1, IRF8, CD226, POLR2E, PRKD2, TICAM1, PTPN22, CD2, CD244, IL10, TNFRSF14, IL12RB2, IL23R, PARK7, IL18R1, ITGAV, NRROS, NFKB1, IL21, PF4, MACIR, TSLP, IRF1, IL12B, CCN4, CCL19, JAK2, CD274	PC9	3
query_1	TRUE	3.17224123912688e-07	175	229	16	0.0698689956331878	0.0914285714285714	GO:0032944	GO:BP	regulation of mononuclear cell proliferation	16592	9163	GO:0032943|GO:0070663	ISS,IDA,ISS,IDA IBA,IDA,IDA NAS,IBA,IMP,IMP,IDA,ISS,IDA IMP,IBA,ISS,IDA IMP IBA TAS,IC	ENSG00000168071,ENSG00000184293,ENSG00000161405,ENSG00000134242,ENSG00000160856,ENSG00000136634,ENSG00000157873,ENSG00000198026,ENSG00000163599,ENSG00000138684,ENSG00000125347,ENSG00000113302,ENSG00000136573,ENSG00000172724,ENSG00000120217,ENSG00000162594	CCDC88B, CLECL1, IKZF3, PTPN22, FCRL3, IL10, TNFRSF14, IL23R, ZNF335, CTLA4, IL21, IRF1, IL12B, BLK, CCL19, CD274	PC9	4
query_1	TRUE	3.43033901160665e-07	2751	229	74	0.323144104803493	0.0268993093420574	GO:0070887	GO:BP	cellular response to chemical stimulus	16592	19167	GO:0042221|GO:0051716	IMP,IEP ISS TAS,IBA,IDA IEP IBA,IMP IBA TAS,IMP,IDA,TAS,IDA IMP ISS,IDA IMP TAS,IEP,TAS,IDA TAS,IMP ISS IBA TAS NAS,TAS,ISS IBA,TAS,IDA NAS,TAS,IMP IGI,ISS IBA,IBA,IDA ISO,IDA TAS,TAS,IDA IMP,IBA,TAS,IDA ISS TAS NAS,TAS,TAS,TAS,IBA,IBA TAS,IDA TAS,NAS,IDA,IBA TAS,IDA,IDA IMP,IDA IMP TAS,TAS,IDA IBA TAS,TAS,IBA TAS,IDA IBA TAS,IDA IBA TAS,ISS TAS,ISS,IMP IEP TAS,TAS,ISS IBA,IBA,IBA,IDA IBA,IDA TAS,IDA ISS TAS,IDA,IGI IBA TAS,IBA TAS,IDA IBA TAS,ISS,TAS,IBA TAS,IDA ISS IBA,IDA IBA TAS,IBA,IDA ISS IBA TAS,IBA,IBA,IBA TAS,IDA IMP IGI,ISS IBA TAS,IDA IBA TAS	ENSG00000165806,ENSG00000107485,ENSG00000160683,ENSG00000002330,ENSG00000126432,ENSG00000162302,ENSG00000182450,ENSG00000123374,ENSG00000185650,ENSG00000170345,ENSG00000103811,ENSG00000140678,ENSG00000140968,ENSG00000141655,ENSG00000099817,ENSG00000105647,ENSG00000216490,ENSG00000245848,ENSG00000124440,ENSG00000105287,ENSG00000127666,ENSG00000105550,ENSG00000186431,ENSG00000125735,ENSG00000162694,ENSG00000134242,ENSG00000173110,ENSG00000117560,ENSG00000136634,ENSG00000142224,ENSG00000162891,ENSG00000157873,ENSG00000183682,ENSG00000081985,ENSG00000100985,ENSG00000019186,ENSG00000124205,ENSG00000159128,ENSG00000180509,ENSG00000185651,ENSG00000100385,ENSG00000278195,ENSG00000115607,ENSG00000153094,ENSG00000163464,ENSG00000180871,ENSG00000115009,ENSG00000198369,ENSG00000174004,ENSG00000109320,ENSG00000138684,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000081059,ENSG00000113302,ENSG00000164485,ENSG00000112486,ENSG00000091138,ENSG00000055130,ENSG00000056558,ENSG00000137077,ENSG00000172724,ENSG00000213927,ENSG00000096968,ENSG00000120217,ENSG00000149212,ENSG00000162594,ENSG00000116288,ENSG00000087460,ENSG00000115604	CASP7, GATA3, CXCR5, BAD, PRDX5, RPS6KA4, KCNK4, SESN3, CDK2, ZFP36L1, FOS, CTSH, ITGAX, IRF8, TNFRSF11A, POLR2E, PIK3R2, IFI30, CEBPA, PRKD2, HIF3A, TICAM1, FGF21, FCAR, TNFSF14, EXTL2, PTPN22, HSPA6, FASLG, IL10, IL19, IL20, TNFRSF14, BMP8A, IL12RB2, IL23R, PARK7, MMP9, CYP24A1, GNAS, EDN3, IFNGR2, KCNE1, UBE2L3, IL2RB, SSTR3, IL18R1, IL18RAP, BCL2L11, CXCR1, CXCR2, CCL20, SPRED2, NRROS, NFKB1, IL21, CXCL3, CXCL5, PPBP, PF4, TSLP, IRF1, TCF7, IL12B, IL22RA2, CCR6, SLC26A3, CUL1, TRAF1, CCL21, CCL19, CCL27, JAK2, CD274	PC9	4
query_1	TRUE	3.65812383307578e-07	3564	229	88	0.384279475982533	0.0246913580246914	GO:0006950	GO:BP	response to stress	16592	2897	GO:0050896	IMP TAS,IDA,IDA IBA,IDA,TAS,IEP IBA,IDA IMP IBA TAS,ISS,IDA,TAS,ISS,IDA IMP ISS,IDA IMP TAS,IMP,NAS,IMP IBA TAS,ISS,IDA TAS,IBA,IBA,IMP,IMP IBA,ISS,TAS,ISS,ISS,IDA IMP,TAS,ISS,TAS,TAS,ISS IBA,IDA IBA,IDA ISO,TAS,TAS,TAS,IMP IBA IC,TAS,IDA IMP IBA TAS,TAS,IMP IBA,IDA ISS TAS NAS,TAS,IBA,IDA TAS,IDA,TAS,TAS,IDA TAS,IC,IMP,IDA TAS,IBA TAS,TAS,ISS IBA,IDA IMP IBA,ISS,TAS,IDA IBA TAS IC,IBA,IBA,IBA,IDA IBA,IMP IBA,IDA IBA,IDA IMP ISO,IDA ISS TAS,ISS TAS,IDA ISS IC,ISS TAS,ISS,TAS,IBA,IDA,IMP,IBA,IDA TAS,IDA IBA TAS NAS,IDA ISS IBA NAS,IDA TAS,IMP IBA,NAS,IMP IBA,IDA ISS IC,IDA IMP IGI ISS,IDA IMP ISO TAS,IMP	ENSG00000107485,ENSG00000134954,ENSG00000180176,ENSG00000149485,ENSG00000168496,ENSG00000002330,ENSG00000126432,ENSG00000135148,ENSG00000139370,ENSG00000123374,ENSG00000179630,ENSG00000185650,ENSG00000170345,ENSG00000172575,ENSG00000005844,ENSG00000188827,ENSG00000213918,ENSG00000140968,ENSG00000073605,ENSG00000167914,ENSG00000108798,ENSG00000189050,ENSG00000141655,ENSG00000099817,ENSG00000167468,ENSG00000105647,ENSG00000105649,ENSG00000216490,ENSG00000245848,ENSG00000011485,ENSG00000124440,ENSG00000127666,ENSG00000141965,ENSG00000186431,ENSG00000189430,ENSG00000240403,ENSG00000162694,ENSG00000134242,ENSG00000143226,ENSG00000173110,ENSG00000203747,ENSG00000178828,ENSG00000136634,ENSG00000162891,ENSG00000157873,ENSG00000100985,ENSG00000124140,ENSG00000159128,ENSG00000115607,ENSG00000153094,ENSG00000078098,ENSG00000163599,ENSG00000180871,ENSG00000115009,ENSG00000079263,ENSG00000198369,ENSG00000169621,ENSG00000174004,ENSG00000109320,ENSG00000138684,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000181751,ENSG00000112977,ENSG00000145777,ENSG00000125347,ENSG00000145901,ENSG00000113302,ENSG00000112486,ENSG00000120436,ENSG00000055130,ENSG00000136573,ENSG00000104415,ENSG00000147324,ENSG00000056558,ENSG00000187796,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000149212,ENSG00000065361,ENSG00000150637,ENSG00000162594,ENSG00000116288,ENSG00000087460,ENSG00000177311	GATA3, ETS1, TH, FADS1, FEN1, BAD, PRDX5, SESN3, TRAFD1, SLC15A4, ERBB3, CDK2, LACC1, ZFP36L1, FOS, RASGRP1, ITGAL, SLX4, DNASE1, IRF8, GSDMB, GSDMA, ABI3, RNFT1, TNFRSF11A, CD226, POLR2E, GPX4, PIK3R2, RAB3A, IFI30, CEBPA, PPP5C, HIF3A, TICAM1, FEM1A, FCAR, NCR1, KIR3DL2, EXTL2, PTPN22, FCGR2A, HSPA6, FCGR3A, RNF186, IL10, IL20, TNFRSF14, IL23R, PARK7, MMP9, SLC12A5, GNAS, IFNGR2, IL18RAP, BCL2L11, FAP, CTLA4, CXCR2, CCL20, SP140, SPRED2, APLF, ZBTB38, NRROS, NFKB1, IL21, CXCL3, CXCL5, PPBP, PF4, MACIR, DAP, TSLP, IRF1, TNIP1, IL12B, CCR6, GPR31, CUL1, BLK, CCN4, MFHAS1, TRAF1, CARD9, CCL21, CCL19, JAK2	PC9	4
query_1	TRUE	3.92574946859073e-07	351	229	22	0.0960698689956332	0.0626780626780627	GO:0050867	GO:BP	positive regulation of cell activation	16592	15432	GO:0001775|GO:0048522|GO:0050865	ISS,IBA,ISS,IDA,ISS,IBA,IDA,IBA,NAS,IDA,IGI,IDA TAS,IMP,TAS,IDA,IMP,IDA ISS IC,ISS,ISS,IDA IBA TAS,IDA IBA,ISS IC	ENSG00000107485,ENSG00000110448,ENSG00000168071,ENSG00000184293,ENSG00000245848,ENSG00000127666,ENSG00000125735,ENSG00000134242,ENSG00000116824,ENSG00000160856,ENSG00000136634,ENSG00000157873,ENSG00000198026,ENSG00000163599,ENSG00000138684,ENSG00000145777,ENSG00000113302,ENSG00000137077,ENSG00000172724,ENSG00000120217,ENSG00000150637,ENSG00000162594	GATA3, CD5, CCDC88B, CLECL1, CD226, CEBPA, TICAM1, TNFSF14, PTPN22, CD2, FCRL3, IL10, TNFRSF14, IL23R, ZNF335, CTLA4, IL21, TSLP, IL12B, CCL21, CCL19, CD274	PC9	4
query_1	TRUE	4.51779319556299e-07	234	229	18	0.0786026200873363	0.0769230769230769	GO:0070661	GO:BP	leukocyte proliferation	16592	19045	GO:0008283	ISS,IDA,IMP,ISS,NAS,IDA IBA,IDA,IDA NAS,IBA,IMP,IMP,IDA,ISS,IDA IMP,IBA,ISS,IDA IMP IBA TAS,IC	ENSG00000168071,ENSG00000184293,ENSG00000172575,ENSG00000161405,ENSG00000125735,ENSG00000134242,ENSG00000160856,ENSG00000136634,ENSG00000157873,ENSG00000198026,ENSG00000163599,ENSG00000138684,ENSG00000125347,ENSG00000113302,ENSG00000136573,ENSG00000172724,ENSG00000120217,ENSG00000162594	CCDC88B, CLECL1, RASGRP1, IKZF3, TNFSF14, PTPN22, FCRL3, IL10, TNFRSF14, IL23R, ZNF335, CTLA4, IL21, IRF1, IL12B, BLK, CCL19, CD274	PC9	4
query_1	TRUE	5.17452030605635e-07	57	229	10	0.0436681222707424	0.175438596491228	GO:0032729	GO:BP	positive regulation of interferon-gamma production	16592	9002	GO:0001819|GO:0032609|GO:0032649	IMP,IMP,IDA,IDA,IDA,NAS,IDA TAS,IBA,IDA TAS IC,IDA IBA	ENSG00000172575,ENSG00000134242,ENSG00000116824,ENSG00000122223,ENSG00000081985,ENSG00000138684,ENSG00000113302,ENSG00000150637,ENSG00000162594,ENSG00000115604	RASGRP1, CD226, PTPN22, CD2, CD244, IL12RB2, IL23R, IL18R1, IL21, IL12B	PC9	4
query_1	TRUE	5.48115332290341e-07	1478	229	49	0.213973799126638	0.0331529093369418	GO:0008283	GO:BP	cell population proliferation	16592	3580	GO:0009987	TAS,IDA ISS,TAS,IMP ISS,ISS,IDA IBA,IDA,IMP ISS,IMP,ISS,ISS,IMP,ISS,TAS,IDA ISS,IMP IGI,IBA,ISS,ISS,NAS,IDA IBA,IDA,IDA ISS NAS,IBA,TAS,IMP,IMP ISS,IDA,IMP,TAS,ISS,IDA,IMP,IDA,IDA,TAS,IDA,IDA IMP,ISS TAS,IDA IMP IGI,IMP,IBA,ISS,ISS,ISS,IDA IMP IBA TAS,IDA IBA,IMP,IC	ENSG00000136754,ENSG00000107485,ENSG00000134954,ENSG00000002330,ENSG00000168071,ENSG00000123374,ENSG00000184293,ENSG00000185650,ENSG00000172575,ENSG00000103811,ENSG00000005513,ENSG00000140678,ENSG00000161405,ENSG00000141655,ENSG00000245848,ENSG00000105287,ENSG00000105550,ENSG00000174951,ENSG00000176920,ENSG00000125735,ENSG00000134242,ENSG00000160856,ENSG00000136634,ENSG00000157873,ENSG00000081985,ENSG00000100985,ENSG00000198026,ENSG00000124205,ENSG00000185651,ENSG00000278195,ENSG00000078098,ENSG00000138448,ENSG00000163599,ENSG00000180871,ENSG00000138684,ENSG00000163735,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000113302,ENSG00000083307,ENSG00000136573,ENSG00000104415,ENSG00000172724,ENSG00000096968,ENSG00000120217,ENSG00000065361,ENSG00000163374,ENSG00000162594	ABI1, GATA3, ETS1, BAD, CCDC88B, ERBB3, CDK2, CLECL1, ZFP36L1, RASGRP1, CTSH, SOX8, ITGAX, IKZF3, TNFRSF11A, CEBPA, PRKD2, FGF21, FUT1, FUT2, TNFSF14, PTPN22, YY1AP1, FCRL3, IL10, TNFRSF14, IL12RB2, IL23R, MMP9, ZNF335, EDN3, UBE2L3, SSTR3, FAP, ITGAV, CTLA4, CXCR2, IL21, CXCL5, PF4, TSLP, IRF1, IL12B, GRHL2, BLK, CCN4, CCL19, JAK2, CD274	PC9	4
query_1	TRUE	5.49587977284939e-07	1018	229	39	0.170305676855895	0.0383104125736739	GO:0002252	GO:BP	immune effector process	16592	916	GO:0002376	TAS,ISS TAS,TAS,IDA,IMP,ISS TAS,IMP TAS,TAS,ISS,TAS,TAS,TAS,ISS IBA,IDA ISO TAS,TAS,IBA,IDA,IDA,TAS,TAS,TAS,IDA IGI NAS,IBA,TAS,TAS,TAS,TAS,TAS,IMP IBA,TAS,IDA ISS IBA,TAS,IDA ISS,ISS,IBA,ISS,IDA IMP IBA,ISS,IDA	ENSG00000136754,ENSG00000139370,ENSG00000111540,ENSG00000179630,ENSG00000172575,ENSG00000103811,ENSG00000005844,ENSG00000140678,ENSG00000213918,ENSG00000172057,ENSG00000105647,ENSG00000105649,ENSG00000127666,ENSG00000186431,ENSG00000189430,ENSG00000134242,ENSG00000160856,ENSG00000122223,ENSG00000143226,ENSG00000173110,ENSG00000203747,ENSG00000136634,ENSG00000157873,ENSG00000100985,ENSG00000100321,ENSG00000138448,ENSG00000163464,ENSG00000180871,ENSG00000163508,ENSG00000109320,ENSG00000138684,ENSG00000163736,ENSG00000113302,ENSG00000112486,ENSG00000136573,ENSG00000172724,ENSG00000150637,ENSG00000162594,ENSG00000115604	ABI1, SLC15A4, RAB5B, LACC1, RASGRP1, CTSH, ITGAL, ITGAX, DNASE1, ORMDL3, CD226, PIK3R2, RAB3A, TICAM1, FCAR, NCR1, PTPN22, FCRL3, CD244, FCGR2A, HSPA6, FCGR3A, IL10, TNFRSF14, IL23R, MMP9, SYNGR1, IL18R1, ITGAV, CXCR1, CXCR2, EOMES, NFKB1, IL21, PPBP, IL12B, CCR6, BLK, CCL19	PC9	4
query_1	TRUE	7.18930605872002e-07	733	229	32	0.139737991266376	0.043656207366985	GO:0001817	GO:BP	regulation of cytokine production	16592	595	GO:0001816|GO:0010468|GO:0051239	IDA IMP ISS,TAS,ISS,IDA,IDA,IMP,ISS,TAS,IMP ISS,ISS IBA,IMP IBA,IDA IMP,IDA,IDA TAS NAS,IBA,IDA,IDA,TAS,IDA NAS,IDA,IBA,IDA IMP,IMP ISS,IDA IMP TAS,IDA,ISS,ISS,IDA IMP,IBA,IDA IMP TAS IC,IDA,IDA IBA	ENSG00000107485,ENSG00000162302,ENSG00000168071,ENSG00000184293,ENSG00000179630,ENSG00000172575,ENSG00000140968,ENSG00000099817,ENSG00000105287,ENSG00000127666,ENSG00000134242,ENSG00000116824,ENSG00000122223,ENSG00000136634,ENSG00000157873,ENSG00000081985,ENSG00000138448,ENSG00000109320,ENSG00000138684,ENSG00000163737,ENSG00000181751,ENSG00000145777,ENSG00000125347,ENSG00000113302,ENSG00000104415,ENSG00000172724,ENSG00000096968,ENSG00000120217,ENSG00000150637,ENSG00000162594,ENSG00000116288,ENSG00000115604	GATA3, RPS6KA4, CCDC88B, CLECL1, LACC1, RASGRP1, IRF8, CD226, POLR2E, PRKD2, TICAM1, PTPN22, CD2, CD244, IL10, TNFRSF14, IL12RB2, IL23R, PARK7, IL18R1, ITGAV, NFKB1, IL21, PF4, MACIR, TSLP, IRF1, IL12B, CCN4, CCL19, JAK2, CD274	PC9	3
query_1	TRUE	8.83756992983848e-07	191	229	16	0.0698689956331878	0.0837696335078534	GO:0070663	GO:BP	regulation of leukocyte proliferation	16592	19047	GO:0042127|GO:0070661	ISS,IDA,ISS,IDA IBA,IDA,IDA NAS,IBA,IMP,IMP,IDA,ISS,IDA IMP,IBA,ISS,IDA IMP IBA TAS,IC	ENSG00000168071,ENSG00000184293,ENSG00000161405,ENSG00000134242,ENSG00000160856,ENSG00000136634,ENSG00000157873,ENSG00000198026,ENSG00000163599,ENSG00000138684,ENSG00000125347,ENSG00000113302,ENSG00000136573,ENSG00000172724,ENSG00000120217,ENSG00000162594	CCDC88B, CLECL1, IKZF3, PTPN22, FCRL3, IL10, TNFRSF14, IL23R, ZNF335, CTLA4, IL21, IRF1, IL12B, BLK, CCL19, CD274	PC9	4
query_1	TRUE	1.22116597936275e-06	1141	229	41	0.179039301310044	0.0359333917616126	GO:0051240	GO:BP	positive regulation of multicellular organismal process	16592	15744	GO:0032501|GO:0048518|GO:0051239	IDA IMP ISS,IMP,ISS,ISS,IDA,IDA,IDA,IMP,ISS,ISS,IMP ISS,ISS,TAS,IMP IGI ISS,ISS IBA,ISS,IMP,IMP,IDA IMP,IDA,IDA IGI,TAS,IBA,IDA,IMP ISS IBA,IDA,TAS,IDA NAS IC,IDA,IDA IMP,IMP ISS,IDA IMP ISS TAS IC,ISS,ISS,ISS,IDA IMP,IBA,IDA ISS TAS IC,IDA,ISS,IDA IBA	ENSG00000107485,ENSG00000134954,ENSG00000002330,ENSG00000168071,ENSG00000184293,ENSG00000179630,ENSG00000185650,ENSG00000172575,ENSG00000103811,ENSG00000005513,ENSG00000140678,ENSG00000141655,ENSG00000099817,ENSG00000105287,ENSG00000127666,ENSG00000105550,ENSG00000174951,ENSG00000134242,ENSG00000116824,ENSG00000122223,ENSG00000136634,ENSG00000162891,ENSG00000157873,ENSG00000081985,ENSG00000198026,ENSG00000124205,ENSG00000109320,ENSG00000138684,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000113302,ENSG00000005073,ENSG00000172724,ENSG00000096968,ENSG00000120217,ENSG00000150637,ENSG00000162594,ENSG00000116288,ENSG00000087460,ENSG00000115604	GATA3, ETS1, BAD, CCDC88B, CLECL1, LACC1, ZFP36L1, RASGRP1, CTSH, SOX8, ITGAX, TNFRSF11A, CD226, POLR2E, PRKD2, TICAM1, FGF21, FUT1, PTPN22, CD2, CD244, IL10, IL20, TNFRSF14, IL12RB2, IL23R, PARK7, ZNF335, GNAS, EDN3, IL18R1, NFKB1, IL21, PF4, TSLP, IRF1, IL12B, HOXA11, CCL19, JAK2, CD274	PC9	4
